0,0,0,-9.6638,0,9.7171,0,0,0,0,0,1.0157,39.431,8.3012,9.8007,84,0,0,0,50750,7996.1,125.6,0.22625,NaN,279.02,NaN,0.010367,1140626,1.52,2.7737e-4,0.71536,0.0019381,0.54227,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.0049042,0
0.01,0,0,-9.6156,0,9.6686,0,0,0,0,0,1.0106,39.431,8.3012,9.8007,84,0,0,0,50750,7996.1,125.6,0.22625,NaN,279.02,NaN,0.010205,1122785,3.98,2.6939e-4,0.71703,0.0019427,0.54394,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.007269,0
0.02,0,0,-9.5716,0,9.6243,0,0,0,0,0,1.006,39.431,8.3012,9.8007,84,0,0,0,50742,7988.3,125.6,0.22624,NaN,279.02,NaN,0.010043,1104945,6.225,2.6152e-4,0.71875,0.0019473,0.54566,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.008187,0
0.03,0,0,-9.5318,0,9.5843,0,0,0,0,0,1.0018,39.431,8.3012,9.8007,84,0,0,0,50734,7980.5,125.6,0.22623,NaN,279.01,NaN,0.0098809,1087104,8.255,2.5376e-4,0.7205,0.001952,0.54741,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.0090232,0
0.04,0,0,-9.5499,0,9.6025,0,0,0,0,0,1.0037,39.431,8.3012,9.8007,84,0,0,0,50726,7972.8,125.59,0.22621,NaN,279,NaN,0.0097187,1069263,7.33,2.4611e-4,0.72228,0.0019569,0.54919,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.0099748,0
0.05,0,0,-9.5939,0,9.6468,0,0,0,0,0,1.0084,39.431,8.3012,9.8007,84,0,0,0,50719,7965,125.59,0.2262,NaN,279,NaN,0.0095566,1051423,5.085,2.3856e-4,0.72411,0.0019618,0.55102,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.010704,0
0.06,0,0,-9.6059,0,9.6588,0,0,0,0,0,1.0096,39.431,8.3012,9.8007,84,0,0,0,50711,7957.2,125.59,0.22619,NaN,278.99,NaN,0.0096716,1064082,4.475,2.439e-4,0.72281,0.0019583,0.54972,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.011415,0
0.07,0,0,-9.6268,0,9.6798,0,0,0,0,0,1.0118,39.431,8.3012,9.8007,84,0,0,0,50703,7949.4,125.58,0.22618,NaN,278.98,NaN,0.0097867,1076742,3.4075,2.493e-4,0.72153,0.0019548,0.54844,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.012122,0
0.08,0,0,-9.6567,0,9.7099,0,0,0,0,0,1.015,39.431,8.3012,9.8007,84,0,0,0,50695,7941.6,125.58,0.22617,NaN,278.98,NaN,0.0099018,1089401,1.8825,2.5475e-4,0.72027,0.0019514,0.54718,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.012827,0
0.09,0,0,-9.5986,0,9.6514,0,0,0,0,0,1.0088,39.431,8.3012,9.8007,84,0,0,0,50688,7933.9,125.58,0.22616,NaN,278.97,NaN,0.010017,1102061,4.845,2.6026e-4,0.71903,0.0019481,0.54594,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.013531,0
0.1,0,0,-9.5419,0,9.5944,0,0,0,0,0,1.0029,39.431,8.3012,9.8007,84,0,0,0,50680,7926.1,125.58,0.22615,NaN,278.96,NaN,0.010132,1114720,7.7325,2.6582e-4,0.7178,0.0019447,0.54471,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.015292,0
0.11,0,0,-9.5747,0,9.6275,0,0,0,0,0,1.0063,39.431,8.3012,9.8007,84,0,0,0,50672,7918.3,125.57,0.22614,NaN,278.96,NaN,0.010059,1106729,6.0575,2.623e-4,0.71857,0.0019468,0.54548,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,84,0,NaN,13.973,994.72,339.77,0.01,0.016571,0
