0,0,0,-9.7158,0,9.7529,0,0,0,0,0,0.85002,39.431,8.3012,9.8007,85,0,0,0,50803,7999.2,125.36,0.22626,NaN,278.78,NaN,0.010777,1185712,0.536,1.7435e-4,0.71126,0.0011274,0.53817,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.010881,0
2e-3,0,0,-9.7061,0,9.7432,0,0,0,0,0,0.84917,39.431,8.3012,9.8007,85,0,0,0,50803,7999.2,125.36,0.22626,NaN,278.78,NaN,0.010779,1185892,1.028,1.744e-4,0.71125,0.0011274,0.53816,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.014487,0
4e-3,0,0,-9.6965,0,9.7335,0,0,0,0,0,0.84833,39.431,8.3012,9.8007,85,0,0,0,50801,7997.7,125.36,0.22626,NaN,278.78,NaN,0.01078,1186071,1.52,1.7445e-4,0.71123,0.0011273,0.53814,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.015231,0
6e-3,0,0,-9.6868,0,9.7238,0,0,0,0,0,0.84749,39.431,8.3012,9.8007,85,0,0,0,50800,7996.1,125.36,0.22626,NaN,278.77,NaN,0.010782,1186251,2.012,1.745e-4,0.71122,0.0011273,0.53812,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.015878,0
8e-3,0,0,-9.6772,0,9.7141,0,0,0,0,0,0.84664,39.431,8.3012,9.8007,85,0,0,0,50798,7994.6,125.36,0.22625,NaN,278.77,NaN,0.010784,1186431,2.504,1.7455e-4,0.7112,0.0011273,0.53811,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.016508,0
0.01,0,0,-9.6675,0,9.7044,0,0,0,0,0,0.8458,39.431,8.3012,9.8007,85,0,0,0,50797,7993,125.36,0.22625,NaN,278.77,NaN,0.010785,1186610,2.996,1.7459e-4,0.71119,0.0011273,0.53809,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.017118,0
0.012,0,0,-9.6579,0,9.6947,0,0,0,0,0,0.84495,39.431,8.3012,9.8007,85,0,0,0,50795,7991.4,125.36,0.22625,NaN,278.77,NaN,0.010787,1186790,3.488,1.7464e-4,0.71117,0.0011272,0.53808,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.017725,0
0.014,0,0,-9.6482,0,9.6851,0,0,0,0,0,0.84411,39.431,8.3012,9.8007,85,0,0,0,50794,7989.9,125.36,0.22625,NaN,278.77,NaN,0.010789,1186969,3.98,1.7469e-4,0.71115,0.0011272,0.53806,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.018332,0
0.016,0,0,-9.6386,0,9.6754,0,0,0,0,0,0.84326,39.431,8.3012,9.8007,85,0,0,0,50792,7988.3,125.36,0.22624,NaN,278.77,NaN,0.01079,1187149,4.472,1.7474e-4,0.71114,0.0011272,0.53804,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.01894,0
0.018,0,0,-9.6289,0,9.6657,0,0,0,0,0,0.84242,39.431,8.3012,9.8007,85,0,0,0,50790,7986.8,125.36,0.22624,NaN,278.77,NaN,0.010792,1187328,4.964,1.7479e-4,0.71112,0.0011272,0.53803,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.01955,0
0.02,0,0,-9.6201,0,9.6568,0,0,0,0,0,0.84165,39.431,8.3012,9.8007,85,0,0,0,50789,7985.2,125.36,0.22624,NaN,278.77,NaN,0.010793,1187508,5.413,1.7484e-4,0.71111,0.0011271,0.53801,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.020159,0
0.022,0,0,-9.6121,0,9.6488,0,0,0,0,0,0.84095,39.431,8.3012,9.8007,85,0,0,0,50787,7983.7,125.36,0.22624,NaN,278.76,NaN,0.010795,1187687,5.819,1.7489e-4,0.71109,0.0011271,0.538,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.020786,0
0.024,0,0,-9.6042,0,9.6408,0,0,0,0,0,0.84025,39.431,8.3012,9.8007,85,0,0,0,50786,7982.1,125.36,0.22624,NaN,278.76,NaN,0.010797,1187867,6.225,1.7494e-4,0.71107,0.0011271,0.53798,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.021695,0
0.026,0,0,-9.5962,0,9.6328,0,0,0,0,0,0.83956,39.431,8.3012,9.8007,85,0,0,0,50784,7980.5,125.36,0.22623,NaN,278.76,NaN,0.010798,1188047,6.631,1.7499e-4,0.71106,0.0011271,0.53797,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.022337,0
0.028,0,0,-9.5882,0,9.6248,0,0,0,0,0,0.83886,39.431,8.3012,9.8007,85,0,0,0,50783,7979,125.36,0.22623,NaN,278.76,NaN,0.0108,1188226,7.037,1.7504e-4,0.71104,0.001127,0.53795,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.02295,0
0.03,0,0,-9.5802,0,9.6168,0,0,0,0,0,0.83816,39.431,8.3012,9.8007,85,0,0,0,50781,7977.4,125.35,0.22623,NaN,278.76,NaN,0.010802,1188406,7.443,1.7508e-4,0.71103,0.001127,0.53793,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.023561,0
0.032,0,0,-9.5723,0,9.6088,0,0,0,0,0,0.83747,39.431,8.3012,9.8007,85,0,0,0,50780,7975.9,125.35,0.22623,NaN,278.76,NaN,0.010803,1188585,7.849,1.7513e-4,0.71101,0.001127,0.53792,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.02417,0
0.034,0,0,-9.5643,0,9.6008,0,0,0,0,0,0.83677,39.431,8.3012,9.8007,85,0,0,0,50778,7974.3,125.35,0.22622,NaN,278.76,NaN,0.010805,1188765,8.255,1.7518e-4,0.71099,0.001127,0.5379,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.025087,0
0.036,0,0,-9.5563,0,9.5928,0,0,0,0,0,0.83607,39.431,8.3012,9.8007,85,0,0,0,50776,7972.8,125.35,0.22622,NaN,278.76,NaN,0.010807,1188944,8.661,1.7523e-4,0.71098,0.0011269,0.53789,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.025738,0
0.038,0,0,-9.5484,0,9.5848,0,0,0,0,0,0.83537,39.431,8.3012,9.8007,85,0,0,0,50775,7971.2,125.35,0.22622,NaN,278.75,NaN,0.010808,1189124,9.067,1.7528e-4,0.71096,0.0011269,0.53787,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.026387,0
0.04,0,0,-9.552,0,9.5885,0,0,0,0,0,0.83569,39.431,8.3012,9.8007,85,0,0,0,50773,7969.7,125.35,0.22622,NaN,278.75,NaN,0.01081,1189304,8.882,1.7533e-4,0.71095,0.0011269,0.53785,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.026999,0
0.042,0,0,-9.5672,0,9.6038,0,0,0,0,0,0.83702,39.431,8.3012,9.8007,85,0,0,0,50772,7968.1,125.35,0.22622,NaN,278.75,NaN,0.010811,1189483,8.106,1.7538e-4,0.71093,0.0011269,0.53784,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.027585,0
0.044,0,0,-9.5824,0,9.619,0,0,0,0,0,0.83835,39.431,8.3012,9.8007,85,0,0,0,50770,7966.5,125.35,0.22621,NaN,278.75,NaN,0.010813,1189663,7.33,1.7543e-4,0.71092,0.0011268,0.53782,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.030644,0
0.046,0,0,-9.5977,0,9.6343,0,0,0,0,0,0.83969,39.431,8.3012,9.8007,85,0,0,0,50769,7965,125.35,0.22621,NaN,278.75,NaN,0.010815,1189842,6.554,1.7548e-4,0.7109,0.0011268,0.53781,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.031291,0
0.048,0,0,-9.6129,0,9.6496,0,0,0,0,0,0.84102,39.431,8.3012,9.8007,85,0,0,0,50767,7963.4,125.35,0.22621,NaN,278.75,NaN,0.010816,1.19e6,5.778,1.7553e-4,0.71088,0.0011268,0.53779,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.0319,0
0.05,0,0,-9.6217,0,9.6584,0,0,0,0,0,0.84179,39.431,8.3012,9.8007,85,0,0,0,50766,7961.9,125.35,0.22621,NaN,278.75,NaN,0.010818,1190201,5.329,1.7557e-4,0.71087,0.0011268,0.53778,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.03253,0
0.052,0,0,-9.6241,0,9.6608,0,0,0,0,0,0.842,39.431,8.3012,9.8007,85,0,0,0,50764,7960.3,125.35,0.2262,NaN,278.75,NaN,0.010777,1185700,5.207,1.7435e-4,0.71127,0.0011274,0.53817,0.053078,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.033143,0
0.054,0,0,-9.6265,0,9.6632,0,0,0,0,0,0.84221,39.431,8.3012,9.8007,85,0,0,0,50762,7958.8,125.35,0.2262,NaN,278.74,NaN,0.010736,1181198,5.085,1.7312e-4,0.71167,0.001128,0.53857,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.033778,0
0.056,0,0,-9.6289,0,9.6656,0,0,0,0,0,0.84242,39.431,8.3012,9.8007,85,0,0,0,50761,7957.2,125.35,0.2262,NaN,278.74,NaN,0.010695,1176696,4.963,1.719e-4,0.71207,0.0011287,0.53897,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.034378,0
0.058,0,0,-9.6313,0,9.668,0,0,0,0,0,0.84263,39.431,8.3012,9.8007,85,0,0,0,50759,7955.6,125.35,0.2262,NaN,278.74,NaN,0.010654,1172194,4.841,1.7069e-4,0.71247,0.0011293,0.53938,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.034982,0
0.06,0,0,-9.6336,0,9.6704,0,0,0,0,0,0.84283,39.431,8.3012,9.8007,85,0,0,0,50758,7954.1,125.35,0.2262,NaN,278.74,NaN,0.010613,1167692,4.719,1.6947e-4,0.71288,0.0011299,0.53978,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.035608,0
0.062,0,0,-9.636,0,9.6728,0,0,0,0,0,0.84304,39.431,8.3012,9.8007,85,0,0,0,50756,7952.5,125.35,0.22619,NaN,278.74,NaN,0.010572,1163190,4.597,1.6827e-4,0.71328,0.0011306,0.54019,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.036206,0
0.064,0,0,-9.6384,0,9.6752,0,0,0,0,0,0.84325,39.431,8.3012,9.8007,85,0,0,0,50755,7951,125.35,0.22619,NaN,278.74,NaN,0.010532,1158689,4.475,1.6706e-4,0.71369,0.0011312,0.5406,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.036791,0
0.066,0,0,-9.6408,0,9.6776,0,0,0,0,0,0.84346,39.431,8.3012,9.8007,85,0,0,0,50753,7949.4,125.34,0.22619,NaN,278.74,NaN,0.010491,1154187,4.353,1.6586e-4,0.7141,0.0011319,0.54101,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.037396,0
0.068,0,0,-9.6432,0,9.68,0,0,0,0,0,0.84367,39.431,8.3012,9.8007,85,0,0,0,50752,7947.9,125.34,0.22619,NaN,278.73,NaN,0.01045,1149685,4.231,1.6467e-4,0.71452,0.0011325,0.54143,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.037983,0
0.07,0,0,-9.6474,0,9.6843,0,0,0,0,0,0.84404,39.431,8.3012,9.8007,85,0,0,0,50750,7946.3,125.34,0.22619,NaN,278.73,NaN,0.010409,1145183,4.0175,1.6347e-4,0.71493,0.0011332,0.54184,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.03857,0
0.072,0,0,-9.6534,0,9.6903,0,0,0,0,0,0.84456,39.431,8.3012,9.8007,85,0,0,0,50748,7944.8,125.34,0.22618,NaN,278.73,NaN,0.010368,1140681,3.7125,1.6229e-4,0.71535,0.0011339,0.54226,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.039185,0
0.074,0,0,-9.6594,0,9.6963,0,0,0,0,0,0.84509,39.431,8.3012,9.8007,85,0,0,0,50747,7943.2,125.34,0.22618,NaN,278.73,NaN,0.010327,1136179,3.4075,1.611e-4,0.71577,0.0011345,0.54268,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.039793,0
0.076,0,0,-9.6654,0,9.7023,0,0,0,0,0,0.84561,39.431,8.3012,9.8007,85,0,0,0,50745,7941.6,125.34,0.22618,NaN,278.73,NaN,0.010286,1131677,3.1025,1.5992e-4,0.71619,0.0011352,0.5431,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.040393,0
0.078,0,0,-9.6713,0,9.7083,0,0,0,0,0,0.84613,39.431,8.3012,9.8007,85,0,0,0,50744,7940.1,125.34,0.22618,NaN,278.73,NaN,0.010245,1127176,2.7975,1.5875e-4,0.71662,0.0011359,0.54353,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.040997,0
0.08,0,0,-9.6773,0,9.7143,0,0,0,0,0,0.84666,39.431,8.3012,9.8007,85,0,0,0,50742,7938.5,125.34,0.22617,NaN,278.73,NaN,0.010204,1122674,2.4925,1.5757e-4,0.71704,0.0011365,0.54395,0.053078,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.041685,0
0.082,0,0,-9.6833,0,9.7203,0,0,0,0,0,0.84718,39.431,8.3012,9.8007,85,0,0,0,50741,7937,125.34,0.22617,NaN,278.73,NaN,0.010163,1118172,2.1875,1.5641e-4,0.71747,0.0011372,0.54438,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.042299,0
0.084,0,0,-9.6893,0,9.7263,0,0,0,0,0,0.8477,39.431,8.3012,9.8007,85,0,0,0,50739,7935.4,125.34,0.22617,NaN,278.72,NaN,0.010122,1113670,1.8825,1.5524e-4,0.7179,0.0011379,0.54481,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.042867,0
0.086,0,0,-9.6953,0,9.7323,0,0,0,0,0,0.84823,39.431,8.3012,9.8007,85,0,0,0,50738,7933.9,125.34,0.22617,NaN,278.72,NaN,0.010081,1109168,1.5775,1.5408e-4,0.71834,0.0011386,0.54525,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.043433,0
0.088,0,0,-9.7013,0,9.7383,0,0,0,0,0,0.84875,39.431,8.3012,9.8007,85,0,0,0,50736,7932.3,125.34,0.22617,NaN,278.72,NaN,0.010041,1104666,1.2725,1.5293e-4,0.71877,0.0011393,0.54568,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.044001,0
0.09,0,0,-9.6896,0,9.7267,0,0,0,0,0,0.84773,39.431,8.3012,9.8007,85,0,0,0,50734,7930.7,125.34,0.22616,NaN,278.72,NaN,0.0099996,1100165,1.865,1.5178e-4,0.71921,0.00114,0.54612,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.044574,0
0.092,0,0,-9.6604,0,9.6973,0,0,0,0,0,0.84517,39.431,8.3012,9.8007,85,0,0,0,50733,7929.2,125.34,0.22616,NaN,278.72,NaN,0.0099587,1095663,3.355,1.5063e-4,0.71965,0.0011407,0.54656,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.04514,0
0.094,0,0,-9.6311,0,9.6679,0,0,0,0,0,0.84261,39.431,8.3012,9.8007,85,0,0,0,50731,7927.6,125.34,0.22616,NaN,278.72,NaN,0.0099178,1091161,4.845,1.4949e-4,0.72009,0.0011414,0.547,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.045706,0
0.096,0,0,-9.6019,0,9.6385,0,0,0,0,0,0.84005,39.431,8.3012,9.8007,85,0,0,0,50730,7926.1,125.34,0.22616,NaN,278.72,NaN,0.0098768,1086659,6.335,1.4835e-4,0.72054,0.0011421,0.54745,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.046271,0
0.098,0,0,-9.5726,0,9.6092,0,0,0,0,0,0.83749,39.431,8.3012,9.8007,85,0,0,0,50728,7924.5,125.34,0.22615,NaN,278.72,NaN,0.0098359,1082157,7.825,1.4721e-4,0.72099,0.0011428,0.5479,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.046839,0
0.1,0,0,-9.5612,0,9.5978,0,0,0,0,0,0.8365,39.431,8.3012,9.8007,85,0,0,0,50727,7923,125.33,0.22615,NaN,278.71,NaN,0.009795,1077655,8.4025,1.4608e-4,0.72144,0.0011435,0.54835,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.047414,0
0.102,0,0,-9.5678,0,9.6044,0,0,0,0,0,0.83708,39.431,8.3012,9.8007,85,0,0,0,50725,7921.4,125.33,0.22615,NaN,278.71,NaN,0.0097769,1075662,8.0675,1.4558e-4,0.72164,0.0011438,0.54855,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.047984,0
0.104,0,0,-9.5744,0,9.611,0,0,0,0,0,0.83765,39.431,8.3012,9.8007,85,0,0,0,50724,7919.9,125.33,0.22615,NaN,278.71,NaN,0.0097588,1073669,7.7325,1.4508e-4,0.72184,0.0011441,0.54875,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.048549,0
0.106,0,0,-9.581,0,9.6176,0,0,0,0,0,0.83823,39.431,8.3012,9.8007,85,0,0,0,50722,7918.3,125.33,0.22615,NaN,278.71,NaN,0.0097406,1071675,7.3975,1.4458e-4,0.72204,0.0011445,0.54895,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.049113,0
0.108,0,0,-9.5875,0,9.6242,0,0,0,0,0,0.8388,39.431,8.3012,9.8007,85,0,0,0,50720,7916.7,125.33,0.22614,NaN,278.71,NaN,0.0097225,1069682,7.0625,1.4409e-4,0.72224,0.0011448,0.54915,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.049678,0
0.11,0,0,-9.5941,0,9.6308,0,0,0,0,0,0.83938,39.431,8.3012,9.8007,85,0,0,0,50719,7915.2,125.33,0.22614,NaN,278.71,NaN,0.0097044,1067688,6.7275,1.4359e-4,0.72244,0.0011451,0.54935,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.050244,0
0.112,0,0,-9.6007,0,9.6374,0,0,0,0,0,0.83995,39.431,8.3012,9.8007,85,0,0,0,50717,7913.6,125.33,0.22614,NaN,278.71,NaN,0.0096863,1065695,6.3925,1.4309e-4,0.72264,0.0011454,0.54955,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.050808,0
0.114,0,0,-9.6073,0,9.644,0,0,0,0,0,0.84053,39.431,8.3012,9.8007,85,0,0,0,50716,7912.1,125.33,0.22614,NaN,278.7,NaN,0.0096682,1063701,6.0575,1.426e-4,0.72285,0.0011457,0.54976,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.051373,0
0.116,0,0,-9.6139,0,9.6506,0,0,0,0,0,0.8411,39.431,8.3012,9.8007,85,0,0,0,50714,7910.5,125.33,0.22613,NaN,278.7,NaN,0.00965,1061708,5.7225,1.4211e-4,0.72305,0.0011461,0.54996,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.052217,0
0.118,0,0,-9.6204,0,9.6572,0,0,0,0,0,0.84168,39.431,8.3012,9.8007,85,0,0,0,50713,7909,125.33,0.22613,NaN,278.7,NaN,0.0096319,1059714,5.3875,1.4161e-4,0.72325,0.0011464,0.55016,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.052815,0
0.12,0,0,-9.6209,0,9.6576,0,0,0,0,0,0.84172,39.431,8.3012,9.8007,85,0,0,0,50711,7907.4,125.33,0.22613,NaN,278.7,NaN,0.0096138,1057721,5.3645,1.4112e-4,0.72346,0.0011467,0.55037,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.053418,0
0.122,0,0,-9.6152,0,9.6519,0,0,0,0,0,0.84122,39.431,8.3012,9.8007,85,0,0,0,50710,7905.8,125.33,0.22613,NaN,278.7,NaN,0.0095957,1055727,5.6535,1.4063e-4,0.72366,0.001147,0.55057,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.054069,0
0.124,0,0,-9.6095,0,9.6462,0,0,0,0,0,0.84072,39.431,8.3012,9.8007,85,0,0,0,50708,7904.3,125.33,0.22613,NaN,278.7,NaN,0.0095776,1053734,5.9425,1.4014e-4,0.72387,0.0011474,0.55078,0.053077,0.12001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,0,NaN,13.973,994.72,339.77,2e-3,0.054681,0
