0,0,0,-9.5642,0,9.6007,0,0,0,0,0,0.83675,28.61,-80.6,9.7922,85,0,0,0,51869,9151.1,124.53,0.17122,NaN,279.63,NaN,0.01347,1465461,8,2.6071e-4,0.66836,0.0010594,0.50411,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.030413
2e-3,0,0,-9.2569,0,9.2922,0,0,0,0,0,0.80987,28.61,-80.6,9.7922,85,0,0,0,51869,9151.1,124.53,0.17122,NaN,279.63,NaN,0.013451,1463409,24,2.6003e-4,0.66849,0.0010596,0.50424,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.033023
4e-3,0,0,-8.9495,0,8.9837,0,0,0,0,0,0.78298,28.61,-80.6,9.7922,85,0,0,0,51867,9149.4,124.53,0.17122,NaN,279.63,NaN,0.013432,1461358,40,2.5936e-4,0.66863,0.0010598,0.50438,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.034759
6e-3,0,0,-8.6422,0,8.6752,0,0,0,0,0,0.75609,28.61,-80.6,9.7922,85,0,0,0,51865,9147.7,124.53,0.17121,NaN,279.63,NaN,0.013413,1459307,56,2.5868e-4,0.66877,0.00106,0.50452,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.035502
8e-3,0,0,-8.3348,0,8.3667,0,0,0,0,0,0.7292,28.61,-80.6,9.7922,85,0,0,0,51864,9146,124.53,0.17121,NaN,279.63,NaN,0.013394,1457256,72,2.5801e-4,0.6689,0.0010602,0.50465,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.03645
0.01,0,0,-8.0274,0,8.0581,0,0,0,0,0,0.70231,28.61,-80.6,9.7922,85,0,0,0,51862,9144.3,124.53,0.17121,NaN,279.63,NaN,0.013375,1455204,88,2.5733e-4,0.66904,0.0010605,0.50479,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.037226
0.012,0,0,-7.72,0,7.7495,0,0,0,0,0,0.67542,28.61,-80.6,9.7922,85,0,0,0,51860,9142.6,124.52,0.17121,NaN,279.62,NaN,0.013356,1453153,104,2.5666e-4,0.66917,0.0010607,0.50492,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.038047
0.014,0,0,-7.4126,0,7.4409,0,0,0,0,0,0.64852,28.61,-80.6,9.7922,85,0,0,0,51859,9140.9,124.52,0.1712,NaN,279.62,NaN,0.013338,1451102,120,2.5599e-4,0.66931,0.0010609,0.50506,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.038642
0.016,0,0,-7.1052,0,7.1323,0,0,0,0,0,0.62162,28.61,-80.6,9.7922,85,0,0,0,51857,9139.2,124.52,0.1712,NaN,279.62,NaN,0.013319,1449050,136,2.5532e-4,0.66945,0.0010611,0.5052,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.039257
0.018,0,0,-6.7977,0,6.8237,0,0,0,0,0,0.59472,28.61,-80.6,9.7922,85,0,0,0,51855,9137.5,124.52,0.1712,NaN,279.62,NaN,0.0133,1446999,152,2.5465e-4,0.66958,0.0010613,0.50533,0.044227,0.12002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,15.6,191.13,85,45,NaN,15,1013.2,340.39,2e-3,0.039859
