# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (in),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0,0,0,-5.6763,0,5.7075,0,0,0,0,0,0.5966,28.61,-80.6,9.7922,90,0,0,0,40581,12346,60.972,0.31372,NaN,94.756,NaN,0.014514,1183684,163.58,0,0.58023,0,0.418,0.042206,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.001609
0.01,0,0,61.573,0,61.913,0,0,0,0,0,6.4716,28.61,-80.6,9.7922,90,0,0,0,40581,12346,60.972,0.31372,NaN,94.756,NaN,0.014331,1168788,2907.7,0,0.58127,0,0.41903,0.042206,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.0019588
0.02,0.0030793,0.6159,90.451,0.61929,90.949,3.2365e-4,0,3.2365e-4,0,0.064734,9.5067,28.61,-80.6,9.7922,82.673,0,0,0,40570,12334,60.962,0.31362,NaN,94.746,NaN,0.014265,1163393,4084.9,8.2129e-4,0.58165,0.0028285,0.41941,0.042206,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.942e-5,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.0023019
0.03,0.013763,1.5208,89.063,1.5292,89.554,0.0014465,0,0.0014465,0,0.15985,9.3609,28.61,-80.6,9.7922,72.168,0,0,0,40549,12313,60.944,0.31341,NaN,94.727,NaN,0.014671,1196473,4026.2,0.011015,0.57936,0.035865,0.41712,0.042206,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9611e-4,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.0025951
0.04,0.033426,2.4119,88.815,2.4252,89.305,0.0035132,0,0.0035132,0,0.25351,9.3349,28.61,-80.6,9.7922,62.665,0,0,0,40525,12290,60.923,0.31317,NaN,94.706,NaN,0.015516,1265397,4013.8,0.038772,0.57484,0.11287,0.41261,0.042206,0.12003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.1102e-4,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.0028924
0.05,0.061988,3.3006,89.021,3.3187,89.511,0.0065152,0,0.0065152,0,0.3469,9.3565,28.61,-80.6,9.7922,54.365,0,0,0,40502,12266,60.903,0.31293,NaN,94.685,NaN,0.016734,1364760,4019.9,0.087157,0.56887,0.21812,0.40662,0.042207,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.256e-4,6.2992,201.06,84,0,NaN,15,1013.2,340.39,0.01,0.0031882
0.06,0.099447,4.1912,89.947,4.2143,90.443,0.010452,0,0.010452,0,0.44052,9.4538,28.61,-80.6,9.7922,47.83,0,0,0,40479,12243,60.882,0.31269,NaN,94.664,NaN,0.018442,1504040,4055.4,0.15477,0.56138,0.31892,0.39912,0.042209,0.12004,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.4046e-4,6.2992,201.06,84,0,NaN,14.999,1013.2,340.39,0.01,0.0035044
0.07,0.14586,5.0912,91.05,5.1192,91.551,0.01533,0,0.01533,0,0.5351,9.5697,28.61,-80.6,9.7922,42.408,0,0,0,40455,12220,60.861,0.31245,NaN,94.643,NaN,0.020368,1661117,4098,0.24146,0.55393,0.4079,0.39167,0.04221,0.12005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.565e-4,6.2992,201.06,84,0,NaN,14.999,1013.2,340.39,0.01,0.0037781
0.08,0.20132,6.0022,92.153,6.0352,92.661,0.02116,0,0.02116,0,0.63085,9.6857,28.61,-80.6,9.7922,37.903,0,0,0,40432,12196,60.84,0.31221,NaN,94.622,NaN,0.022471,1832544,4140.5,0.34603,0.54678,0.48029,0.3845,0.042212,0.12007,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.7397e-4,6.2992,201.06,84,0,NaN,14.999,1013.2,340.39,0.01,0.0040485
0.09,0.26596,6.9242,93.091,6.9623,93.603,0.027953,0,0.027953,0,0.72776,9.7842,28.61,-80.6,9.7922,34.146,0,0,0,40408,12173,60.82,0.31197,NaN,94.6,NaN,0.024714,2015530,4176.3,0.46716,0.54003,0.53603,0.37774,0.042214,0.12008,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.9287e-4,6.2992,201.06,84,0,NaN,14.998,1013.2,340.39,0.01,0.0043615
0.1,0.33985,7.8556,93.041,7.8988,93.554,0.03572,0,0.03572,0,0.82565,9.779,28.61,-80.6,9.7922,30.994,0,0,0,40385,12149,60.799,0.31173,NaN,94.579,NaN,0.027071,2207661,4172,0.60348,0.53375,0.57717,0.37143,0.042217,0.1201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001013,6.2992,201.06,84,0,NaN,14.998,1013.2,340.39,0.01,0.004655
0.11,0.42306,8.7864,93.329,8.8348,93.843,0.044466,0,0.044466,0,0.92349,9.8092,28.61,-80.6,9.7922,28.273,0,0,0,40361,12125,60.778,0.31148,NaN,94.557,NaN,0.029471,2403416,4181.4,0.75256,0.52802,0.60727,0.36569,0.04222,0.12011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001133,6.2992,201.06,84,0,NaN,14.997,1013.2,340.39,0.01,0.0049856
0.12,0.5156,9.7202,93.861,9.7738,94.378,0.054191,0,0.054191,0,1.0216,9.8652,28.61,-80.6,9.7922,25.959,0,0,0,40337,12101,60.757,0.31124,NaN,94.535,NaN,0.031936,2604390,4200.7,0.91347,0.52274,0.62774,0.36039,0.042223,0.12013,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0012534,6.2992,201.06,84,0,NaN,14.997,1013.2,340.39,0.01,0.0053967
0.13,0.61749,10.659,94.394,10.718,94.914,0.064901,0,0.064901,0,1.1203,9.9212,28.61,-80.6,9.7922,23.969,0,0,0,40313,12077,60.735,0.31099,NaN,94.514,NaN,0.034459,2810169,4220,1.0858,0.51785,0.64091,0.35547,0.042226,0.12015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0013745,6.2992,201.06,84,0,NaN,14.996,1013.2,340.39,0.01,0.0058001
0.14,0.72881,11.604,94.927,11.668,95.45,0.076601,0,0.076601,0,1.2196,9.9773,28.61,-80.6,9.7922,22.243,0,0,0,40289,12054,60.714,0.31075,NaN,94.492,NaN,0.037033,3020057,4239.3,1.2701,0.51373,0.6491,0.35132,0.04223,0.12018,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0014963,6.2992,201.06,84,0,NaN,14.995,1013.2,340.39,0.01,0.0060836
0.15,0.84959,12.554,95.461,12.623,95.987,0.089296,0,0.089296,0,1.3194,10.033,28.61,-80.6,9.7922,20.734,0,0,0,40265,12030,60.693,0.3105,NaN,94.47,NaN,0.039652,3233524,4258.5,1.4762,0.51375,0.65809,0.35131,0.042234,0.1202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0016188,6.2992,201.06,84,0,NaN,14.994,1013.2,340.39,0.01,0.0063818
0.16,0.9799,13.509,95.994,13.583,96.523,0.10299,0,0.10299,0,1.4198,10.089,28.61,-80.6,9.7922,19.538,0,0,0,40241,12006,60.672,0.31025,NaN,94.448,NaN,0.042343,3452968,4277.8,1.6967,0.51378,0.66329,0.35131,0.042238,0.12023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0017419,6.2992,201.06,84,0,NaN,14.994,1013.1,340.39,0.01,0.0067156
0.17,1.1198,14.469,96.528,14.549,97.06,0.11769,0,0.11769,0,1.5208,10.146,28.61,-80.6,9.7922,18.479,0,0,0,40218,11982,60.65,0.31001,NaN,94.426,NaN,0.045066,3674950,4297.1,1.9307,0.5138,0.66634,0.3513,0.042243,0.12026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0018658,6.2992,201.06,84,0,NaN,14.993,1013.1,340.38,0.01,0.0069953
0.18,1.2693,15.435,96.909,15.52,97.443,0.13341,0,0.13341,0,1.6223,10.186,28.61,-80.6,9.7922,17.535,0,0,0,40194,11958,60.629,0.30976,NaN,94.405,NaN,0.047817,3899264,4310.2,2.1783,0.51383,0.66777,0.35129,0.042247,0.1203,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0019903,6.2992,201.06,84,0,NaN,14.992,1013.1,340.38,0.01,0.0072119
0.19,1.4285,16.404,96.671,16.495,97.203,0.15014,0,0.15014,0,1.7242,10.161,28.61,-80.6,9.7922,16.69,0,0,0,40170,11934,60.607,0.30952,NaN,94.383,NaN,0.050591,4125391,4298.3,2.4387,0.51386,0.66787,0.35128,0.042253,0.12033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0021153,6.2992,201.06,84,0,NaN,14.991,1013.1,340.38,0.01,0.0074151
0.2,1.5974,17.372,96.811,17.467,97.344,0.16789,0,0.16789,0,1.8258,10.175,28.61,-80.6,9.7922,15.936,0,0,0,40146,11910,60.586,0.30927,NaN,94.361,NaN,0.053368,4351762,4301.6,2.7074,0.5139,0.66633,0.35127,0.042261,0.12037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0022401,6.2992,201.06,84,0,NaN,14.99,1013.1,340.38,0.01,0.0076289
0.21,1.7759,18.34,97.167,18.441,97.702,0.18666,0,0.18666,0,1.9276,10.213,28.61,-80.6,9.7922,15.16,0,0,0,40122,11886,60.565,0.30902,NaN,94.339,NaN,0.056131,4577062,4313.7,2.9804,0.51394,0.66309,0.35126,0.04227,0.12041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002365,6.2992,201.06,84,0,NaN,14.988,1013,340.38,0.01,0.0079374
0.22,1.9642,19.312,97.523,19.419,98.06,0.20645,0,0.20645,0,2.0298,10.25,28.61,-80.6,9.7922,14.454,0,0,0,40098,11862,60.543,0.30878,NaN,94.316,NaN,0.058915,4803945,4325.8,3.2622,0.51398,0.65883,0.35125,0.042279,0.12045,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0024903,6.2992,201.06,84,0,NaN,14.987,1013,340.38,0.01,0.0081423
0.23,2.1622,20.288,97.879,20.4,98.419,0.22726,0,0.22726,0,2.1324,10.288,28.61,-80.6,9.7922,13.81,0,0,0,40074,11838,60.522,0.30853,NaN,94.294,NaN,0.061717,5032315,4337.9,3.5533,0.51402,0.65397,0.35123,0.042288,0.1205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0026161,6.2992,201.06,84,0,NaN,14.986,1013,340.38,0.01,0.0083756
0.24,2.37,21.267,98.236,21.385,98.777,0.2491,0,0.2491,0,2.2353,10.325,28.61,-80.6,9.7922,13.219,0,0,0,40050,11814,60.5,0.30828,NaN,94.272,NaN,0.064536,5262090,4349.9,3.8545,0.51406,0.64879,0.35122,0.042297,0.12054,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0027424,6.2992,201.06,84,0,NaN,14.985,1013,340.38,0.01,0.0085662
0.25,2.5876,22.25,98.593,22.373,99.136,0.27197,0,0.27197,0,2.3386,10.363,28.61,-80.6,9.7922,12.676,0,0,0,40026,11791,60.478,0.30804,NaN,94.25,NaN,0.067371,5493205,4362,4.1662,0.51411,0.64348,0.35121,0.042307,0.12059,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0028692,6.2992,201.06,84,0,NaN,14.983,1012.9,340.38,0.01,0.0087191
0.26,2.815,23.237,98.95,23.365,99.495,0.29587,0,0.29587,0,2.4423,10.4,28.61,-80.6,9.7922,12.234,0,0,0,40002,11767,60.457,0.30779,NaN,94.228,NaN,0.070239,5726872,4374.1,4.4955,0.51415,0.63883,0.35119,0.042317,0.12064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0029964,6.2992,201.06,84,0,NaN,14.982,1012.9,340.38,0.01,0.0088679
0.27,3.0523,24.227,99.307,24.36,99.854,0.32081,0,0.32081,0,2.5463,10.438,28.61,-80.6,9.7922,11.825,0,0,0,39978,11743,60.435,0.30754,NaN,94.206,NaN,0.07312,5961682,4386.2,4.8371,0.5142,0.63429,0.35118,0.042328,0.1207,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003124,6.2992,201.06,84,0,NaN,14.98,1012.9,340.38,0.01,0.0090163
0.28,3.2996,25.22,99.664,25.359,100.21,0.3468,0,0.3468,0,2.6508,10.475,28.61,-80.6,9.7922,11.446,0,0,0,39954,11719,60.414,0.3073,NaN,94.184,NaN,0.076015,6197603,4398.3,5.1914,0.51425,0.62989,0.35116,0.042338,0.12075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0032521,6.2992,201.06,84,0,NaN,14.979,1012.9,340.38,0.01,0.0091823
0.29,3.5567,26.217,100.02,26.362,100.57,0.37383,0,0.37383,0,2.7556,10.513,28.61,-80.6,9.7922,11.093,0,0,0,39930,11695,60.392,0.30705,NaN,94.161,NaN,0.078924,6434605,4410.3,5.5585,0.51431,0.62566,0.35115,0.04235,0.12081,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0033807,6.2992,201.06,84,0,NaN,14.977,1012.8,340.37,0.01,0.0093304
0.3,3.8239,27.218,100.37,27.368,100.92,0.40191,0,0.40191,0,2.8607,10.549,28.61,-80.6,9.7922,10.763,0,0,0,39907,11671,60.37,0.3068,NaN,94.139,NaN,0.081846,6672666,4422.2,5.9388,0.51436,0.62161,0.35113,0.042361,0.12087,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035098,6.2992,201.06,84,0,NaN,14.975,1012.8,340.37,0.01,0.009555
0.31,4.1011,28.222,100.72,28.378,101.27,0.43105,0,0.43105,0,2.9663,10.586,28.61,-80.6,9.7922,10.326,0,0,0,39883,11647,60.348,0.30656,NaN,94.117,NaN,0.084745,6908898,4433.7,6.3102,0.51442,0.61607,0.35112,0.042373,0.12093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036392,6.2992,201.06,84,0,NaN,14.973,1012.8,340.37,0.01,0.0098181
0.32,4.3884,29.23,101.06,29.391,101.62,0.46124,0,0.46124,0,3.0722,10.622,28.61,-80.6,9.7922,9.9171,0,0,0,39859,11623,60.327,0.30631,NaN,94.094,NaN,0.08766,7146308,4445.3,6.6934,0.51448,0.61077,0.3511,0.042385,0.121,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037692,6.2992,201.06,84,0,NaN,14.971,1012.7,340.37,0.01,0.010072
0.33,4.6857,30.241,101.41,30.408,101.97,0.49249,0,0.49249,0,3.1785,10.658,28.61,-80.6,9.7922,9.5332,0,0,0,39835,11599,60.305,0.30606,NaN,94.072,NaN,0.090588,7384865,4456.9,7.0888,0.51454,0.60573,0.35108,0.042398,0.12107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038996,6.2992,201.06,84,0,NaN,14.97,1012.7,340.37,0.01,0.010223
0.34,4.9932,31.256,101.56,31.428,102.24,0.52481,0,0.52481,0,3.2851,11.719,28.61,-80.6,9.7922,9.1723,0,0,0,39811,11575,60.283,0.30581,92.63,94.05,-0.22535,0.093531,7624538,4462.1,7.4967,0.51461,0.60094,0.35106,0.042411,0.12114,2.1564,-0.48604,-2.6702e-4,0,0,0,0,0,0.0040304,6.2992,201.06,84,0,NaN,14.968,1012.7,340.37,0.015,0.010398
0.355,5.4735,32.779,101.08,32.961,101.75,0.5754,-7.6407e-5,0.5754,-0.0076082,3.4606,11.667,28.61,-80.6,9.7922,8.6359,0,-3.2293e-5,3.9171e-8,39781,11545,60.256,0.30551,93.058,94.022,-0.15292,0.097951,7984549,4442.7,8.1235,0.51471,0.59377,0.35103,0.042431,0.12125,1.9895,-0.30393,4.4492e-4,0,0,0,0,-3.3331e-7,0.0042278,6.2992,201.06,84,-8.8593e-4,NaN,14.964,1012.6,340.37,0.0225,0.0106
0.3775,6.2366,35.055,101.33,35.253,102,0.65622,-4.7994e-4,0.65622,-0.041905,3.7229,11.69,28.61,-80.6,9.7922,7.8683,0,-5.7078e-5,2.5235e-7,39736,11500,60.215,0.30505,93.706,93.98,-0.043483,0.10456,8522482,4451.1,9.1034,0.51532,0.58401,0.35098,0.042913,0.12142,1.7594,-0.076435,-1.0545e-4,0,0,0,0,-9.1387e-7,0.0045228,6.2992,201.06,84,-0.0045309,NaN,14.959,1012.5,340.36,0.03375,0.010761
0.41125,7.4775,38.481,101.75,38.701,102.43,0.78851,-0.0017421,0.78852,-0.12659,4.1175,11.73,28.61,-80.6,9.7922,7.0201,0,-4.3579e-5,6.7499e-7,39669,11434,60.154,0.30436,94.473,93.917,0.088336,0.11456,9337204,4461.6,10.741,0.51657,0.57402,0.35091,0.043953,0.12171,1.517,0.13382,2.245e-4,0,0,0,0,-4.4373e-7,0.0049668,6.2992,201.06,84,-0.010894,NaN,14.951,1012.4,340.36,0.05,0.011043
0.46125,9.529,43.581,102.23,43.834,102.91,1.009,-0.0051417,1.009,-0.29196,4.7044,11.775,28.61,-80.6,9.7921,6.2239,0,5.6798e-5,6.7942e-7,39571,11335,60.063,0.30335,95.25,93.824,0.22645,0.12955,10556848,4470.6,13.534,0.51848,0.56576,0.35078,0.045517,0.12218,1.3009,0.29422,2.5319e-4,0,0,0,0,5.8946e-7,0.0056279,6.2992,201.06,84,-0.010894,NaN,14.938,1012.1,340.35,0.05,0.011204
0.51125,11.836,48.704,102.06,48.991,102.73,1.2589,-0.010489,1.259,-0.47734,5.2935,11.746,28.61,-80.6,9.7921,5.2983,0,2.7366e-4,-1.2291e-6,39453,11218,59.955,0.30214,96.226,93.713,0.39909,0.14456,11777637,4453.6,16.571,0.52044,0.55649,0.35063,0.047092,0.12272,1.0638,0.42451,4.5256e-4,0,0,0,0,1.099e-5,0.0062922,6.2992,201.06,84,0.015828,NaN,14.923,1011.9,340.34,0.05,0.011356
0.56125,14.399,53.819,100.07,54.139,100.73,1.5382,-0.017859,1.5383,-0.66519,5.8813,11.531,28.61,-80.6,9.7921,4.94,0,5.9255e-4,-5.2542e-6,39337,11102,59.847,0.30095,96.632,93.602,0.48102,0.15967,13005530,4365.3,20.137,0.52247,0.55449,0.35047,0.048685,0.12331,0.97614,0.46929,3.3767e-4,0,0,0,0,4.2241e-5,0.0069555,6.2992,201.06,84,0.089004,NaN,14.906,1011.6,340.33,0.05,0.011506
0.61125,17.215,58.833,98.372,59.186,99.024,1.8465,-0.027424,1.8467,-0.85089,6.4581,11.345,28.61,-80.6,9.7921,4.5321,0,0.0010114,-1.3148e-5,39224,10988,59.741,0.29979,97.11,93.493,0.57419,0.17446,14206797,4289.7,23.929,0.52451,0.5521,0.3503,0.050253,0.12396,0.87913,0.50484,-4.6218e-4,0,0,0,0,1.0309e-4,0.0076061,6.2992,201.06,83.999,0.22548,NaN,14.888,1011.2,340.32,0.05,0.011712
0.66125,20.28,63.762,86.44,64.147,87.027,2.1834,-0.039298,2.1838,-1.0311,7.0255,10.085,28.61,-80.6,9.7921,4.1916,0,0.0015345,-2.5608e-5,39114,10878,59.637,0.29867,97.525,93.387,0.65701,0.18901,15387501,3812.5,28.003,0.52656,0.55064,0.35011,0.051803,0.12464,0.80042,0.52617,6.8652e-5,0,0,0,0,2.022e-4,0.0082458,6.2992,201.06,83.998,0.44284,NaN,14.868,1010.9,340.31,0.05,0.011875
0.71125,23.576,68.092,26.27,68.507,26.55,2.547,-0.05356,2.5476,-1.2047,7.5295,3.8437,28.61,-80.6,9.7921,3.9171,0,0.0021577,-4.3466e-5,39012,10777,59.542,0.29766,97.871,93.289,0.72746,0.2018,16424026,1446.1,31.858,0.5284,0.54977,0.34994,0.053173,0.12529,0.73849,0.53679,-4.2527e-4,0,0,0,0,3.5072e-4,0.0088083,6.2992,201.06,83.996,0.75862,NaN,14.847,1010.5,340.3,0.05,0.012026
0.76125,27.014,69.407,9.5149,69.835,9.7591,2.9278,-0.070305,2.9286,-1.3756,7.7165,2.1696,28.61,-80.6,9.7921,3.6312,0,0.002839,-7.8775e-5,38946,10710,59.48,0.29705,98.236,93.225,0.7956,0.20566,16733189,788.58,32.944,0.52897,0.54759,0.34988,0.053587,0.1255,0.67528,0.53706,-4.3764e-4,0,0,0,0,5.8466e-4,0.0089823,6.2992,201.06,83.992,1.1869,NaN,14.824,1010.1,340.28,0.05,0.012186
0.81125,30.496,69.883,10.741,70.319,10.973,3.3156,-0.08949,3.3168,-1.5461,7.8149,2.2432,28.61,-80.6,9.7921,3.4202,0,0.0035296,-1.2497e-4,38915,10680,59.454,0.29687,98.511,93.196,0.84375,0.20706,16841742,836.25,33.274,0.52917,0.54586,0.34986,0.053737,0.12557,0.62955,0.53017,-1.0839e-4,0,0,0,0,8.9157e-4,0.0090478,6.2992,201.06,83.987,1.7322,NaN,14.802,1009.7,340.27,0.05,0.012361
0.86125,34.004,70.42,12.019,70.864,12.247,3.7084,-0.11099,3.71,-1.7144,7.9195,2.353,28.61,-80.6,9.7921,3.4208,0,0.0042296,-1.5788e-4,38895,10659,59.438,0.29681,98.512,93.178,0.84667,0.20869,16969085,886.25,33.802,0.52941,0.54612,0.34984,0.053912,0.12566,0.6297,0.5322,4.7197e-5,0,0,0,0,0.0012605,0.0091211,6.2992,201.06,83.979,2.3947,NaN,14.779,1009.3,340.25,0.05,0.012512
0.91125,37.54,71.022,13.298,71.474,13.522,4.1064,-0.13473,4.1086,-1.8792,8.0305,2.4469,28.61,-80.6,9.7921,3.2777,0,0.0049333,-2.173e-4,38875,10639,59.421,0.29675,98.702,93.16,0.87979,0.21048,17109238,936.25,34.307,0.52968,0.54512,0.34981,0.054105,0.12576,0.59916,0.52593,-3.9691e-5,0,0,0,0,0.001686,0.0092024,6.2992,201.06,83.969,3.1744,NaN,14.756,1008.8,340.24,0.05,0.012861
0.96125,41.108,71.687,14.543,72.148,14.766,4.51,-0.16056,4.5129,-2.0389,8.1479,2.5561,28.61,-80.6,9.7921,3.2822,0,0.0056512,-2.5475e-4,38854,10619,59.405,0.29669,98.697,93.142,0.88193,0.21249,17267695,984.98,34.975,0.52997,0.54546,0.34978,0.054322,0.12587,0.60013,0.52693,3.9331e-4,0,0,0,0,0.0021708,0.0092919,6.2992,201.06,83.955,4.0706,NaN,14.733,1008.4,340.23,0.05,0.013499
1.0113,44.71,72.414,14.928,72.885,15.145,4.9196,-0.18837,4.9232,-2.1928,8.2714,2.5601,28.61,-80.6,9.792,3.0608,0,0.0063677,-3.5307e-4,38832,10596,59.387,0.29663,98.997,93.122,0.93275,0.21464,17436908,1e3,35.569,0.53029,0.54391,0.34975,0.054553,0.12599,0.55356,0.5136,1.7215e-4,0,0,0,0,0.0027013,0.0093891,6.2992,201.06,83.936,5.0824,NaN,14.709,1008,340.21,0.05,0.013665
1.0613,48.349,73.161,14.931,73.641,15.147,5.3352,-0.21793,5.3397,-2.3391,8.3968,2.5468,28.61,-80.6,9.792,3.0419,0,0.0070952,-3.9886e-4,38799,10563,59.36,0.29653,99.025,93.092,0.94174,0.2169,17614826,1e3,36.319,0.53063,0.54409,0.34971,0.054797,0.12612,0.54964,0.51471,-2.4256e-4,0,0,0,0,0.0032846,0.0094885,6.2992,201.06,83.912,6.2067,NaN,14.686,1007.6,340.2,0.05,0.013819
1.1113,52.026,73.908,14.94,74.398,15.153,5.7571,-0.2491,5.7624,-2.4776,8.5219,2.5315,28.61,-80.6,9.792,2.9829,0,0.0078361,-4.5972e-4,38758,10522,59.327,0.29641,99.107,93.056,0.96059,0.21916,17792230,1e3,37.053,0.53096,0.54396,0.34968,0.05504,0.12624,0.53743,0.51266,-3.0559e-5,0,0,0,0,0.0039248,0.0095878,6.2992,201.06,83.883,7.4414,NaN,14.662,1007.1,340.18,0.05,0.014003
1.1613,55.74,74.656,14.948,75.155,15.159,6.185,-0.28175,6.1914,-2.6082,8.6468,2.5181,28.61,-80.6,9.792,2.926,0,0.0085908,-5.2056e-4,38717,10482,59.294,0.29629,99.187,93.019,0.97909,0.22142,1.797e7,1e3,37.797,0.5313,0.54384,0.34965,0.055284,0.12637,0.5257,0.50961,-1.6674e-4,0,0,0,0,0.0046217,0.009687,6.2992,201.06,83.846,8.7836,NaN,14.638,1006.7,340.17,0.05,0.014165
1.2113,59.492,75.404,14.957,75.912,15.164,6.6192,-0.31569,6.6267,-2.7306,8.7716,2.5026,28.61,-80.6,9.792,2.7917,0,0.0093477,-6.254e-4,38676,10441,59.261,0.29617,99.375,92.983,1.0148,0.22366,18146347,1e3,38.5,0.53164,0.54313,0.34961,0.055527,0.1265,0.49821,0.5007,-1.4159e-4,0,0,0,0,0.0053631,0.009786,6.2992,201.06,83.801,10.229,NaN,14.613,1006.3,340.15,0.05,0.014321
1.2613,63.281,76.152,14.965,76.67,15.17,7.0595,-0.35068,7.0682,-2.8438,8.8961,2.4886,28.61,-80.6,9.792,2.5578,0,0.010093,-8.1707e-4,38636,10400,59.228,0.29605,99.709,92.946,1.0736,0.22589,18320810,1e3,39.151,0.53198,0.54173,0.34958,0.055768,0.12663,0.45109,0.47795,2.4452e-4,0,0,0,0,0.00613,0.0098846,6.2992,201.06,83.747,11.769,NaN,14.589,1005.8,340.14,0.05,0.014471
1.3113,67.107,76.901,14.973,77.428,15.178,7.506,-0.38632,7.5159,-2.9463,9.0203,2.4846,28.61,-80.6,9.792,2.0962,0,0.010748,-0.0013117,38595,10359,59.194,0.29594,100.39,92.909,1.1876,0.22806,18490721,1e3,39.688,0.5323,0.53899,0.34954,0.056003,0.12676,0.36095,0.42206,-1.7808e-4,0,0,0,0,0.0068212,0.0099825,6.2992,201.06,83.683,13.391,NaN,14.564,1005.4,340.12,0.05,0.01462
1.3613,70.971,77.65,14.978,78.187,15.185,7.9587,-0.42205,7.9699,-3.0356,9.1442,2.5007,28.61,-80.6,9.792,1.7965,0,0.011322,-0.0017889,38554,10319,59.161,0.29582,100.85,92.872,1.2667,0.23028,18664207,1e3,40.343,0.53264,0.53762,0.3495,0.056243,0.12689,0.30449,0.37876,5.987e-4,0,0,0,0,0.0074241,0.01008,6.2992,201.06,83.609,15.074,NaN,14.539,1004.9,340.11,0.05,0.014769
1.4113,74.872,78.4,14.982,78.946,15.194,8.4176,-0.45741,8.43,-3.1104,9.2681,2.5292,28.61,-80.6,9.7919,1.5737,0,0.011827,-0.0022651,38514,10278,59.128,0.2957,101.2,92.835,1.3286,0.23252,18839319,1e3,41.053,0.53298,0.53684,0.34947,0.056485,0.12703,0.26357,0.34202,4.7346e-4,0,0,0,0,0.0079469,0.010176,6.2992,201.06,83.523,16.8,NaN,14.513,1004.5,340.09,0.05,0.014917
