# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
15.451,759.3,-3.1695,-9.5396,89.915,0.04023,237.43,211.39,1.5143
15.501,759.13,-3.6458,-9.5116,90.238,0.040517,237,211.39,1.4888
15.551,758.93,-4.1207,-9.4824,90.561,0.040805,236.63,211.39,1.4672
15.601,758.72,-4.5943,-9.4648,90.882,0.041093,236.97,211.39,1.4875
15.651,758.47,-5.0668,-9.4337,91.202,0.041381,236.72,211.39,1.4727
15.701,758.21,-5.5376,-9.397,91.522,0.04167,236.33,211.39,1.4499
15.751,757.92,-6.0067,-9.3644,91.84,0.041959,236.25,211.39,1.4452
15.801,757.61,-6.4737,-9.3153,92.158,0.042249,235.58,211.39,1.4063
15.851,757.27,-6.9377,-9.2456,92.474,0.042538,234.31,211.39,1.3329
15.901,756.92,-7.3983,-9.1756,92.788,0.042828,233.3,211.39,1.2737
15.951,756.53,-7.856,-9.1324,93.101,0.043118,233.31,211.39,1.2745
16.001,756.13,-8.3113,-9.0796,93.412,0.043407,233.12,211.39,1.2634
16.051,755.7,-8.7636,-9.0103,93.721,0.043696,232.56,211.39,1.2307
16.101,755.25,-9.2115,-8.9066,94.028,0.043985,231.25,211.39,1.1547
16.151,754.78,-9.6553,-8.8458,94.332,0.044273,231.18,211.39,1.1506
16.201,754.29,-10.096,-8.7767,94.634,0.044561,230.99,211.39,1.1396
16.251,753.77,-10.533,-8.6948,94.933,0.044847,230.61,211.39,1.1172
16.301,753.23,-10.965,-8.6021,95.23,0.045133,230.09,211.39,1.0874
16.351,752.68,-11.394,-8.5334,95.522,0.045417,230.14,211.39,1.0901
16.401,752.1,-11.818,-8.4599,95.812,0.045701,230.14,211.39,1.0903
16.451,751.49,-12.239,-8.3763,96.097,0.045982,230,211.39,1.0821
16.501,750.87,-12.657,-8.3152,96.379,0.046262,230.3,211.39,1.0995
16.551,750.23,-13.07,-8.2302,96.656,0.04654,230.2,211.39,1.0937
16.601,749.56,-13.481,-8.1916,96.929,0.046815,230.9,211.39,1.1345
16.651,748.88,-13.89,-8.1645,97.196,0.047088,231.8,211.39,1.1868
16.701,748.18,-14.297,-8.1196,97.459,0.047359,232.37,211.39,1.2198
16.751,747.45,-14.701,-8.0473,97.716,0.047627,232.43,211.39,1.2232
16.801,746.71,-15.103,-8.0346,97.968,0.047892,233.46,211.39,1.2834
16.851,745.94,-15.504,-8.0235,98.213,0.048153,234.51,211.39,1.3439
16.901,745.16,-15.906,-8.0838,98.452,0.048411,236.82,211.39,1.4785
16.951,744.35,-16.312,-8.1359,98.685,0.048666,238.99,211.39,1.6045
17.001,743.52,-16.72,-8.1978,98.911,0.048917,241.34,211.39,1.7413
17.051,742.68,-17.132,-8.2681,99.131,0.049165,243.88,211.39,1.889
17.101,741.81,-17.547,-8.3647,99.344,0.049409,247.11,211.39,2.077
17.151,740.92,-17.968,-8.4694,99.551,0.04965,250.73,211.39,2.2872
17.201,740.01,-18.394,-8.5617,99.751,0.049888,254.14,211.39,2.4855
17.251,739.08,-18.825,-8.6587,99.945,0.050122,257.88,211.39,2.7032
17.301,738.13,-19.26,-8.7556,100.13,0.050353,261.87,211.39,2.9351
17.351,737.16,-19.7,-8.8489,100.32,0.050581,266.02,211.39,3.1763
17.401,736.16,-20.145,-8.943,100.49,0.050805,270.67,211.39,3.4463
17.451,735.14,-20.594,-9.0127,100.67,0.051028,274.22,211.39,3.6531
17.501,734.1,-21.046,-9.0912,100.83,0.051247,278.87,211.39,3.9231
17.551,733.04,-21.503,-9.1543,100.99,0.051464,282.84,211.39,4.1539
17.601,731.95,-21.962,-9.2135,101.15,0.051679,287.06,211.39,4.3996
17.651,730.84,-22.424,-9.2639,101.31,0.051891,290.97,211.39,4.6269
17.701,729.71,-22.888,-9.3108,101.45,0.052101,295.18,211.39,4.8717
17.751,728.55,-23.355,-9.3464,101.6,0.05231,298.26,211.39,5.0505
17.801,727.37,-23.823,-9.3851,101.74,0.052517,302.1,211.39,5.2741
17.851,726.17,-24.293,-9.4176,101.88,0.052723,304.87,211.39,5.435
17.901,724.94,-24.765,-9.449,102.02,0.052927,307.51,211.39,5.5885
17.951,723.69,-25.238,-9.4758,102.15,0.053129,309.58,211.39,5.7086
18.001,722.42,-25.712,-9.4972,102.28,0.05333,311,211.39,5.7916
18.051,721.12,-26.188,-9.5184,102.41,0.053531,312.58,211.39,5.883
18.101,719.8,-26.664,-9.5333,102.53,0.053729,313.43,211.39,5.9328
18.151,718.46,-27.141,-9.5469,102.65,0.053927,314.33,211.39,5.9849
18.491,709.05,-27.777,-0.54629,103.39,0.055217,NaN,NaN,NaN
18.844,699.22,-27.947,-0.48156,103.97,0.05642,NaN,NaN,NaN
19.253,687.76,-28.103,-0.38256,104.46,0.057653,NaN,NaN,NaN
19.735,674.18,-28.242,-0.28655,104.79,0.058908,NaN,NaN,NaN
20.235,660.03,-28.347,-0.21173,104.95,0.060006,NaN,NaN,NaN
20.735,645.84,-28.409,-0.12266,104.93,0.060921,NaN,NaN,NaN
21.235,631.62,-28.447,-0.07673,104.76,0.06168,NaN,NaN,NaN
21.735,617.4,-28.47,-0.045171,104.46,0.062304,NaN,NaN,NaN
22.235,603.16,-28.477,-0.015094,104.07,0.06281,NaN,NaN,NaN
22.735,588.92,-28.477,4.0356e-4,103.57,0.063215,NaN,NaN,NaN
23.235,574.68,-28.47,0.014333,102.99,0.063533,NaN,NaN,NaN
23.735,560.45,-28.46,0.020644,102.31,0.063776,NaN,NaN,NaN
24.235,546.22,-28.448,0.023787,101.57,0.063954,NaN,NaN,NaN
24.735,532,-28.434,0.027916,100.78,0.064075,NaN,NaN,NaN
25.235,517.79,-28.418,0.031418,99.948,0.064147,NaN,NaN,NaN
25.735,503.59,-28.402,0.032643,99.085,0.064178,NaN,NaN,NaN
26.235,489.39,-28.385,0.034213,98.206,0.064174,NaN,NaN,NaN
26.735,475.2,-28.367,0.035966,97.323,0.064139,NaN,NaN,NaN
26.737,475.16,-27.867,301.33,97.32,0.064139,NaN,NaN,NaN
26.739,475.11,-27.367,290.46,97.317,0.064139,NaN,NaN,NaN
26.741,475.06,-26.867,279.79,97.314,0.064139,NaN,NaN,NaN
26.742,475.01,-26.367,269.3,97.311,0.064139,NaN,NaN,NaN
26.744,474.96,-25.867,259.01,97.307,0.064139,NaN,NaN,NaN
26.746,474.91,-25.367,248.91,97.304,0.064138,NaN,NaN,NaN
26.748,474.86,-24.867,239.01,97.3,0.064138,NaN,NaN,NaN
26.751,474.8,-24.367,229.3,97.296,0.064138,NaN,NaN,NaN
26.753,474.75,-23.867,219.78,97.292,0.064138,NaN,NaN,NaN
26.755,474.69,-23.367,210.46,97.288,0.064138,NaN,NaN,NaN
26.758,474.63,-22.867,201.33,97.283,0.064137,NaN,NaN,NaN
26.76,474.57,-22.367,192.39,97.279,0.064137,NaN,NaN,NaN
26.763,474.51,-21.867,183.65,97.274,0.064137,NaN,NaN,NaN
26.766,474.45,-21.367,175.1,97.269,0.064137,NaN,NaN,NaN
26.769,474.39,-20.867,166.74,97.263,0.064137,NaN,NaN,NaN
26.772,474.32,-20.367,158.58,97.258,0.064136,NaN,NaN,NaN
26.775,474.26,-19.867,150.6,97.252,0.064136,NaN,NaN,NaN
26.779,474.19,-19.367,142.83,97.245,0.064136,NaN,NaN,NaN
26.783,474.12,-18.867,135.24,97.239,0.064136,NaN,NaN,NaN
26.787,474.05,-18.367,127.85,97.232,0.064135,NaN,NaN,NaN
26.791,473.97,-17.867,120.65,97.224,0.064135,NaN,NaN,NaN
26.795,473.89,-17.367,113.65,97.216,0.064135,NaN,NaN,NaN
26.8,473.81,-16.867,106.84,97.208,0.064135,NaN,NaN,NaN
26.805,473.73,-16.367,100.22,97.199,0.064134,NaN,NaN,NaN
26.81,473.64,-15.867,93.796,97.189,0.064134,NaN,NaN,NaN
26.816,473.56,-15.367,87.565,97.179,0.064134,NaN,NaN,NaN
26.822,473.46,-14.867,81.527,97.168,0.064133,NaN,NaN,NaN
26.828,473.37,-14.367,75.683,97.155,0.064133,NaN,NaN,NaN
26.836,473.26,-13.867,70.032,97.142,0.064132,NaN,NaN,NaN
26.843,473.16,-13.367,64.575,97.128,0.064132,NaN,NaN,NaN
26.852,473.05,-12.867,59.311,97.113,0.064132,NaN,NaN,NaN
26.861,472.93,-12.367,54.24,97.096,0.064131,NaN,NaN,NaN
26.871,472.81,-11.867,49.361,97.077,0.064131,NaN,NaN,NaN
26.882,472.68,-11.367,44.675,97.056,0.06413,NaN,NaN,NaN
26.895,472.54,-10.867,40.182,97.033,0.064129,NaN,NaN,NaN
26.909,472.39,-10.367,35.883,97.007,0.064129,NaN,NaN,NaN
26.924,472.23,-9.8671,31.778,96.977,0.064128,NaN,NaN,NaN
26.942,472.06,-9.3672,27.868,96.943,0.064127,NaN,NaN,NaN
26.963,471.87,-8.8673,24.152,96.904,0.064126,NaN,NaN,NaN
26.987,471.66,-8.3676,20.628,96.857,0.064125,NaN,NaN,NaN
27.016,471.43,-7.8678,17.296,96.801,0.064124,NaN,NaN,NaN
27.052,471.16,-7.3681,14.157,96.733,0.064123,NaN,NaN,NaN
27.096,470.84,-6.8683,11.211,96.645,0.064121,NaN,NaN,NaN
27.155,470.45,-6.3687,8.4603,96.528,0.064118,NaN,NaN,NaN
27.24,469.94,-5.8693,5.9021,96.359,0.064114,NaN,NaN,NaN
27.379,469.15,-5.3753,3.5475,96.073,0.064107,NaN,NaN,NaN
27.736,467.32,-4.8791,1.3892,95.315,0.064086,NaN,NaN,NaN
28.236,464.81,-5.1502,-0.54232,94.343,0.06405,NaN,NaN,NaN
28.736,462.3,-4.9091,0.48218,93.428,0.064015,NaN,NaN,NaN
29.236,459.79,-5.1394,-0.46055,92.47,0.063982,NaN,NaN,NaN
29.736,457.27,-4.9202,0.43831,91.527,0.063948,NaN,NaN,NaN
30.236,454.76,-5.1242,-0.40797,90.556,0.063914,NaN,NaN,NaN
30.736,452.25,-4.9325,0.38339,89.56,0.06388,NaN,NaN,NaN
31.236,449.74,-5.0995,-0.33401,88.49,0.063844,NaN,NaN,NaN
31.736,447.22,-4.954,0.29114,87.349,0.063806,NaN,NaN,NaN
32.236,444.71,-5.0911,-0.27422,86.244,0.063765,NaN,NaN,NaN
32.736,442.2,-4.9603,0.26147,85.16,0.063725,NaN,NaN,NaN
33.236,439.69,-5.0804,-0.24021,84.122,0.063686,NaN,NaN,NaN
33.736,437.18,-4.9641,0.23277,83.074,0.063649,NaN,NaN,NaN
34.236,434.67,-5.0774,-0.22675,81.977,0.063611,NaN,NaN,NaN
34.736,432.16,-4.9671,0.22073,80.916,0.063572,NaN,NaN,NaN
35.236,429.65,-5.0656,-0.19715,79.949,0.063534,NaN,NaN,NaN
35.736,427.14,-4.97,0.19137,78.976,0.0635,NaN,NaN,NaN
36.236,424.63,-5.0638,-0.1877,77.888,0.063465,NaN,NaN,NaN
36.736,422.12,-4.9722,0.18319,76.81,0.063426,NaN,NaN,NaN
37.236,419.62,-5.0584,-0.17244,75.837,0.063387,NaN,NaN,NaN
37.736,417.11,-4.9781,0.1606,74.884,0.063352,NaN,NaN,NaN
38.236,414.6,-5.0516,-0.14685,73.856,0.063318,NaN,NaN,NaN
38.736,412.09,-4.9829,0.13724,72.807,0.063282,NaN,NaN,NaN
39.236,409.59,-5.0382,-0.1106,71.705,0.063244,NaN,NaN,NaN
39.736,407.08,-4.9936,0.089296,70.546,0.063205,NaN,NaN,NaN
40.236,404.57,-5.0206,-0.054078,69.312,0.063163,NaN,NaN,NaN
40.736,402.07,-4.9957,0.049785,68.071,0.063119,NaN,NaN,NaN
41.236,399.56,-5.03,-0.068589,66.946,0.063075,NaN,NaN,NaN
41.736,397.06,-4.9926,0.074785,65.899,0.063035,NaN,NaN,NaN
42.236,394.55,-5.03,-0.074629,64.938,0.062997,NaN,NaN,NaN
42.736,392.05,-4.9911,0.077655,64.059,0.062963,NaN,NaN,NaN
43.236,389.54,-5.0284,-0.074617,63.19,0.062931,NaN,NaN,NaN
43.736,387.04,-4.9939,0.068993,62.281,0.0629,NaN,NaN,NaN
44.236,384.53,-5.0204,-0.052957,61.426,0.062868,NaN,NaN,NaN
44.736,382.03,-4.9899,0.061014,60.553,0.062837,NaN,NaN,NaN
45.236,379.53,-5.0249,-0.069934,59.566,0.062806,NaN,NaN,NaN
45.736,377.02,-4.9915,0.066821,58.518,0.062771,NaN,NaN,NaN
46.236,374.52,-5.0225,-0.062145,57.424,0.062734,NaN,NaN,NaN
46.736,372.01,-4.9923,0.060452,56.314,0.062694,NaN,NaN,NaN
47.236,369.51,-5.0121,-0.039559,55.277,0.062655,NaN,NaN,NaN
47.736,367.01,-4.9998,0.024561,54.299,0.062618,NaN,NaN,NaN
48.236,364.51,-5.0081,-0.016561,53.274,0.062583,NaN,NaN,NaN
48.736,362.01,-4.9939,0.028432,52.143,0.062546,NaN,NaN,NaN
49.236,359.51,-5.0054,-0.023038,51.015,0.062506,NaN,NaN,NaN
49.736,357.01,-5.0013,0.0081714,49.971,0.062466,NaN,NaN,NaN
50.236,354.51,-4.9908,0.021056,48.85,0.062429,NaN,NaN,NaN
50.659,352.4,-4.98,0.025544,47.929,0.062395,NaN,NaN,NaN
51.159,349.9,-5.0192,-0.07846,46.922,0.062357,NaN,NaN,NaN
51.659,347.4,-4.9683,0.10172,45.773,0.062321,NaN,NaN,NaN
52.159,344.9,-5.031,-0.1253,44.533,0.06228,NaN,NaN,NaN
52.659,342.41,-4.9471,0.16785,43.418,0.062236,NaN,NaN,NaN
53.159,339.91,-5.0481,-0.20201,42.444,0.062196,NaN,NaN,NaN
53.659,337.41,-4.9501,0.19596,41.469,0.062161,NaN,NaN,NaN
54.159,334.91,-5.0433,-0.18644,40.459,0.062127,NaN,NaN,NaN
54.659,332.41,-4.9468,0.19299,39.375,0.062091,NaN,NaN,NaN
55.159,329.92,-5.0399,-0.18609,38.176,0.062052,NaN,NaN,NaN
55.659,327.42,-4.9355,0.20867,37.033,0.06201,NaN,NaN,NaN
56.159,324.93,-5.0404,-0.20984,36.084,0.061969,NaN,NaN,NaN
56.659,322.43,-4.9465,0.18786,35.273,0.061935,NaN,NaN,NaN
57.159,319.94,-5.036,-0.17897,34.466,0.061906,NaN,NaN,NaN
57.659,317.44,-4.9474,0.17725,33.552,0.061877,NaN,NaN,NaN
58.159,314.95,-5.0368,-0.17881,32.584,0.061845,NaN,NaN,NaN
58.659,312.45,-4.9497,0.17417,31.616,0.06181,NaN,NaN,NaN
59.159,309.95,-5.0317,-0.16393,30.622,0.061776,NaN,NaN,NaN
59.659,307.46,-4.9521,0.15904,29.597,0.06174,NaN,NaN,NaN
60.159,304.97,-5.0133,-0.12222,28.654,0.061704,NaN,NaN,NaN
60.659,302.47,-4.9672,0.092115,27.827,0.06167,NaN,NaN,NaN
61.159,299.98,-4.9998,-0.065194,26.937,0.061641,NaN,NaN,NaN
61.659,297.48,-4.978,0.043567,25.983,0.061609,NaN,NaN,NaN
62.159,294.99,-4.9979,-0.039695,25.03,0.061575,NaN,NaN,NaN
62.659,292.5,-4.9716,0.05251,23.997,0.061542,NaN,NaN,NaN
63.159,290.01,-5.0017,-0.060193,22.917,0.061505,NaN,NaN,NaN
63.659,287.51,-4.971,0.061345,21.876,0.061466,NaN,NaN,NaN
64.159,285.02,-4.9961,-0.050099,20.809,0.061429,NaN,NaN,NaN
64.659,282.53,-4.966,0.060192,19.765,0.061392,NaN,NaN,NaN
65.159,280.04,-5.0028,-0.073552,18.79,0.061354,NaN,NaN,NaN
65.659,277.55,-4.9558,0.093815,17.73,0.06132,NaN,NaN,NaN
66.159,275.06,-5.0069,-0.1022,16.633,0.061282,NaN,NaN,NaN
66.659,272.57,-4.9473,0.11921,15.669,0.061243,NaN,NaN,NaN
67.159,270.08,-4.9998,-0.10498,14.693,0.061209,NaN,NaN,NaN
67.659,267.59,-4.9616,0.076371,13.658,0.061174,NaN,NaN,NaN
68.159,265.1,-4.9999,-0.076549,12.66,0.061138,NaN,NaN,NaN
68.659,262.61,-4.9618,0.0763,11.662,0.061102,NaN,NaN,NaN
69.159,260.12,-4.9948,-0.066058,10.629,0.061067,NaN,NaN,NaN
69.659,257.63,-4.9642,0.061123,9.5665,0.06103,NaN,NaN,NaN
70.159,255.14,-4.9928,-0.057026,8.5097,0.060992,NaN,NaN,NaN
70.659,252.65,-4.9639,0.057788,7.4369,0.060955,NaN,NaN,NaN
71.159,250.17,-4.9795,-0.031197,6.4365,0.060917,NaN,NaN,NaN
71.659,247.68,-4.9568,0.045283,5.4147,0.060881,NaN,NaN,NaN
72.159,245.2,-4.9797,-0.045706,4.3859,0.060845,NaN,NaN,NaN
72.624,242.89,-4.9457,0.073165,3.4049,0.060811,NaN,NaN,NaN
73.124,240.41,-5.0031,-0.11495,2.2063,0.060773,NaN,NaN,NaN
73.624,237.92,-4.9409,0.12442,1.0505,0.060731,NaN,NaN,NaN
74.124,235.43,-5.0037,-0.12559,-0.0079377,0.06069,NaN,NaN,NaN
74.624,232.95,-4.9434,0.12071,-1.0492,0.060652,NaN,NaN,NaN
75.124,230.46,-4.9945,-0.10228,-2.0454,0.060615,NaN,NaN,NaN
75.624,227.98,-4.9495,0.090038,-3.0041,0.06058,NaN,NaN,NaN
76.124,225.49,-4.9931,-0.087239,-3.9891,0.060546,NaN,NaN,NaN
76.624,223.01,-4.9406,0.10494,-5.0482,0.060511,NaN,NaN,NaN
77.039,220.95,-4.9588,-0.043752,-5.8853,0.06048,NaN,NaN,NaN
77.539,218.47,-4.9802,-0.042768,-6.7901,0.060445,NaN,NaN,NaN
78.039,215.98,-4.9589,0.042523,-7.722,0.060413,NaN,NaN,NaN
78.539,213.5,-4.9743,-0.030851,-8.6098,0.06038,NaN,NaN,NaN
79.039,211.02,-4.9498,0.049038,-9.5354,0.060349,NaN,NaN,NaN
79.539,208.54,-4.9847,-0.0697,-10.537,0.060316,NaN,NaN,NaN
80.039,206.05,-4.9493,0.070725,-11.507,0.06028,NaN,NaN,NaN
80.539,203.57,-4.9828,-0.067,-12.445,0.060246,NaN,NaN,NaN
81.039,201.09,-4.9494,0.066927,-13.374,0.060213,NaN,NaN,NaN
81.539,198.61,-4.9681,-0.037559,-14.397,0.06018,NaN,NaN,NaN
82.039,196.13,-4.9603,0.015689,-15.534,0.060144,NaN,NaN,NaN
82.539,193.64,-4.9656,-0.010709,-16.659,0.060104,NaN,NaN,NaN
83.039,191.16,-4.9543,0.022673,-17.681,0.060064,NaN,NaN,NaN
83.539,188.68,-4.9672,-0.025824,-18.586,0.060027,NaN,NaN,NaN
84.039,186.2,-4.9535,0.027407,-19.492,0.059995,NaN,NaN,NaN
84.539,183.72,-4.9685,-0.030038,-20.419,0.059963,NaN,NaN,NaN
85.039,181.24,-4.9507,0.035746,-21.365,0.059931,NaN,NaN,NaN
85.539,178.76,-4.9694,-0.037476,-22.378,0.059897,NaN,NaN,NaN
86.039,176.28,-4.9478,0.043114,-23.372,0.059861,NaN,NaN,NaN
86.458,174.21,-4.9369,0.026123,-24.273,0.059832,NaN,NaN,NaN
86.958,171.74,-4.9736,-0.07347,-25.409,0.059794,NaN,NaN,NaN
87.458,169.26,-4.9428,0.061631,-26.501,0.059753,NaN,NaN,NaN
87.958,166.78,-4.9698,-0.054044,-27.573,0.059715,NaN,NaN,NaN
88.458,164.3,-4.9409,0.057967,-28.655,0.059677,NaN,NaN,NaN
88.958,161.83,-4.958,-0.034269,-29.695,0.059639,NaN,NaN,NaN
89.458,159.35,-4.9468,0.022372,-30.709,0.059602,NaN,NaN,NaN
89.958,156.87,-4.963,-0.032372,-31.767,0.059566,NaN,NaN,NaN
90.458,154.4,-4.9469,0.032216,-32.8,0.059529,NaN,NaN,NaN
90.958,151.92,-4.9613,-0.028915,-33.838,0.059492,NaN,NaN,NaN
91.458,149.44,-4.9426,0.037538,-34.932,0.059456,NaN,NaN,NaN
91.808,147.72,-4.9215,0.060118,-35.644,0.059429,NaN,NaN,NaN
92.308,145.24,-4.9818,-0.12047,-36.563,0.059394,NaN,NaN,NaN
92.808,142.76,-4.923,0.11755,-37.508,0.059361,NaN,NaN,NaN
93.308,140.29,-4.9787,-0.11148,-38.435,0.059328,NaN,NaN,NaN
93.808,137.81,-4.9226,0.11226,-39.369,0.059295,NaN,NaN,NaN
94.308,135.34,-4.977,-0.10876,-40.312,0.059262,NaN,NaN,NaN
94.808,132.86,-4.9231,0.10781,-41.242,0.059229,NaN,NaN,NaN
95.308,130.39,-4.9727,-0.099235,-42.209,0.059196,NaN,NaN,NaN
95.808,127.92,-4.9218,0.10169,-43.255,0.059162,NaN,NaN,NaN
96.308,125.44,-4.9734,-0.10314,-44.355,0.059125,NaN,NaN,NaN
96.808,122.97,-4.9204,0.10596,-45.434,0.059086,NaN,NaN,NaN
97.308,120.5,-4.9707,-0.10054,-46.448,0.059048,NaN,NaN,NaN
97.808,118.02,-4.922,0.097471,-47.442,0.059012,NaN,NaN,NaN
98.308,115.55,-4.9656,-0.087348,-48.407,0.058977,NaN,NaN,NaN
98.808,113.08,-4.9242,0.082801,-49.304,0.058943,NaN,NaN,NaN
99.308,110.61,-4.9645,-0.080486,-50.18,0.058911,NaN,NaN,NaN
99.808,108.13,-4.9237,0.081532,-51.068,0.058881,NaN,NaN,NaN
100.31,105.66,-4.9606,-0.073686,-52.003,0.058849,NaN,NaN,NaN
100.81,103.19,-4.925,0.071153,-52.957,0.058816,NaN,NaN,NaN
101.31,100.72,-4.9572,-0.064431,-53.928,0.058783,NaN,NaN,NaN
101.81,98.251,-4.9265,0.061452,-54.937,0.058748,NaN,NaN,NaN
102.31,95.781,-4.9511,-0.049313,-55.895,0.058713,NaN,NaN,NaN
102.81,93.311,-4.9302,0.041879,-56.803,0.058679,NaN,NaN,NaN
103.31,90.842,-4.9459,-0.031403,-57.758,0.058647,NaN,NaN,NaN
103.81,88.373,-4.931,0.029815,-58.797,0.058614,NaN,NaN,NaN
104.31,85.904,-4.9465,-0.030966,-59.879,0.058577,NaN,NaN,NaN
104.81,83.435,-4.9272,0.038569,-60.925,0.058539,NaN,NaN,NaN
105.31,80.967,-4.9447,-0.034982,-61.973,0.058502,NaN,NaN,NaN
105.81,78.499,-4.9297,0.029976,-63.064,0.058465,NaN,NaN,NaN
106.31,76.032,-4.936,-0.012678,-64.087,0.058427,NaN,NaN,NaN
106.81,73.565,-4.9313,0.0094366,-65.097,0.058391,NaN,NaN,NaN
107.31,71.098,-4.9389,-0.015216,-66.177,0.058355,NaN,NaN,NaN
107.81,68.631,-4.9299,0.017995,-67.252,0.058317,NaN,NaN,NaN
108.31,66.164,-4.9377,-0.01559,-68.281,0.058279,NaN,NaN,NaN
108.81,63.697,-4.9286,0.018264,-69.314,0.058243,NaN,NaN,NaN
109.31,61.231,-4.9359,-0.014548,-70.34,0.058207,NaN,NaN,NaN
109.81,58.765,-4.9279,0.015984,-71.304,0.058171,NaN,NaN,NaN
110.31,56.303,-4.9198,0.01605,-72.338,0.058137,NaN,NaN,NaN
110.81,53.837,-4.9427,-0.045692,-73.48,0.058101,NaN,NaN,NaN
111.31,51.376,-4.9027,0.079986,-74.53,0.05806,NaN,NaN,NaN
111.81,48.914,-4.946,-0.086665,-75.561,0.058024,NaN,NaN,NaN
112.31,46.45,-4.9087,0.074563,-76.621,0.057987,NaN,NaN,NaN
112.81,43.989,-4.9351,-0.052785,-77.718,0.05795,NaN,NaN,NaN
113.31,41.527,-4.912,0.04624,-78.829,0.057912,NaN,NaN,NaN
113.81,39.064,-4.9436,-0.063146,-79.851,0.057873,NaN,NaN,NaN
114.31,36.6,-4.9107,0.065677,-80.842,0.057837,NaN,NaN,NaN
114.78,34.268,-4.9144,-0.0077914,-81.881,0.057804,NaN,NaN,NaN
115.28,31.805,-4.938,-0.047155,-83.097,0.057765,NaN,NaN,NaN
115.78,29.344,-4.9037,0.068603,-84.23,0.057723,NaN,NaN,NaN
116.28,26.882,-4.9463,-0.085238,-85.288,0.057683,NaN,NaN,NaN
116.78,24.42,-4.9011,0.090481,-86.384,0.057646,NaN,NaN,NaN
117.28,21.958,-4.9465,-0.090716,-87.503,0.057607,NaN,NaN,NaN
117.78,19.498,-4.8947,0.10353,-88.55,0.057568,NaN,NaN,NaN
118.28,17.036,-4.9506,-0.11187,-89.544,0.057531,NaN,NaN,NaN
118.78,14.577,-4.8859,0.12937,-90.618,0.057496,NaN,NaN,NaN
119.28,12.116,-4.9566,-0.14128,-91.748,0.057458,NaN,NaN,NaN
119.78,9.6561,-4.8849,0.14343,-92.833,0.057419,NaN,NaN,NaN
120.28,7.1965,-4.9533,-0.13677,-93.851,0.057381,NaN,NaN,NaN
120.78,4.7366,-4.8863,0.13397,-94.804,0.057345,NaN,NaN,NaN
121.28,2.2776,-4.95,-0.12743,-95.773,0.057312,NaN,NaN,NaN
121.78,-0.18187,-4.8878,0.12429,-96.793,0.057278,NaN,NaN,NaN
