# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
15.945,2269.1,59.428,-11.364,103.38,0.047384,258.06,196.94,3.5533
15.995,2272,58.861,-11.334,103.63,0.047646,258,196.94,3.5498
16.045,2275,58.295,-11.304,103.88,0.047908,258.01,196.94,3.5505
16.095,2277.9,57.73,-11.274,104.13,0.04817,258.03,196.94,3.5516
16.145,2280.7,57.167,-11.246,104.38,0.048433,257.82,196.94,3.5397
16.195,2283.6,56.606,-11.219,104.63,0.048695,257.61,196.94,3.5271
16.245,2286.4,56.046,-11.19,104.88,0.048958,257.57,196.94,3.5253
16.295,2289.2,55.487,-11.162,105.12,0.049221,257.52,196.94,3.522
16.345,2292,54.929,-11.136,105.37,0.049485,257.33,196.94,3.511
16.395,2294.7,54.373,-11.109,105.62,0.049749,257.21,196.94,3.5041
16.445,2297.4,53.819,-11.08,105.87,0.050014,257.5,196.94,3.5208
16.495,2300.1,53.265,-11.052,106.12,0.050279,257.68,196.94,3.5314
16.545,2302.7,52.713,-11.026,106.36,0.050545,257.66,196.94,3.5303
16.595,2305.3,52.163,-11.002,106.61,0.050812,257.3,196.94,3.5096
16.645,2307.9,51.613,-10.975,106.86,0.051079,257.52,196.94,3.522
16.695,2310.5,51.065,-10.948,107.1,0.051347,257.79,196.94,3.5376
16.745,2313,50.518,-10.919,107.35,0.051616,258.52,196.94,3.5802
16.795,2315.6,49.973,-10.892,107.6,0.051885,258.85,196.94,3.5992
16.845,2318,49.429,-10.867,107.84,0.052155,258.88,196.94,3.601
16.895,2320.5,48.886,-10.842,108.09,0.052426,258.68,196.94,3.5895
16.945,2322.9,48.345,-10.819,108.33,0.052698,258.61,196.94,3.5852
16.995,2325.3,47.805,-10.796,108.58,0.05297,258.65,196.94,3.5877
17.045,2327.7,47.265,-10.773,108.82,0.053243,258.59,196.94,3.5843
17.095,2330.1,46.727,-10.75,109.06,0.053517,258.49,196.94,3.5786
17.145,2332.4,46.19,-10.727,109.31,0.053791,258.26,196.94,3.5652
17.195,2334.7,45.655,-10.706,109.55,0.054067,258.42,196.94,3.5742
17.245,2336.9,45.12,-10.682,109.79,0.054343,257.93,196.94,3.546
17.295,2339.2,44.586,-10.658,110.03,0.054619,257.18,196.94,3.5024
17.345,2341.4,44.054,-10.637,110.28,0.054897,257.09,196.94,3.4969
17.395,2343.6,43.523,-10.616,110.52,0.055174,257.07,196.94,3.4961
17.445,2345.8,42.992,-10.597,110.76,0.055453,257.23,196.94,3.5054
17.495,2347.9,42.463,-10.576,111,0.055732,256.99,196.94,3.4913
17.545,2350,41.935,-10.555,111.24,0.056012,256.51,196.94,3.4634
17.595,2352.1,41.407,-10.535,111.47,0.056292,256.4,196.94,3.4567
17.645,2354.1,40.881,-10.519,111.71,0.056573,257.17,196.94,3.5016
17.695,2356.2,40.356,-10.5,111.95,0.056855,257.01,196.94,3.4926
17.745,2358.2,39.831,-10.479,112.19,0.057137,256.27,196.94,3.4493
17.795,2360.2,39.308,-10.459,112.42,0.05742,255.81,196.94,3.423
17.845,2362.1,38.785,-10.442,112.66,0.057703,255.82,196.94,3.4235
17.895,2364,38.264,-10.425,112.9,0.057986,256.14,196.94,3.4419
17.945,2365.9,37.743,-10.411,113.13,0.05827,256.9,196.94,3.4859
17.995,2367.8,37.222,-10.396,113.37,0.058555,257.53,196.94,3.5229
18.045,2369.7,36.703,-10.377,113.6,0.05884,256.94,196.94,3.4884
18.095,2371.5,36.185,-10.362,113.84,0.059125,257.37,196.94,3.5134
18.145,2373.3,35.667,-10.346,114.07,0.059411,257.25,196.94,3.5066
18.195,2375,35.15,-10.328,114.3,0.059697,256.83,196.94,3.4822
18.245,2376.8,34.634,-10.311,114.54,0.059984,256.4,196.94,3.4569
18.295,2378.5,34.119,-10.294,114.77,0.060271,255.84,196.94,3.4242
18.345,2380.2,33.605,-10.279,115,0.060559,255.72,196.94,3.4176
18.395,2381.9,33.091,-10.262,115.23,0.060847,254.93,196.94,3.3717
18.445,2383.5,32.578,-10.248,115.46,0.061135,255.18,196.94,3.3858
18.495,2385.1,32.066,-10.235,115.7,0.061424,255.77,196.94,3.4204
18.545,2386.7,31.555,-10.222,115.93,0.061714,256.07,196.94,3.4377
18.595,2388.3,31.044,-10.208,116.16,0.062003,255.72,196.94,3.4176
18.645,2389.8,30.534,-10.194,116.39,0.062293,255.52,196.94,3.4061
18.695,2391.3,30.025,-10.179,116.62,0.062584,255.09,196.94,3.3806
18.745,2392.8,29.516,-10.169,116.84,0.062875,255.99,196.94,3.4331
18.795,2394.3,29.008,-10.155,117.07,0.063166,255.78,196.94,3.4209
18.845,2395.7,28.501,-10.142,117.3,0.063457,255.59,196.94,3.4096
18.895,2397.1,27.994,-10.129,117.53,0.06375,255.48,196.94,3.4036
18.945,2398.5,27.488,-10.114,117.76,0.064042,254.33,196.94,3.3367
18.995,2399.9,26.982,-10.102,117.98,0.064335,254.02,196.94,3.3185
19.045,2401.2,26.477,-10.094,118.21,0.064628,255.52,196.94,3.4057
19.095,2402.5,25.973,-10.082,118.44,0.064922,255.38,196.94,3.3977
19.145,2403.8,25.469,-10.07,118.66,0.065216,254.76,196.94,3.3615
19.195,2405.1,24.966,-10.059,118.89,0.065511,254.67,196.94,3.3567
19.245,2406.3,24.463,-10.048,119.11,0.065806,254.82,196.94,3.3652
19.295,2407.5,23.961,-10.04,119.34,0.066101,255.66,196.94,3.4137
19.345,2408.7,23.459,-10.029,119.56,0.066397,255.6,196.94,3.4103
19.395,2409.9,22.958,-10.018,119.79,0.066693,255.13,196.94,3.383
19.445,2411,22.457,-10.01,120.01,0.06699,255.79,196.94,3.4217
19.495,2412.1,21.957,-9.9986,120.24,0.067287,254.98,196.94,3.3742
19.545,2413.2,21.458,-9.988,120.46,0.067585,254.37,196.94,3.3392
19.595,2414.3,20.958,-9.9767,120.69,0.067883,253.27,196.94,3.2749
19.645,2415.3,20.46,-9.9675,120.91,0.068181,253.08,196.94,3.2639
19.695,2416.3,19.962,-9.9552,121.13,0.06848,251.27,196.94,3.1585
19.745,2417.3,19.464,-9.9441,121.35,0.06878,249.9,196.94,3.0789
19.795,2418.3,18.967,-9.9324,121.58,0.069079,248.2,196.94,2.9801
19.845,2419.2,18.471,-9.9217,121.8,0.069379,246.81,196.94,2.8997
19.895,2420.1,17.975,-9.9129,122.02,0.06968,246.21,196.94,2.8643
19.945,2421,17.48,-9.906,122.24,0.069981,246.31,196.94,2.8706
19.995,2421.9,16.985,-9.8992,122.46,0.070282,246.37,196.94,2.8736
20.045,2422.7,16.49,-9.8922,122.68,0.070584,246.23,196.94,2.866
20.095,2423.5,15.995,-9.8836,122.9,0.070886,245.24,196.94,2.8084
20.145,2424.3,15.501,-9.8744,123.12,0.071189,243.88,196.94,2.7288
20.195,2425.1,15.008,-9.8647,123.34,0.071492,242.29,196.94,2.6364
20.245,2425.8,14.515,-9.8562,123.56,0.071795,241.11,196.94,2.5682
20.295,2426.5,14.022,-9.8498,123.78,0.072099,240.63,196.94,2.5402
20.345,2427.2,13.53,-9.8428,124,0.072403,239.86,196.94,2.4954
20.395,2427.9,13.038,-9.8346,124.21,0.072708,238.55,196.94,2.4193
20.445,2428.5,12.547,-9.8276,124.43,0.073013,237.6,196.94,2.3641
20.495,2429.1,12.055,-9.8206,124.65,0.073318,236.61,196.94,2.3065
20.545,2429.7,11.564,-9.817,124.86,0.073623,236.56,196.94,2.3035
20.595,2430.3,11.074,-9.8117,125.08,0.073929,235.91,196.94,2.2656
20.645,2430.8,10.583,-9.8076,125.29,0.074235,235.54,196.94,2.2439
20.695,2431.3,10.093,-9.8012,125.51,0.074542,234.34,196.94,2.1746
20.745,2431.8,9.6031,-9.7926,125.72,0.074849,232.47,196.94,2.0659
20.795,2432.3,9.1136,-9.7864,125.94,0.075156,231.29,196.94,1.9969
20.845,2432.7,8.6244,-9.7847,126.15,0.075463,231.1,196.94,1.9862
20.895,2433.2,8.1352,-9.7801,126.36,0.075771,230.14,196.94,1.9301
20.945,2433.5,7.6464,-9.7728,126.57,0.076079,228.46,196.94,1.8326
20.995,2433.9,7.158,-9.7648,126.79,0.076387,226.73,196.94,1.7322
21.045,2434.3,6.67,-9.7545,127,0.076695,224.73,196.94,1.6158
21.095,2434.6,6.1825,-9.7422,127.21,0.077004,222.68,196.94,1.4967
21.145,2434.9,5.6957,-9.7336,127.42,0.077313,221.02,196.94,1.4001
21.195,2435.2,5.2093,-9.7215,127.63,0.077622,218.96,196.94,1.2805
21.245,2435.4,4.7236,-9.7065,127.84,0.077931,217.05,196.94,1.1694
21.295,2435.6,4.2384,-9.7006,128.05,0.07824,215.91,196.94,1.103
21.345,2435.8,3.7536,-9.6918,128.26,0.07855,214.7,196.94,1.0323
21.395,2436,3.2693,-9.6818,128.47,0.078859,213.56,196.94,0.96622
21.445,2436.2,2.7854,-9.6706,128.67,0.079169,212.52,196.94,0.90602
21.495,2436.3,2.3025,-9.6467,128.88,0.079479,211.47,196.94,0.84491
21.545,2436.4,1.8203,-9.6437,129.09,0.079789,210.86,196.94,0.80957
21.595,2436.5,1.3339,-9.7437,129.29,0.080099,246.87,196.94,2.9031
21.645,2436.5,0.84679,-9.74,129.5,0.080409,247.42,196.94,2.9347
21.695,2436.5,0.35998,-9.7323,129.7,0.08072,247.29,196.94,2.9274
21.745,2436.6,-0.12652,-9.7281,129.91,0.081032,247.94,196.94,2.9654
21.795,2436.5,-0.61271,-9.7187,130.11,0.081343,247.76,196.94,2.9546
21.845,2436.5,-1.0984,-9.7096,130.32,0.081656,247.79,196.94,2.9562
21.895,2436.4,-1.5838,-9.7061,130.52,0.081968,248.83,196.94,3.0171
21.945,2436.3,-2.069,-9.7038,130.72,0.082281,250.19,196.94,3.0961
21.995,2436.2,-2.5541,-9.6957,130.93,0.082595,250.66,196.94,3.1235
22.045,2436.1,-3.0386,-9.6863,131.13,0.082909,251.07,196.94,3.1473
22.095,2435.9,-3.5226,-9.6743,131.33,0.083223,251.22,196.94,3.1557
22.145,2435.7,-4.006,-9.662,131.53,0.083537,251.47,196.94,3.1703
22.195,2435.5,-4.4887,-9.6424,131.74,0.083852,250.9,196.94,3.1374
22.245,2435.3,-4.9704,-9.6279,131.94,0.084167,251.24,196.94,3.1568
22.295,2435,-5.4514,-9.6103,132.14,0.084482,251.37,196.94,3.1644
22.345,2434.7,-5.9313,-9.5844,132.34,0.084797,250.74,196.94,3.1278
22.395,2434.4,-6.4098,-9.5561,132.54,0.085112,250.14,196.94,3.0933
22.445,2434.1,-6.8869,-9.5284,132.74,0.085427,249.87,196.94,3.0772
22.495,2433.7,-7.3625,-9.4927,132.93,0.085741,249.12,196.94,3.034
22.545,2433.4,-7.8362,-9.4572,133.13,0.086055,248.66,196.94,3.0072
22.595,2432.9,-8.3079,-9.4084,133.33,0.086369,247.47,196.94,2.9378
22.645,2432.5,-8.7772,-9.3613,133.52,0.086683,246.72,196.94,2.8941
22.695,2432.1,-9.244,-9.3114,133.71,0.086995,246.06,196.94,2.8556
22.745,2431.6,-9.7079,-9.2424,133.9,0.087307,244.58,196.94,2.7699
22.795,2431.1,-10.169,-9.1953,134.09,0.087617,244.54,196.94,2.7677
22.845,2430.6,-10.627,-9.1436,134.28,0.087927,244.44,196.94,2.7614
22.895,2430,-11.083,-9.075,134.47,0.088235,243.71,196.94,2.7194
22.945,2429.5,-11.535,-9.0021,134.65,0.088541,243.02,196.94,2.6792
22.995,2428.9,-11.983,-8.9248,134.83,0.088846,242.36,196.94,2.6406
23.045,2428.3,-12.427,-8.8358,135.01,0.089148,241.47,196.94,2.5888
23.095,2427.6,-12.866,-8.7335,135.19,0.089448,240.35,196.94,2.5238
23.145,2427,-13.301,-8.6385,135.36,0.089745,239.67,196.94,2.4845
23.195,2426.3,-13.73,-8.5421,135.53,0.09004,239.11,196.94,2.4518
23.245,2425.6,-14.154,-8.4294,135.7,0.090331,238.26,196.94,2.4021
23.295,2424.9,-14.573,-8.3199,135.86,0.090618,237.63,196.94,2.3659
23.345,2424.2,-14.987,-8.2186,136.02,0.090902,237.32,196.94,2.3474
23.395,2423.4,-15.395,-8.117,136.17,0.091182,237.06,196.94,2.3329
23.445,2422.6,-15.798,-7.9942,136.32,0.091457,236.44,196.94,2.2967
23.495,2421.8,-16.196,-7.9312,136.47,0.091727,237,196.94,2.329
23.545,2421,-16.591,-7.8784,136.61,0.091992,237.72,196.94,2.3708
23.595,2420.2,-16.984,-7.8416,136.74,0.092252,238.72,196.94,2.4293
23.645,2419.3,-17.375,-7.7914,136.87,0.092506,239.42,196.94,2.4699
23.695,2418.4,-17.763,-7.7335,136.99,0.092755,239.93,196.94,2.4994
23.745,2417.5,-18.149,-7.7185,137.11,0.092998,241.24,196.94,2.5756
23.795,2416.6,-18.534,-7.6777,137.22,0.093235,242,196.94,2.6196
23.845,2415.7,-18.918,-7.6655,137.32,0.093466,243.27,196.94,2.6939
23.895,2414.7,-19.301,-7.6692,137.42,0.093691,244.83,196.94,2.7846
23.945,2413.7,-19.684,-7.6499,137.51,0.09391,245.88,196.94,2.8452
23.995,2412.7,-20.066,-7.6447,137.59,0.094123,247.16,196.94,2.9197
24.045,2411.7,-20.448,-7.6252,137.67,0.094329,248.08,196.94,2.9734
24.095,2410.7,-20.83,-7.6639,137.74,0.094528,250.2,196.94,3.0966
24.145,2409.7,-21.214,-7.6989,137.81,0.094721,252.23,196.94,3.2148
24.195,2408.6,-21.6,-7.7162,137.86,0.094907,253.84,196.94,3.3079
24.245,2407.5,-21.986,-7.7213,137.91,0.095086,255.1,196.94,3.3815
24.295,2406.4,-22.372,-7.7427,137.96,0.095258,256.7,196.94,3.4745
24.345,2405.3,-22.76,-7.7696,138,0.095424,258.4,196.94,3.5732
24.395,2404.1,-23.149,-7.8042,138.03,0.095583,260.26,196.94,3.6814
24.445,2402.9,-23.541,-7.8667,138.05,0.095735,262.85,196.94,3.832
24.495,2401.8,-23.935,-7.9045,138.07,0.09588,264.79,196.94,3.9447
24.545,2400.5,-24.332,-7.9498,138.08,0.096018,266.94,196.94,4.0698
24.595,2399.3,-24.73,-7.9989,138.08,0.096149,269.22,196.94,4.2025
24.645,2398.1,-25.131,-8.0261,138.07,0.096274,270.85,196.94,4.2971
24.695,2396.8,-25.533,-8.0751,138.06,0.096392,273.17,196.94,4.4321
24.745,2395.5,-25.938,-8.0997,138.05,0.096503,274.73,196.94,4.5226
25.081,2386.6,-26.826,-1.6844,137.85,0.097159,NaN,NaN,NaN
25.428,2377.2,-27.306,-1.3827,137.6,0.097757,NaN,NaN,NaN
25.864,2365.2,-27.773,-1.0713,137.21,0.098408,NaN,NaN,NaN
26.364,2351.2,-28.154,-0.76311,136.67,0.099028,NaN,NaN,NaN
26.864,2337.1,-28.406,-0.50376,136.07,0.099528,NaN,NaN,NaN
27.364,2322.8,-28.568,-0.32343,135.4,0.099924,NaN,NaN,NaN
27.864,2308.5,-28.669,-0.20189,134.68,0.10023,NaN,NaN,NaN
28.364,2294.2,-28.729,-0.12098,133.9,0.10046,NaN,NaN,NaN
28.864,2279.8,-28.763,-0.067057,133.1,0.10062,NaN,NaN,NaN
29.364,2265.4,-28.778,-0.030774,132.27,0.10073,NaN,NaN,NaN
29.864,2251,-28.781,-0.0049615,131.42,0.10079,NaN,NaN,NaN
30.364,2236.6,-28.775,0.011263,130.54,0.10081,NaN,NaN,NaN
30.864,2222.3,-28.765,0.020279,129.63,0.1008,NaN,NaN,NaN
31.364,2207.9,-28.751,0.027411,128.71,0.10076,NaN,NaN,NaN
31.864,2193.5,-28.735,0.03241,127.78,0.10069,NaN,NaN,NaN
32.364,2179.1,-28.717,0.035618,126.85,0.1006,NaN,NaN,NaN
32.864,2164.8,-28.699,0.037192,125.94,0.10049,NaN,NaN,NaN
33.364,2150.4,-28.679,0.038518,125.03,0.10037,NaN,NaN,NaN
33.864,2136.1,-28.66,0.039472,124.11,0.10024,NaN,NaN,NaN
34.364,2121.8,-28.64,0.039748,123.18,0.1001,NaN,NaN,NaN
34.864,2107.5,-28.62,0.040112,122.26,0.099955,NaN,NaN,NaN
35.364,2093.2,-28.6,0.04019,121.34,0.099799,NaN,NaN,NaN
35.864,2078.9,-28.58,0.040219,120.41,0.099638,NaN,NaN,NaN
36.364,2064.6,-28.56,0.040214,119.49,0.099472,NaN,NaN,NaN
36.864,2050.3,-28.539,0.040161,118.57,0.099303,NaN,NaN,NaN
37.364,2036,-28.519,0.040293,117.64,0.09913,NaN,NaN,NaN
37.864,2021.8,-28.499,0.040431,116.69,0.098955,NaN,NaN,NaN
38.364,2007.5,-28.479,0.040246,115.71,0.098777,NaN,NaN,NaN
38.864,1993.3,-28.458,0.04093,114.71,0.098596,NaN,NaN,NaN
39.364,1979.1,-28.439,0.039309,113.68,0.09841,NaN,NaN,NaN
39.864,1964.9,-28.419,0.040149,112.66,0.098221,NaN,NaN,NaN
40.364,1950.7,-28.398,0.040995,111.63,0.098029,NaN,NaN,NaN
40.864,1936.5,-28.378,0.040937,110.59,0.097834,NaN,NaN,NaN
41.364,1922.3,-28.357,0.041016,109.53,0.097637,NaN,NaN,NaN
41.864,1908.1,-28.337,0.041459,108.46,0.097437,NaN,NaN,NaN
42.364,1894,-28.316,0.041105,107.37,0.097234,NaN,NaN,NaN
42.864,1879.8,-28.295,0.041012,106.28,0.097028,NaN,NaN,NaN
43.364,1865.7,-28.275,0.040747,105.19,0.09682,NaN,NaN,NaN
43.864,1851.5,-28.255,0.040714,104.1,0.09661,NaN,NaN,NaN
44.364,1837.4,-28.234,0.04093,103.04,0.096398,NaN,NaN,NaN
44.864,1823.3,-28.214,0.040521,101.97,0.096186,NaN,NaN,NaN
45.364,1809.2,-28.194,0.040201,100.89,0.095974,NaN,NaN,NaN
45.864,1795.1,-28.174,0.040499,99.825,0.095761,NaN,NaN,NaN
46.364,1781,-28.153,0.040487,98.754,0.095548,NaN,NaN,NaN
46.864,1766.9,-28.134,0.039747,97.661,0.095335,NaN,NaN,NaN
47.364,1752.9,-28.114,0.039511,96.563,0.095121,NaN,NaN,NaN
47.864,1738.8,-28.094,0.039781,95.477,0.094905,NaN,NaN,NaN
48.364,1724.8,-28.074,0.039325,94.4,0.09469,NaN,NaN,NaN
48.864,1710.8,-28.055,0.039285,93.318,0.094475,NaN,NaN,NaN
49.364,1696.7,-28.035,0.039231,92.23,0.094259,NaN,NaN,NaN
49.864,1682.7,-28.015,0.039197,91.133,0.094044,NaN,NaN,NaN
50.364,1668.7,-27.996,0.039128,90.038,0.093827,NaN,NaN,NaN
50.864,1654.7,-27.976,0.039335,88.965,0.093611,NaN,NaN,NaN
51.364,1640.7,-27.957,0.038438,87.908,0.093395,NaN,NaN,NaN
51.864,1626.8,-27.938,0.038437,86.856,0.09318,NaN,NaN,NaN
52.364,1612.8,-27.919,0.038345,85.809,0.092966,NaN,NaN,NaN
52.864,1598.8,-27.899,0.038395,84.771,0.092753,NaN,NaN,NaN
53.364,1584.9,-27.88,0.038241,83.746,0.092542,NaN,NaN,NaN
53.864,1571,-27.861,0.037972,82.728,0.092331,NaN,NaN,NaN
54.364,1557,-27.842,0.037886,81.71,0.092123,NaN,NaN,NaN
54.864,1543.1,-27.823,0.038173,80.706,0.091915,NaN,NaN,NaN
55.364,1529.2,-27.804,0.039211,79.737,0.09171,NaN,NaN,NaN
55.864,1515.3,-27.785,0.036851,78.79,0.091506,NaN,NaN,NaN
56.364,1501.4,-27.766,0.037395,77.832,0.091306,NaN,NaN,NaN
56.864,1487.6,-27.748,0.037101,76.855,0.091107,NaN,NaN,NaN
57.364,1473.7,-27.729,0.038467,75.855,0.09091,NaN,NaN,NaN
57.864,1459.8,-27.71,0.03802,74.831,0.090713,NaN,NaN,NaN
58.364,1446,-27.691,0.038252,73.804,0.090514,NaN,NaN,NaN
58.864,1432.1,-27.671,0.038882,72.77,0.090316,NaN,NaN,NaN
59.364,1418.3,-27.652,0.03848,71.731,0.090116,NaN,NaN,NaN
59.864,1404.5,-27.632,0.039441,70.714,0.089915,NaN,NaN,NaN
