# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
17.181,1301.3,-4.3931,-9.7187,64.512,0.036996,264.31,208.42,3.2499
17.231,1301,-4.8787,-9.7064,64.66,0.037188,264.1,208.42,3.2374
17.281,1300.8,-5.3637,-9.6918,64.807,0.03738,263.69,208.42,3.2134
17.331,1300.5,-5.8479,-9.6773,64.954,0.037573,263.67,208.42,3.2121
17.381,1300.2,-6.3314,-9.6623,65.1,0.037765,263.83,208.42,3.2215
17.431,1299.9,-6.814,-9.6439,65.246,0.037958,263.61,208.42,3.2089
17.481,1299.5,-7.2957,-9.621,65.391,0.03815,262.91,208.42,3.1683
17.531,1299.1,-7.7761,-9.5981,65.535,0.038343,262.56,208.42,3.148
17.581,1298.7,-8.2555,-9.5743,65.679,0.038535,262.4,208.42,3.1388
17.631,1298.3,-8.7335,-9.543,65.821,0.038727,261.48,208.42,3.0852
17.681,1297.9,-9.2098,-9.5152,65.963,0.038919,261.38,208.42,3.0791
17.731,1297.4,-9.685,-9.4902,66.103,0.039111,261.84,208.42,3.1061
17.781,1296.9,-10.159,-9.4544,66.242,0.039302,261.25,208.42,3.0716
17.831,1296.4,-10.63,-9.4137,66.38,0.039492,260.45,208.42,3.0253
17.881,1295.8,-11.1,-9.3656,66.516,0.039682,259.27,208.42,2.9564
17.931,1295.3,-11.567,-9.319,66.651,0.039871,258.55,208.42,2.9145
17.981,1294.7,-12.032,-9.2756,66.784,0.040059,258.32,208.42,2.9014
18.031,1294.1,-12.494,-9.2093,66.915,0.040246,256.65,208.42,2.804
18.081,1293.4,-12.953,-9.1372,67.043,0.040431,254.98,208.42,2.7073
18.131,1292.8,-13.408,-9.0679,67.169,0.040615,253.83,208.42,2.6404
18.181,1292.1,-13.86,-9.0072,67.292,0.040797,253.35,208.42,2.6125
18.231,1291.4,-14.308,-8.9387,67.413,0.040978,252.62,208.42,2.5701
18.281,1290.6,-14.754,-8.8863,67.529,0.041156,252.77,208.42,2.5786
18.331,1289.9,-15.197,-8.8216,67.643,0.041332,252.42,208.42,2.5581
18.381,1289.1,-15.636,-8.7467,67.752,0.041506,251.72,208.42,2.5174
18.431,1288.3,-16.072,-8.7142,67.857,0.041676,252.76,208.42,2.5783
18.481,1287.5,-16.507,-8.6958,67.958,0.041844,254.26,208.42,2.6653
18.531,1286.7,-16.942,-8.6903,68.055,0.042009,256.13,208.42,2.7741
18.581,1285.8,-17.376,-8.6798,68.147,0.042171,257.71,208.42,2.8661
18.631,1284.9,-17.81,-8.6656,68.235,0.04233,259.06,208.42,2.9441
18.681,1284,-18.243,-8.6535,68.319,0.042486,260.4,208.42,3.0223
18.731,1283.1,-18.675,-8.6587,68.397,0.042638,262.4,208.42,3.1388
18.781,1282.2,-19.109,-8.6648,68.472,0.042787,264.37,208.42,3.2532
18.831,1281.2,-19.542,-8.6606,68.541,0.042933,265.8,208.42,3.3359
18.881,1280.2,-19.975,-8.6613,68.606,0.043075,267.35,208.42,3.4264
18.931,1279.2,-20.408,-8.6679,68.666,0.043214,269.09,208.42,3.5273
18.981,1278.2,-20.842,-8.6822,68.721,0.043349,271.12,208.42,3.6453
19.031,1277.1,-21.276,-8.6846,68.771,0.043481,272.5,208.42,3.7259
19.081,1276.1,-21.71,-8.699,68.817,0.043609,274.39,208.42,3.8358
19.131,1275,-22.146,-8.7218,68.857,0.043734,276.66,208.42,3.9676
19.181,1273.8,-22.583,-8.7434,68.893,0.043855,278.84,208.42,4.0944
19.231,1272.7,-23.02,-8.7685,68.924,0.043973,281.19,208.42,4.2312
19.281,1271.5,-23.459,-8.7906,68.95,0.044087,283.38,208.42,4.3583
19.331,1270.4,-23.899,-8.7965,68.972,0.044198,284.61,208.42,4.43
19.381,1269.1,-24.339,-8.8086,68.989,0.044306,286.18,208.42,4.5211
19.431,1267.9,-24.78,-8.8301,69.001,0.04441,288.3,208.42,4.6445
19.481,1266.7,-25.222,-8.8463,69.009,0.04451,290.12,208.42,4.7504
19.531,1265.4,-25.665,-8.8498,69.013,0.044608,291.17,208.42,4.8109
19.581,1264.1,-26.107,-8.8519,69.012,0.044702,292.12,208.42,4.8667
19.631,1262.8,-26.55,-8.8685,69.006,0.044793,294.02,208.42,4.9771
19.681,1261.4,-26.994,-8.8809,68.996,0.044881,295.7,208.42,5.0745
19.731,1260.1,-27.438,-8.8845,68.981,0.044965,296.86,208.42,5.1418
20.281,1244.7,-28.206,-0.64789,68.686,0.045775,NaN,NaN,NaN
20.781,1230.5,-28.42,-0.42655,68.297,0.046373,NaN,NaN,NaN
21.281,1216.3,-28.557,-0.27565,67.818,0.046859,NaN,NaN,NaN
21.781,1202,-28.643,-0.1707,67.269,0.047246,NaN,NaN,NaN
22.281,1187.6,-28.693,-0.09968,66.653,0.047548,NaN,NaN,NaN
22.781,1173.3,-28.719,-0.053557,65.976,0.047778,NaN,NaN,NaN
23.281,1158.9,-28.731,-0.024072,65.265,0.047945,NaN,NaN,NaN
23.781,1144.6,-28.732,-0.0021095,64.538,0.048059,NaN,NaN,NaN
24.281,1130.2,-28.726,0.013705,63.78,0.048128,NaN,NaN,NaN
24.781,1115.8,-28.714,0.023284,62.972,0.048159,NaN,NaN,NaN
25.281,1101.5,-28.7,0.027694,62.121,0.048157,NaN,NaN,NaN
25.781,1087.1,-28.685,0.031177,61.241,0.048125,NaN,NaN,NaN
26.281,1072.8,-28.667,0.034419,60.335,0.048068,NaN,NaN,NaN
26.781,1058.5,-28.649,0.036305,59.397,0.047989,NaN,NaN,NaN
27.281,1044.2,-28.631,0.036867,58.433,0.04789,NaN,NaN,NaN
27.781,1029.8,-28.612,0.037299,57.455,0.047775,NaN,NaN,NaN
28.281,1015.5,-28.593,0.037904,56.473,0.047646,NaN,NaN,NaN
28.781,1001.2,-28.574,0.038493,55.481,0.047504,NaN,NaN,NaN
29.281,986.97,-28.555,0.038436,54.477,0.047353,NaN,NaN,NaN
29.781,972.69,-28.535,0.039243,53.471,0.047192,NaN,NaN,NaN
30.281,958.43,-28.515,0.040278,52.479,0.047024,NaN,NaN,NaN
30.781,944.18,-28.495,0.040241,51.508,0.04685,NaN,NaN,NaN
31.281,929.94,-28.475,0.040435,50.537,0.046672,NaN,NaN,NaN
31.781,915.71,-28.454,0.040775,49.571,0.046491,NaN,NaN,NaN
32.281,901.48,-28.434,0.040126,48.617,0.046308,NaN,NaN,NaN
32.781,887.27,-28.414,0.04017,47.659,0.046122,NaN,NaN,NaN
33.281,873.07,-28.394,0.040152,46.699,0.045936,NaN,NaN,NaN
33.781,858.88,-28.374,0.04012,45.738,0.045748,NaN,NaN,NaN
34.281,844.7,-28.354,0.04008,44.771,0.045559,NaN,NaN,NaN
34.781,830.52,-28.333,0.040743,43.783,0.045369,NaN,NaN,NaN
35.281,816.36,-28.314,0.039517,42.783,0.045178,NaN,NaN,NaN
35.781,802.21,-28.294,0.039483,41.784,0.044985,NaN,NaN,NaN
36.281,788.07,-28.274,0.039414,40.786,0.04479,NaN,NaN,NaN
36.781,773.94,-28.255,0.039329,39.788,0.044595,NaN,NaN,NaN
37.281,759.81,-28.235,0.039237,38.792,0.044398,NaN,NaN,NaN
37.781,745.7,-28.215,0.039151,37.803,0.044201,NaN,NaN,NaN
38.281,731.6,-28.196,0.039163,36.81,0.044004,NaN,NaN,NaN
38.781,717.5,-28.176,0.038873,35.806,0.043807,NaN,NaN,NaN
39.281,703.42,-28.157,0.03869,34.8,0.043608,NaN,NaN,NaN
39.781,689.35,-28.138,0.03857,33.798,0.04341,NaN,NaN,NaN
40.281,675.28,-28.118,0.038528,32.801,0.043211,NaN,NaN,NaN
40.781,661.23,-28.099,0.038384,31.814,0.043012,NaN,NaN,NaN
41.281,647.18,-28.08,0.038178,30.833,0.042813,NaN,NaN,NaN
41.781,633.15,-28.061,0.038156,29.86,0.042615,NaN,NaN,NaN
42.281,619.12,-28.042,0.037916,28.893,0.042417,NaN,NaN,NaN
42.781,605.11,-28.023,0.037904,27.921,0.042221,NaN,NaN,NaN
43.281,591.1,-28.004,0.038001,26.934,0.042024,NaN,NaN,NaN
43.781,577.1,-27.985,0.037829,25.927,0.041828,NaN,NaN,NaN
44.281,563.11,-27.967,0.037269,24.908,0.041631,NaN,NaN,NaN
44.781,549.14,-27.948,0.03754,23.876,0.041433,NaN,NaN,NaN
45.281,535.17,-27.929,0.037594,22.822,0.041234,NaN,NaN,NaN
45.781,521.21,-27.911,0.037025,21.746,0.041033,NaN,NaN,NaN
46.281,507.26,-27.892,0.037386,20.676,0.04083,NaN,NaN,NaN
46.781,493.32,-27.873,0.036978,19.636,0.040626,NaN,NaN,NaN
47.281,479.38,-27.855,0.036615,18.608,0.040421,NaN,NaN,NaN
47.283,479.34,-27.355,301.33,18.605,0.04042,NaN,NaN,NaN
47.285,479.29,-26.855,290.26,18.601,0.040419,NaN,NaN,NaN
47.286,479.24,-26.355,279.4,18.597,0.040419,NaN,NaN,NaN
47.288,479.19,-25.855,268.73,18.594,0.040418,NaN,NaN,NaN
47.29,479.14,-25.355,258.26,18.59,0.040417,NaN,NaN,NaN
47.292,479.09,-24.855,248,18.585,0.040416,NaN,NaN,NaN
47.294,479.04,-24.355,237.93,18.581,0.040416,NaN,NaN,NaN
47.297,478.99,-23.855,228.07,18.577,0.040415,NaN,NaN,NaN
47.299,478.94,-23.355,218.4,18.572,0.040414,NaN,NaN,NaN
47.301,478.88,-22.855,208.94,18.567,0.040413,NaN,NaN,NaN
47.304,478.82,-22.355,199.67,18.562,0.040412,NaN,NaN,NaN
47.306,478.77,-21.855,190.61,18.557,0.040411,NaN,NaN,NaN
47.309,478.71,-21.355,181.75,18.551,0.040411,NaN,NaN,NaN
47.312,478.65,-20.855,173.08,18.545,0.04041,NaN,NaN,NaN
47.315,478.58,-20.355,164.62,18.539,0.040409,NaN,NaN,NaN
47.318,478.52,-19.855,156.36,18.533,0.040408,NaN,NaN,NaN
47.322,478.45,-19.355,148.3,18.526,0.040407,NaN,NaN,NaN
47.325,478.38,-18.855,140.44,18.519,0.040406,NaN,NaN,NaN
47.329,478.31,-18.355,132.78,18.511,0.040405,NaN,NaN,NaN
47.333,478.24,-17.855,125.32,18.503,0.040404,NaN,NaN,NaN
47.337,478.17,-17.355,118.06,18.495,0.040403,NaN,NaN,NaN
47.342,478.09,-16.855,111,18.486,0.040402,NaN,NaN,NaN
47.346,478.01,-16.355,104.14,18.476,0.0404,NaN,NaN,NaN
47.352,477.93,-15.855,97.482,18.466,0.040399,NaN,NaN,NaN
47.357,477.84,-15.355,91.025,18.455,0.040398,NaN,NaN,NaN
47.363,477.75,-14.855,84.767,18.443,0.040397,NaN,NaN,NaN
47.369,477.66,-14.355,78.71,18.431,0.040395,NaN,NaN,NaN
47.376,477.56,-13.855,72.854,18.417,0.040394,NaN,NaN,NaN
47.384,477.46,-13.355,67.198,18.402,0.040392,NaN,NaN,NaN
47.392,477.36,-12.855,61.742,18.386,0.040391,NaN,NaN,NaN
47.401,477.24,-12.355,56.487,18.369,0.040389,NaN,NaN,NaN
47.41,477.13,-11.855,51.432,18.349,0.040387,NaN,NaN,NaN
47.421,477,-11.355,46.578,18.328,0.040386,NaN,NaN,NaN
47.433,476.87,-10.855,41.924,18.304,0.040384,NaN,NaN,NaN
47.446,476.73,-10.355,37.471,18.278,0.040382,NaN,NaN,NaN
47.461,476.58,-9.8553,33.218,18.248,0.040379,NaN,NaN,NaN
47.478,476.41,-9.3553,29.166,18.214,0.040377,NaN,NaN,NaN
47.498,476.23,-8.8553,25.314,18.175,0.040374,NaN,NaN,NaN
47.521,476.03,-8.3554,21.664,18.129,0.040371,NaN,NaN,NaN
47.549,475.81,-7.8555,18.213,18.074,0.040368,NaN,NaN,NaN
47.582,475.56,-7.3556,14.963,18.006,0.040364,NaN,NaN,NaN
47.624,475.26,-6.8556,11.913,17.922,0.04036,NaN,NaN,NaN
47.679,474.89,-6.3556,9.0627,17.81,0.040355,NaN,NaN,NaN
47.757,474.42,-5.8561,6.416,17.651,0.040348,NaN,NaN,NaN
47.883,473.72,-5.3581,3.9719,17.391,0.040338,NaN,NaN,NaN
48.169,472.25,-4.8618,1.7297,16.781,0.040316,NaN,NaN,NaN
48.669,469.78,-5.0097,-0.29589,15.758,0.040279,NaN,NaN,NaN
49.169,467.31,-4.8684,0.28262,14.783,0.040243,NaN,NaN,NaN
49.669,464.84,-5.0045,-0.27205,13.772,0.040209,NaN,NaN,NaN
50.169,462.37,-4.8713,0.26627,12.733,0.040173,NaN,NaN,NaN
50.669,459.91,-4.9998,-0.2569,11.725,0.040136,NaN,NaN,NaN
51.169,457.44,-4.8722,0.25506,10.775,0.040101,NaN,NaN,NaN
51.669,454.97,-4.9915,-0.23843,9.7928,0.040067,NaN,NaN,NaN
52.169,452.51,-4.863,0.25702,8.8512,0.040033,NaN,NaN,NaN
52.669,450.04,-4.9971,-0.26838,7.9462,0.04,NaN,NaN,NaN
53.169,447.58,-4.8666,0.26111,7.0304,0.039968,NaN,NaN,NaN
53.669,445.11,-4.9985,-0.26377,6.1787,0.039936,NaN,NaN,NaN
54.169,442.65,-4.8673,0.26244,5.3214,0.039906,NaN,NaN,NaN
54.669,440.18,-4.982,-0.22948,4.5399,0.039875,NaN,NaN,NaN
55.169,437.72,-4.8586,0.24681,3.7281,0.039848,NaN,NaN,NaN
55.669,435.26,-4.9973,-0.27747,2.7448,0.03982,NaN,NaN,NaN
56.169,432.79,-4.8638,0.26696,1.7119,0.039785,NaN,NaN,NaN
56.669,430.33,-4.9868,-0.24588,0.74682,0.039749,NaN,NaN,NaN
57.169,427.87,-4.8721,0.22941,-0.15047,0.039715,NaN,NaN,NaN
57.669,425.4,-4.9833,-0.22242,-1.0681,0.039683,NaN,NaN,NaN
58.169,422.94,-4.8729,0.22076,-2.0195,0.039651,NaN,NaN,NaN
58.669,420.48,-4.9734,-0.20099,-3.0508,0.039618,NaN,NaN,NaN
59.169,418.01,-4.8795,0.18772,-4.1224,0.039581,NaN,NaN,NaN
59.669,415.55,-4.9702,-0.18133,-5.133,0.039544,NaN,NaN,NaN
60.169,413.09,-4.8776,0.18525,-6.1586,0.039508,NaN,NaN,NaN
60.669,410.63,-4.971,-0.18688,-7.254,0.039472,NaN,NaN,NaN
61.169,408.17,-4.8782,0.18558,-8.3691,0.039434,NaN,NaN,NaN
61.669,405.71,-4.9547,-0.1529,-9.391,0.039395,NaN,NaN,NaN
62.041,403.88,-4.8759,0.2122,-10.173,0.039367,NaN,NaN,NaN
62.541,401.42,-4.9666,-0.18143,-11.312,0.03933,NaN,NaN,NaN
63.041,398.96,-4.8668,0.19956,-12.328,0.03929,NaN,NaN,NaN
63.541,396.5,-4.9729,-0.21209,-13.3,0.039254,NaN,NaN,NaN
64.041,394.04,-4.8669,0.21204,-14.351,0.03922,NaN,NaN,NaN
64.541,391.59,-4.9636,-0.19345,-15.366,0.039183,NaN,NaN,NaN
65.041,389.13,-4.8665,0.19423,-16.385,0.039148,NaN,NaN,NaN
65.541,386.67,-4.9709,-0.20891,-17.469,0.039112,NaN,NaN,NaN
66.041,384.21,-4.8657,0.21045,-18.518,0.039074,NaN,NaN,NaN
66.541,381.75,-4.9692,-0.20699,-19.559,0.039037,NaN,NaN,NaN
67.041,379.29,-4.8642,0.21003,-20.584,0.039,NaN,NaN,NaN
67.541,376.83,-4.9685,-0.20855,-21.561,0.038965,NaN,NaN,NaN
68.041,374.38,-4.8626,0.21165,-22.492,0.03893,NaN,NaN,NaN
68.541,371.92,-4.9581,-0.1909,-23.469,0.038898,NaN,NaN,NaN
69.041,369.46,-4.8717,0.17268,-24.503,0.038863,NaN,NaN,NaN
69.541,367.01,-4.9568,-0.17014,-25.517,0.038827,NaN,NaN,NaN
70.041,364.55,-4.8643,0.18492,-26.463,0.038792,NaN,NaN,NaN
70.541,362.1,-4.9617,-0.19462,-27.338,0.038758,NaN,NaN,NaN
71.041,359.64,-4.8606,0.20209,-28.253,0.038728,NaN,NaN,NaN
71.541,357.18,-4.963,-0.20471,-29.206,0.038696,NaN,NaN,NaN
72.041,354.73,-4.8595,0.20699,-30.131,0.038662,NaN,NaN,NaN
72.541,352.27,-4.9538,-0.18861,-31.104,0.03863,NaN,NaN,NaN
73.041,349.82,-4.8529,0.20172,-32.053,0.038596,NaN,NaN,NaN
73.541,347.37,-4.9656,-0.22542,-32.92,0.038563,NaN,NaN,NaN
74.041,344.91,-4.8517,0.22787,-33.826,0.038532,NaN,NaN,NaN
74.541,342.46,-4.9642,-0.22493,-34.737,0.038501,NaN,NaN,NaN
75.041,340.01,-4.8507,0.22689,-35.602,0.038469,NaN,NaN,NaN
75.541,337.55,-4.9596,-0.21781,-36.489,0.038438,NaN,NaN,NaN
76.041,335.1,-4.8513,0.21655,-37.465,0.038407,NaN,NaN,NaN
76.541,332.65,-4.9507,-0.19862,-38.404,0.038373,NaN,NaN,NaN
76.963,330.58,-4.8467,0.24588,-39.236,0.038345,NaN,NaN,NaN
77.463,328.13,-4.9598,-0.2262,-40.299,0.03831,NaN,NaN,NaN
77.963,325.68,-4.8486,0.22233,-41.338,0.038273,NaN,NaN,NaN
78.463,323.22,-4.9587,-0.22019,-42.389,0.038237,NaN,NaN,NaN
78.963,320.78,-4.838,0.2415,-43.355,0.0382,NaN,NaN,NaN
79.463,318.32,-4.9661,-0.25621,-44.264,0.038166,NaN,NaN,NaN
79.963,315.87,-4.8346,0.26309,-45.147,0.038135,NaN,NaN,NaN
80.463,313.42,-4.9628,-0.25641,-46.04,0.038104,NaN,NaN,NaN
80.963,310.97,-4.8381,0.24928,-46.963,0.038073,NaN,NaN,NaN
81.463,308.53,-4.9523,-0.22839,-47.94,0.03804,NaN,NaN,NaN
81.963,306.08,-4.8473,0.20995,-48.992,0.038006,NaN,NaN,NaN
82.463,303.63,-4.9496,-0.20454,-50.073,0.037969,NaN,NaN,NaN
82.963,301.18,-4.8301,0.23904,-51.076,0.037932,NaN,NaN,NaN
83.463,298.74,-4.9528,-0.24548,-52.061,0.037897,NaN,NaN,NaN
83.963,296.29,-4.8419,0.22188,-53.123,0.037862,NaN,NaN,NaN
84.463,293.84,-4.9497,-0.21556,-54.139,0.037825,NaN,NaN,NaN
84.963,291.39,-4.8421,0.21511,-55.141,0.03779,NaN,NaN,NaN
85.463,288.95,-4.9473,-0.21042,-56.132,0.037755,NaN,NaN,NaN
85.963,286.5,-4.8427,0.20934,-57.075,0.03772,NaN,NaN,NaN
86.463,284.05,-4.9456,-0.20584,-58.027,0.037687,NaN,NaN,NaN
86.963,281.6,-4.8391,0.2129,-58.957,0.037654,NaN,NaN,NaN
87.463,279.16,-4.9317,-0.18521,-59.94,0.037621,NaN,NaN,NaN
87.963,276.72,-4.8505,0.1625,-60.974,0.037587,NaN,NaN,NaN
88.463,274.27,-4.9327,-0.16441,-61.928,0.037551,NaN,NaN,NaN
88.963,271.83,-4.8475,0.17037,-62.897,0.037518,NaN,NaN,NaN
89.463,269.38,-4.9263,-0.15754,-63.984,0.037484,NaN,NaN,NaN
89.963,266.94,-4.8525,0.14763,-65.103,0.037446,NaN,NaN,NaN
90.463,264.49,-4.9262,-0.14741,-66.151,0.037407,NaN,NaN,NaN
90.963,262.05,-4.8524,0.14759,-67.184,0.037371,NaN,NaN,NaN
91.463,259.6,-4.9255,-0.14617,-68.242,0.037334,NaN,NaN,NaN
91.963,257.16,-4.8509,0.14903,-69.297,0.037298,NaN,NaN,NaN
92.463,254.72,-4.9247,-0.14754,-70.344,0.037261,NaN,NaN,NaN
92.963,252.27,-4.8386,0.17219,-71.312,0.037224,NaN,NaN,NaN
93.463,249.84,-4.9156,-0.15393,-72.304,0.037191,NaN,NaN,NaN
93.963,247.39,-4.8538,0.12355,-73.363,0.037156,NaN,NaN,NaN
94.463,244.95,-4.9158,-0.12392,-74.411,0.037119,NaN,NaN,NaN
94.963,242.51,-4.8398,0.15202,-75.397,0.037083,NaN,NaN,NaN
95.463,240.07,-4.9103,-0.14107,-76.394,0.037048,NaN,NaN,NaN
95.963,237.63,-4.8566,0.10728,-77.516,0.037014,NaN,NaN,NaN
96.463,235.19,-4.9056,-0.09784,-78.606,0.036975,NaN,NaN,NaN
96.963,232.75,-4.8482,0.1147,-79.559,0.036937,NaN,NaN,NaN
97.463,230.32,-4.9075,-0.11857,-80.5,0.036904,NaN,NaN,NaN
97.963,227.88,-4.8351,0.14479,-81.401,0.036871,NaN,NaN,NaN
98.463,225.44,-4.9215,-0.17277,-82.245,0.03684,NaN,NaN,NaN
98.963,223,-4.825,0.19306,-83.239,0.03681,NaN,NaN,NaN
99.463,220.56,-4.9345,-0.21914,-84.331,0.036776,NaN,NaN,NaN
99.963,218.13,-4.816,0.23716,-85.36,0.036738,NaN,NaN,NaN
100.46,215.69,-4.9403,-0.24866,-86.346,0.036702,NaN,NaN,NaN
100.96,213.25,-4.8143,0.25205,-87.374,0.036667,NaN,NaN,NaN
101.46,210.81,-4.9401,-0.25159,-88.44,0.036632,NaN,NaN,NaN
101.96,208.37,-4.8115,0.25713,-89.496,0.036595,NaN,NaN,NaN
102.46,205.93,-4.9383,-0.25353,-90.565,0.036558,NaN,NaN,NaN
102.96,203.5,-4.8074,0.26165,-91.62,0.036521,NaN,NaN,NaN
103.46,201.06,-4.9423,-0.26977,-92.602,0.036484,NaN,NaN,NaN
103.96,198.62,-4.8053,0.27395,-93.549,0.03645,NaN,NaN,NaN
104.41,196.46,-4.8998,-0.21194,-94.488,0.036421,NaN,NaN,NaN
104.91,194.03,-4.8382,0.12302,-95.589,0.036384,NaN,NaN,NaN
105.41,191.59,-4.9076,-0.13869,-96.633,0.036346,NaN,NaN,NaN
105.91,189.16,-4.824,0.16713,-97.605,0.036309,NaN,NaN,NaN
106.41,186.72,-4.9137,-0.17936,-98.548,0.036276,NaN,NaN,NaN
106.91,184.29,-4.8263,0.1748,-99.517,0.036243,NaN,NaN,NaN
107.41,181.85,-4.9154,-0.17818,-100.46,0.036209,NaN,NaN,NaN
107.91,179.42,-4.8221,0.18652,-101.44,0.036177,NaN,NaN,NaN
108.41,176.99,-4.9104,-0.17648,-102.4,0.036142,NaN,NaN,NaN
108.91,174.55,-4.8221,0.17657,-103.35,0.036109,NaN,NaN,NaN
109.41,172.12,-4.9102,-0.17613,-104.41,0.036076,NaN,NaN,NaN
109.91,169.69,-4.8223,0.17566,-105.57,0.036039,NaN,NaN,NaN
110.41,167.26,-4.8968,-0.1489,-106.67,0.035999,NaN,NaN,NaN
110.91,164.82,-4.8354,0.12272,-107.64,0.035961,NaN,NaN,NaN
111.41,162.39,-4.8969,-0.12304,-108.57,0.035927,NaN,NaN,NaN
111.91,159.96,-4.828,0.13787,-109.42,0.035895,NaN,NaN,NaN
112.41,157.53,-4.901,-0.14596,-110.24,0.035866,NaN,NaN,NaN
112.91,155.1,-4.822,0.15806,-111.15,0.035837,NaN,NaN,NaN
113.41,152.66,-4.9063,-0.16863,-112.11,0.035805,NaN,NaN,NaN
113.91,150.23,-4.8198,0.17293,-113.06,0.035772,NaN,NaN,NaN
114.41,147.8,-4.9,-0.16044,-114.05,0.03574,NaN,NaN,NaN
114.91,145.37,-4.8235,0.15311,-115.13,0.035705,NaN,NaN,NaN
115.41,142.94,-4.8984,-0.14993,-116.18,0.035668,NaN,NaN,NaN
115.91,140.51,-4.8198,0.15726,-117.25,0.035631,NaN,NaN,NaN
116.41,138.08,-4.8885,-0.13742,-118.28,0.035594,NaN,NaN,NaN
116.91,135.65,-4.8313,0.11442,-119.22,0.035558,NaN,NaN,NaN
117.41,133.23,-4.8868,-0.11109,-120.2,0.035526,NaN,NaN,NaN
117.91,130.8,-4.8222,0.12923,-121.12,0.035492,NaN,NaN,NaN
118.41,128.37,-4.8824,-0.12032,-122.07,0.03546,NaN,NaN,NaN
118.91,125.95,-4.813,0.13882,-123.21,0.035427,NaN,NaN,NaN
119.41,123.52,-4.8974,-0.16885,-124.42,0.035388,NaN,NaN,NaN
119.91,121.09,-4.815,0.16477,-125.58,0.035346,NaN,NaN,NaN
120.41,118.67,-4.8896,-0.14916,-126.68,0.035306,NaN,NaN,NaN
120.91,116.24,-4.8211,0.1371,-127.72,0.035268,NaN,NaN,NaN
121.41,113.81,-4.8859,-0.12965,-128.81,0.035232,NaN,NaN,NaN
121.91,111.39,-4.7995,0.17272,-129.83,0.035194,NaN,NaN,NaN
122.41,108.96,-4.9061,-0.21307,-130.77,0.035159,NaN,NaN,NaN
122.91,106.54,-4.7995,0.21312,-131.75,0.035126,NaN,NaN,NaN
123.41,104.11,-4.8934,-0.18778,-132.63,0.035092,NaN,NaN,NaN
123.91,101.69,-4.8096,0.16766,-133.45,0.035062,NaN,NaN,NaN
124.41,99.263,-4.8923,-0.16553,-134.33,0.035033,NaN,NaN,NaN
124.91,96.838,-4.8071,0.17043,-135.21,0.035003,NaN,NaN,NaN
125.41,94.414,-4.8908,-0.1673,-136.1,0.034973,NaN,NaN,NaN
125.91,91.99,-4.806,0.1696,-137.08,0.034942,NaN,NaN,NaN
126.41,89.565,-4.8934,-0.17496,-138.11,0.034908,NaN,NaN,NaN
126.91,87.141,-4.803,0.18078,-139.15,0.034872,NaN,NaN,NaN
127.41,84.717,-4.8919,-0.17769,-140.12,0.034836,NaN,NaN,NaN
127.91,82.293,-4.8025,0.17869,-141.07,0.034803,NaN,NaN,NaN
128.41,79.871,-4.8861,-0.16704,-141.97,0.03477,NaN,NaN,NaN
128.91,77.449,-4.8032,0.16563,-142.85,0.034739,NaN,NaN,NaN
129.41,75.027,-4.8845,-0.16256,-143.84,0.034708,NaN,NaN,NaN
129.91,72.604,-4.8057,0.15769,-144.89,0.034674,NaN,NaN,NaN
130.41,70.183,-4.8796,-0.14774,-145.89,0.034638,NaN,NaN,NaN
130.91,67.763,-4.8014,0.15632,-146.77,0.034603,NaN,NaN,NaN
131.41,65.342,-4.8822,-0.16152,-147.64,0.034573,NaN,NaN,NaN
131.91,62.921,-4.8016,0.16114,-148.53,0.034543,NaN,NaN,NaN
132.41,60.499,-4.8848,-0.16634,-149.36,0.034512,NaN,NaN,NaN
132.91,58.08,-4.7915,0.18656,-150.25,0.034484,NaN,NaN,NaN
133.41,55.66,-4.8883,-0.19363,-151.15,0.034453,NaN,NaN,NaN
133.91,53.241,-4.7879,0.20083,-152.06,0.034422,NaN,NaN,NaN
134.39,50.929,-4.8637,-0.15828,-153.1,0.034392,NaN,NaN,NaN
134.85,48.722,-4.7936,0.15343,-154.1,0.034358,NaN,NaN,NaN
135.35,46.302,-4.886,-0.18469,-155.04,0.034321,NaN,NaN,NaN
135.85,43.885,-4.7826,0.20675,-156.04,0.034288,NaN,NaN,NaN
136.35,41.468,-4.8876,-0.21011,-157.17,0.034254,NaN,NaN,NaN
136.85,39.05,-4.7822,0.21087,-158.32,0.034215,NaN,NaN,NaN
137.35,36.632,-4.892,-0.21962,-159.39,0.034175,NaN,NaN,NaN
137.85,34.214,-4.7793,0.22548,-160.44,0.034138,NaN,NaN,NaN
138.35,31.795,-4.8943,-0.23004,-161.51,0.034102,NaN,NaN,NaN
138.85,29.38,-4.7686,0.25145,-162.5,0.034065,NaN,NaN,NaN
139.35,26.962,-4.9031,-0.269,-163.43,0.034031,NaN,NaN,NaN
139.85,24.546,-4.761,0.28413,-164.4,0.033999,NaN,NaN,NaN
140.35,22.129,-4.9078,-0.29361,-165.39,0.033966,NaN,NaN,NaN
140.85,19.713,-4.755,0.30561,-166.33,0.033931,NaN,NaN,NaN
141.35,17.296,-4.912,-0.31406,-167.26,0.033899,NaN,NaN,NaN
141.85,14.881,-4.75,0.32411,-168.18,0.033867,NaN,NaN,NaN
