# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
167.57,304.27,-4.2498,-0.20403,-452.64,0.31486,NaN,NaN,NaN
168.07,302.18,-4.111,0.27756,-456.27,0.31475,NaN,NaN,NaN
168.29,301.29,-4.1405,-0.1358,-457.94,0.31471,NaN,NaN,NaN
168.79,299.19,-4.2599,-0.23891,-461.84,0.31459,NaN,NaN,NaN
168.97,298.43,-4.1465,0.63088,-463.25,0.31455,NaN,NaN,NaN
169.43,296.49,-4.2279,-0.1753,-467.13,0.31444,NaN,NaN,NaN
169.67,295.48,-4.1441,0.34719,-469.14,0.31438,NaN,NaN,NaN
169.9,294.55,-4.1439,8.71E-04,-470.91,0.31433,NaN,NaN,NaN
170.14,293.55,-4.1509,-0.02901,-472.69,0.31427,NaN,NaN,NaN
170.43,292.34,-4.1683,-0.05997,-474.68,0.3142,NaN,NaN,NaN
170.8,290.79,-4.1815,-0.035297,-477.22,0.31413,NaN,NaN,NaN
171.3,288.69,-4.209,-0.055083,-480.72,0.31402,NaN,NaN,NaN
171.65,287.23,-4.151,0.16624,-483.22,0.31395,NaN,NaN,NaN
172.09,285.4,-4.2108,-0.1366,-486.34,0.31385,NaN,NaN,NaN
172.59,283.3,-4.1674,0.086747,-489.84,0.31375,NaN,NaN,NaN
173.09,281.21,-4.2288,-0.12278,-493.39,0.31364,NaN,NaN,NaN
173.59,279.11,-4.1412,0.17522,-496.89,0.31354,NaN,NaN,NaN
173.79,278.29,-4.1279,0.066935,-498.21,0.3135,NaN,NaN,NaN
174.29,276.19,-4.2757,-0.29558,-501.44,0.3134,NaN,NaN,NaN
174.79,274.11,-4.0675,0.41647,-504.8,0.3133,NaN,NaN,NaN
175.02,273.17,-4.1432,-0.33281,-506.31,0.31326,NaN,NaN,NaN
175.52,271.07,-4.2505,-0.21464,-509.45,0.31316,NaN,NaN,NaN
175.91,269.41,-4.1112,0.34901,-511.82,0.31308,NaN,NaN,NaN
176.09,268.69,-4.1063,0.028433,-512.85,0.31305,NaN,NaN,NaN
176.59,266.59,-4.2935,-0.37437,-516.01,0.31296,NaN,NaN,NaN
177.07,264.59,-4.0404,0.52646,-519.23,0.31287,NaN,NaN,NaN
177.52,262.7,-4.3311,-0.64258,-522.44,0.31278,NaN,NaN,NaN
177.96,260.86,-4.0187,0.7098,-525.57,0.31269,NaN,NaN,NaN
178.45,258.79,-4.3903,-0.75537,-528.89,0.31258,NaN,NaN,NaN
178.64,257.98,-4.1613,1.2049,-530.1,0.31254,NaN,NaN,NaN
179.08,256.16,-4.1879,-0.061015,-532.66,0.31246,NaN,NaN,NaN
179.17,255.76,-4.0884,1.0418,-533.23,0.31244,NaN,NaN,NaN
179.31,255.23,-4.0629,0.19482,-534.06,0.31242,NaN,NaN,NaN
179.43,254.73,-4.0429,0.16228,-534.91,0.3124,NaN,NaN,NaN
179.65,253.83,-4.1329,-0.40969,-536.53,0.31236,NaN,NaN,NaN
179.84,253.03,-4.1206,0.063269,-537.96,0.31232,NaN,NaN,NaN
180.04,252.2,-4.1232,-0.012972,-539.35,0.31227,NaN,NaN,NaN
180.54,250.1,-4.2629,-0.27938,-542.58,0.31217,NaN,NaN,NaN
181.04,248.01,-4.0828,0.36007,-545.77,0.31208,NaN,NaN,NaN
181.32,246.87,-4.1701,-0.31608,-547.61,0.31202,NaN,NaN,NaN
181.82,244.78,-4.2033,-0.066241,-551.02,0.31193,NaN,NaN,NaN
182.23,243.07,-4.1402,0.15348,-553.87,0.31184,NaN,NaN,NaN
182.44,242.19,-4.1272,0.061723,-555.34,0.3118,NaN,NaN,NaN
182.94,240.1,-4.2574,-0.26047,-558.74,0.3117,NaN,NaN,NaN
183.39,238.23,-4.0808,0.39483,-561.94,0.31161,NaN,NaN,NaN
183.69,237.01,-4.1812,-0.33882,-564.06,0.31154,NaN,NaN,NaN
184.18,234.96,-4.163,0.036877,-567.32,0.31144,NaN,NaN,NaN
184.68,232.87,-4.1892,-0.052263,-570.64,0.31134,NaN,NaN,NaN
184.96,231.68,-4.1392,0.17525,-572.67,0.31129,NaN,NaN,NaN
185.42,229.78,-4.2055,-0.14525,-575.92,0.31119,NaN,NaN,NaN
185.57,229.17,-4.1162,0.61175,-576.89,0.31116,NaN,NaN,NaN
185.86,227.95,-4.1644,-0.16433,-578.69,0.3111,NaN,NaN,NaN
186.36,225.86,-4.2065,-0.084114,-581.65,0.31101,NaN,NaN,NaN
186.48,225.34,-4.1094,0.7814,-582.42,0.31099,NaN,NaN,NaN
186.62,224.79,-4.0719,0.27705,-583.32,0.31096,NaN,NaN,NaN
187.12,222.69,-4.32,-0.49625,-586.85,0.31087,NaN,NaN,NaN
187.36,221.68,-4.1217,0.82789,-588.52,0.31081,NaN,NaN,NaN
187.86,219.59,-4.2431,-0.24281,-591.77,0.31071,NaN,NaN,NaN
188.14,218.42,-4.1208,0.43626,-593.47,0.31066,NaN,NaN,NaN
188.64,216.33,-4.2387,-0.23587,-596.27,0.31057,NaN,NaN,NaN
188.72,215.97,-4.1129,1.4607,-596.76,0.31055,NaN,NaN,NaN
188.85,215.46,-4.0636,0.39862,-597.51,0.31053,NaN,NaN,NaN
189,214.84,-4.0688,-0.034009,-598.52,0.31051,NaN,NaN,NaN
189.5,212.74,-4.3257,-0.5138,-601.94,0.31041,NaN,NaN,NaN
190,210.67,-3.9774,0.69664,-605.36,0.31031,NaN,NaN,NaN
190.5,208.56,-4.4358,-0.91684,-608.82,0.3102,NaN,NaN,NaN
190.72,207.61,-4.1297,1.3812,-610.33,0.31016,NaN,NaN,NaN
190.98,206.57,-4.138,-0.033012,-612.06,0.31011,NaN,NaN,NaN
191.48,204.48,-4.2107,-0.14539,-615.51,0.31,NaN,NaN,NaN
191.98,202.4,-4.1127,0.19602,-618.95,0.3099,NaN,NaN,NaN
192.48,200.31,-4.254,-0.28263,-622.58,0.3098,NaN,NaN,NaN
192.63,199.65,-4.1304,0.79034,-623.78,0.30976,NaN,NaN,NaN
193.13,197.57,-4.2166,-0.1723,-627.84,0.30965,NaN,NaN,NaN
193.63,195.49,-4.0999,0.23333,-631.91,0.30953,NaN,NaN,NaN
193.84,194.63,-4.1151,-0.07263,-633.5,0.30948,NaN,NaN,NaN
194.31,192.66,-4.223,-0.22819,-636.88,0.30937,NaN,NaN,NaN
194.81,190.58,-4.0911,0.26376,-640.22,0.30926,NaN,NaN,NaN
195.31,188.48,-4.2852,-0.3881,-643.42,0.30917,NaN,NaN,NaN
195.81,186.41,-4.0221,0.52611,-646.62,0.30907,NaN,NaN,NaN
195.92,186,-3.9903,0.31334,-647.3,0.30905,NaN,NaN,NaN
196.04,185.5,-4.0047,-0.11502,-648.2,0.30903,NaN,NaN,NaN
196.26,184.6,-4.1218,-0.529,-649.9,0.30899,NaN,NaN,NaN
196.68,182.87,-4.1925,-0.17005,-653.08,0.30889,NaN,NaN,NaN
197.18,180.79,-4.1402,0.10466,-656.73,0.30878,NaN,NaN,NaN
197.68,178.7,-4.2169,-0.15348,-660.28,0.30867,NaN,NaN,NaN
198.18,176.62,-4.1109,0.21205,-663.79,0.30857,NaN,NaN,NaN
198.68,174.52,-4.2539,-0.28597,-667.26,0.30846,NaN,NaN,NaN
199.18,172.45,-4.0574,0.39301,-670.68,0.30836,NaN,NaN,NaN
199.32,171.87,-4.0516,0.040594,-671.68,0.30833,NaN,NaN,NaN
199.66,170.47,-4.2037,-0.44988,-674.22,0.30826,NaN,NaN,NaN
200.16,168.39,-4.1191,0.16928,-678.02,0.30815,NaN,NaN,NaN
200.66,166.3,-4.2384,-0.2386,-681.72,0.30804,NaN,NaN,NaN
201.16,164.23,-4.063,0.35073,-685.3,0.30793,NaN,NaN,NaN
201.58,162.5,-4.2415,-0.42883,-688.3,0.30784,NaN,NaN,NaN
201.78,161.64,-4.1185,0.59977,-689.88,0.3078,NaN,NaN,NaN
202.28,159.56,-4.2153,-0.19355,-693.96,0.30768,NaN,NaN,NaN
202.7,157.8,-4.0953,0.2835,-697.4,0.30758,NaN,NaN,NaN
203.1,156.17,-4.1979,-0.26121,-700.41,0.30749,NaN,NaN,NaN
203.6,154.09,-4.128,0.1399,-704.11,0.30737,NaN,NaN,NaN
204.1,152,-4.2143,-0.1726,-707.87,0.30726,NaN,NaN,NaN
204.6,149.92,-4.1036,0.22137,-711.69,0.30715,NaN,NaN,NaN
204.74,149.36,-4.0635,0.28881,-712.72,0.30712,NaN,NaN,NaN
204.86,148.84,-4.0361,0.21634,-713.6,0.30709,NaN,NaN,NaN
205.01,148.26,-4.043,-0.047242,-714.53,0.30706,NaN,NaN,NaN
205.51,146.17,-4.3109,-0.53591,-717.51,0.30696,NaN,NaN,NaN
205.62,145.69,-4.1522,1.3927,-718.2,0.30694,NaN,NaN,NaN
205.75,145.18,-4.075,0.62331,-719,0.30692,NaN,NaN,NaN
205.93,144.43,-4.0853,-0.056579,-720.26,0.30689,NaN,NaN,NaN
206.24,143.14,-4.1639,-0.24952,-722.62,0.30683,NaN,NaN,NaN
206.73,141.11,-4.1422,0.044493,-726.25,0.30672,NaN,NaN,NaN
207.23,139.03,-4.1906,-0.096672,-729.8,0.30661,NaN,NaN,NaN
207.45,138.11,-4.1114,0.35909,-731.28,0.30656,NaN,NaN,NaN
207.95,136.03,-4.2307,-0.23867,-734.47,0.30646,NaN,NaN,NaN
208.25,134.78,-4.0992,0.4389,-736.42,0.30641,NaN,NaN,NaN
208.75,132.7,-4.2427,-0.28707,-739.72,0.30631,NaN,NaN,NaN
209.25,130.63,-4.0361,0.41321,-743.06,0.30621,NaN,NaN,NaN
209.75,128.53,-4.3298,-0.58738,-746.5,0.30611,NaN,NaN,NaN
210.25,126.47,-3.9292,0.8012,-749.92,0.30601,NaN,NaN,NaN
210.56,125.2,-4.2317,-0.97474,-752.11,0.30595,NaN,NaN,NaN
211.06,123.13,-4.0584,0.34654,-755.66,0.30584,NaN,NaN,NaN
211.56,121.05,-4.2849,-0.45296,-759.23,0.30574,NaN,NaN,NaN
212.06,118.98,-3.9885,0.59263,-762.86,0.30563,NaN,NaN,NaN
212.56,116.9,-4.3725,-0.7717,-766.53,0.30552,NaN,NaN,NaN
212.81,115.82,-4.0819,1.1367,-768.4,0.30547,NaN,NaN,NaN
213.31,113.73,-4.2629,-0.36205,-771.99,0.30536,NaN,NaN,NaN
213.64,112.35,-4.0698,0.58284,-774.46,0.30529,NaN,NaN,NaN
214.14,110.26,-4.2758,-0.4121,-778.27,0.30518,NaN,NaN,NaN
214.45,108.98,-4.0732,0.66113,-780.51,0.30511,NaN,NaN,NaN
214.95,106.9,-4.2649,-0.38347,-784.12,0.305,NaN,NaN,NaN
215.09,106.34,-4.1238,1.0547,-785.07,0.30497,NaN,NaN,NaN
215.59,104.26,-4.2051,-0.16267,-788.5,0.30487,NaN,NaN,NaN
215.8,103.35,-4.1047,0.45974,-790.05,0.30482,NaN,NaN,NaN
216.3,101.27,-4.2057,-0.20194,-793.84,0.30472,NaN,NaN,NaN
216.61,100.01,-4.0982,0.35265,-796.29,0.30465,NaN,NaN,NaN
216.86,98.989,-4.1162,-0.072723,-798.28,0.30459,NaN,NaN,NaN
217.36,96.914,-4.1869,-0.14152,-802.06,0.30448,NaN,NaN,NaN
217.53,96.204,-4.0977,0.52085,-803.27,0.30444,NaN,NaN,NaN
217.8,95.064,-4.1287,-0.11192,-805.09,0.30438,NaN,NaN,NaN
218.12,93.745,-4.1309,-0.0069926,-807.02,0.30431,NaN,NaN,NaN
218.62,91.666,-4.1842,-0.10648,-809.87,0.30422,NaN,NaN,NaN
218.85,90.711,-4.1027,0.35337,-811.21,0.30418,NaN,NaN,NaN
219.08,89.796,-4.1027,-1.20E-04,-812.62,0.30415,NaN,NaN,NaN
219.58,87.72,-4.201,-0.19655,-815.79,0.30405,NaN,NaN,NaN
219.79,86.826,-4.1015,0.46257,-817.15,0.30401,NaN,NaN,NaN
220.29,84.746,-4.2185,-0.23414,-820.37,0.30392,NaN,NaN,NaN
220.79,82.677,-4.0589,0.31921,-823.58,0.30382,NaN,NaN,NaN
221.29,80.596,-4.2656,-0.41336,-826.96,0.30373,NaN,NaN,NaN
221.47,79.842,-4.1126,0.84961,-828.17,0.30369,NaN,NaN,NaN
221.78,78.586,-4.1296,-0.055739,-830.21,0.30363,NaN,NaN,NaN
222.19,76.892,-4.1439,-0.034843,-833.17,0.30355,NaN,NaN,NaN
222.5,75.6,-4.1174,0.084745,-835.42,0.30348,NaN,NaN,NaN
222.84,74.183,-4.1373,-0.058087,-837.73,0.30341,NaN,NaN,NaN
223.16,72.88,-4.12,0.054911,-839.84,0.30335,NaN,NaN,NaN
223.66,70.807,-4.1736,-0.10714,-843.44,0.30325,NaN,NaN,NaN
224.16,68.736,-4.1113,0.1246,-847.23,0.30314,NaN,NaN,NaN
224.43,67.612,-4.1168,-0.020083,-849.41,0.30308,NaN,NaN,NaN
224.7,66.517,-4.1128,0.014725,-851.54,0.30302,NaN,NaN,NaN
225.2,64.442,-4.1861,-0.14648,-855.31,0.3029,NaN,NaN,NaN
225.7,62.373,-4.0931,0.18597,-858.91,0.30279,NaN,NaN,NaN
226.2,60.296,-4.2116,-0.23694,-862.54,0.30268,NaN,NaN,NaN
226.7,58.23,-4.0554,0.31232,-866.18,0.30258,NaN,NaN,NaN
227.2,56.147,-4.274,-0.43723,-869.75,0.30247,NaN,NaN,NaN
227.7,54.091,-3.9596,0.62941,-873.4,0.30236,NaN,NaN,NaN
228.2,52.003,-4.3928,-0.86628,-877.13,0.30225,NaN,NaN,NaN
228.62,50.27,-3.8947,1.1908,-880.21,0.30216,NaN,NaN,NaN
228.99,48.752,-4.311,-1.1252,-882.87,0.30208,NaN,NaN,NaN
229.49,46.696,-3.915,0.79195,-886.43,0.30198,NaN,NaN,NaN
229.67,45.96,-4.0462,-0.71035,-887.81,0.30194,NaN,NaN,NaN
229.87,45.145,-4.079,-0.16334,-889.4,0.3019,NaN,NaN,NaN
230.37,43.066,-4.2372,-0.31646,-893.49,0.30178,NaN,NaN,NaN
230.54,42.373,-4.1026,0.80999,-894.81,0.30174,NaN,NaN,NaN
230.88,40.963,-4.1355,-0.096168,-897.35,0.30166,NaN,NaN,NaN
231.19,39.665,-4.1114,0.076828,-899.54,0.30159,NaN,NaN,NaN
231.37,38.945,-4.0731,0.21713,-900.67,0.30155,NaN,NaN,NaN
231.61,37.979,-4.1005,-0.11595,-902.08,0.30151,NaN,NaN,NaN
231.9,36.772,-4.1194,-0.064238,-903.82,0.30145,NaN,NaN,NaN
232.4,34.702,-4.1604,-0.081962,-907.02,0.30136,NaN,NaN,NaN
232.63,33.77,-4.0915,0.30495,-908.57,0.30132,NaN,NaN,NaN
233.13,31.698,-4.2002,-0.21732,-912.04,0.30122,NaN,NaN,NaN
233.32,30.885,-4.0915,0.55496,-913.4,0.30118,NaN,NaN,NaN
233.82,28.815,-4.1903,-0.19775,-916.89,0.30107,NaN,NaN,NaN
234.32,26.75,-4.0691,0.24248,-920.19,0.30097,NaN,NaN,NaN
234.82,24.675,-4.2333,-0.32842,-923.32,0.30087,NaN,NaN,NaN
234.95,24.118,-4.1009,0.99113,-924.18,0.30085,NaN,NaN,NaN
235.17,23.251,-4.085,0.07498,-925.63,0.30081,NaN,NaN,NaN
235.67,21.179,-4.2049,-0.23966,-929.28,0.30071,NaN,NaN,NaN
236.15,19.206,-4.0387,0.34728,-932.75,0.3006,NaN,NaN,NaN
236.65,17.127,-4.2777,-0.47803,-936.29,0.3005,NaN,NaN,NaN
237.02,15.575,-4.0094,0.71613,-939.04,0.30042,NaN,NaN,NaN
237.48,13.658,-4.2715,-0.56619,-942.63,0.30032,NaN,NaN,NaN
237.98,11.602,-3.9546,0.63368,-946.65,0.3002,NaN,NaN,NaN
238.12,11.072,-3.9818,-0.20314,-947.71,0.30017,NaN,NaN,NaN
238.27,10.463,-4.0149,-0.21801,-948.83,0.30014,NaN,NaN,NaN
238.41,9.9005,-4.0137,0.0090932,-949.79,0.30011,NaN,NaN,NaN
238.75,8.4876,-4.1822,-0.48893,-951.99,0.30003,NaN,NaN,NaN
239,7.4543,-4.0854,0.38731,-953.59,0.29999,NaN,NaN,NaN
239.39,5.8707,-4.15,-0.16796,-956.24,0.29991,NaN,NaN,NaN
239.89,3.8046,-4.1143,0.071493,-959.74,0.29981,NaN,NaN,NaN
240.12,2.8644,-4.0876,0.1164,-961.36,0.29976,NaN,NaN,NaN
240.62,0.79084,-4.2068,-0.23845,-965.04,0.29966,NaN,NaN,NaN
241.07,-1.0602,-4.0354,0.38173,-968.46,0.29956,NaN,NaN,NaN
