# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
12.691,2014.5,85.624,-13.109,57.586,0.025195,249.58,192.95,3.2926
12.741,2018.8,84.97,-13.055,57.76,0.025373,249.62,192.95,3.2945
12.791,2023,84.319,-13.001,57.933,0.025552,249.4,192.95,3.2822
12.841,2027.2,83.67,-12.949,58.105,0.025732,249.29,192.95,3.2757
12.891,2031.4,83.024,-12.898,58.276,0.025912,249.4,192.95,3.2822
12.941,2035.5,82.38,-12.848,58.446,0.026093,249.6,192.95,3.2934
12.991,2039.6,81.739,-12.799,58.616,0.026274,249.85,192.95,3.3079
13.041,2043.7,81.1,-12.75,58.784,0.026455,250,192.95,3.3169
13.091,2047.7,80.464,-12.704,58.952,0.026636,250.3,192.95,3.3341
13.141,2051.7,79.83,-12.656,59.119,0.026817,250.31,192.95,3.3348
13.191,2055.7,79.198,-12.609,59.286,0.026998,250.52,192.95,3.347
13.241,2059.7,78.569,-12.563,59.452,0.027178,250.54,192.95,3.3483
13.291,2063.6,77.942,-12.516,59.618,0.027359,250.49,192.95,3.3453
13.341,2067.5,77.317,-12.472,59.783,0.027539,250.42,192.95,3.341
13.391,2071.3,76.695,-12.428,59.948,0.027719,250.31,192.95,3.3346
13.441,2075.1,76.075,-12.384,60.112,0.027898,250.16,192.95,3.3261
13.491,2078.9,75.456,-12.339,60.276,0.028077,250.28,192.95,3.3333
13.541,2082.7,74.841,-12.298,60.439,0.028257,250.04,192.95,3.319
13.591,2086.4,74.227,-12.257,60.602,0.028436,249.83,192.95,3.3067
13.641,2090.1,73.615,-12.216,60.765,0.028615,249.59,192.95,3.2928
13.691,2093.8,73.005,-12.179,60.928,0.028795,249.06,192.95,3.2623
13.741,2097.4,72.397,-12.139,61.09,0.028974,248.89,192.95,3.2522
13.791,2101,71.791,-12.1,61.252,0.029154,248.73,192.95,3.2431
13.841,2104.6,71.187,-12.057,61.415,0.029335,248.95,192.95,3.2558
13.891,2108.1,70.585,-12.012,61.577,0.029516,249.57,192.95,3.2921
13.941,2111.6,69.986,-11.969,61.739,0.029697,250.07,192.95,3.3211
13.991,2115.1,69.388,-11.932,61.9,0.029879,249.83,192.95,3.3072
14.041,2118.6,68.793,-11.891,62.062,0.030062,250.15,192.95,3.3256
14.091,2122,68.199,-11.854,62.223,0.030245,250.05,192.95,3.3196
14.141,2125.4,67.607,-11.818,62.383,0.030429,249.87,192.95,3.3091
14.191,2128.8,67.017,-11.779,62.543,0.030614,250.15,192.95,3.3254
14.241,2132.1,66.429,-11.741,62.703,0.0308,250.49,192.95,3.3453
14.291,2135.4,65.843,-11.705,62.863,0.030987,250.48,192.95,3.345
14.341,2138.7,65.259,-11.669,63.022,0.031174,250.32,192.95,3.3355
14.391,2141.9,64.676,-11.636,63.181,0.031362,250.3,192.95,3.3345
14.441,2145.1,64.095,-11.601,63.339,0.03155,250.44,192.95,3.3423
14.491,2148.3,63.516,-11.565,63.497,0.031739,250.18,192.95,3.3274
14.541,2151.5,62.939,-11.531,63.654,0.031929,250.14,192.95,3.3251
14.591,2154.6,62.363,-11.498,63.811,0.032119,250.15,192.95,3.3255
14.641,2157.7,61.789,-11.466,63.968,0.03231,250.21,192.95,3.3293
14.691,2160.8,61.216,-11.434,64.124,0.032501,250.32,192.95,3.3354
14.741,2163.9,60.646,-11.4,64.28,0.032692,249.82,192.95,3.3062
14.791,2166.9,60.076,-11.369,64.436,0.032884,249.69,192.95,3.2986
14.841,2169.9,59.509,-11.338,64.59,0.033076,249.78,192.95,3.3041
14.891,2172.8,58.942,-11.309,64.745,0.033268,250.11,192.95,3.3235
14.941,2175.8,58.378,-11.278,64.899,0.03346,249.83,192.95,3.3071
14.991,2178.7,57.815,-11.248,65.053,0.033653,249.84,192.95,3.3076
15.041,2181.5,57.253,-11.219,65.206,0.033845,249.91,192.95,3.3116
15.091,2184.4,56.693,-11.191,65.359,0.034038,250,192.95,3.3167
15.141,2187.2,56.134,-11.162,65.511,0.03423,249.87,192.95,3.309
15.191,2190,55.576,-11.133,65.663,0.034423,249.47,192.95,3.2863
15.241,2192.8,55.021,-11.104,65.815,0.034615,249.15,192.95,3.2673
15.291,2195.5,54.466,-11.076,65.966,0.034808,248.78,192.95,3.2462
15.341,2198.2,53.913,-11.05,66.117,0.035001,249.3,192.95,3.2763
15.391,2200.9,53.361,-11.024,66.267,0.035193,249.33,192.95,3.2782
15.441,2203.5,52.811,-10.997,66.417,0.035386,248.86,192.95,3.2505
15.491,2206.2,52.261,-10.972,66.566,0.035579,248.91,192.95,3.2537
15.541,2208.8,51.713,-10.948,66.715,0.035771,249.14,192.95,3.2671
15.591,2211.3,51.167,-10.924,66.863,0.035964,249.42,192.95,3.2831
15.641,2213.9,50.621,-10.9,67.011,0.036157,249.48,192.95,3.2866
