# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Position East of launch (m),Position North of launch (m),CP location (cm),CG location (cm),Stability margin calibers (?)
15.691,2216.4,50.077,-10.875,67.158,0.03635,249.33,192.95,3.2778
15.741,2218.9,49.533,-10.85,67.305,0.036543,248.75,192.95,3.2443
15.791,2221.4,48.992,-10.826,67.452,0.036737,248.55,192.95,3.2328
15.841,2223.8,48.451,-10.805,67.598,0.03693,249.14,192.95,3.2666
15.891,2226.2,47.911,-10.783,67.744,0.037124,249.43,192.95,3.2837
15.941,2228.6,47.372,-10.761,67.889,0.037318,249.42,192.95,3.2829
15.991,2230.9,46.835,-10.738,68.034,0.037512,249.09,192.95,3.2642
16.041,2233.3,46.299,-10.717,68.179,0.037707,249.6,192.95,3.2934
16.091,2235.6,45.763,-10.695,68.323,0.037902,249.3,192.95,3.2759
16.141,2237.8,45.229,-10.676,68.467,0.038097,249.79,192.95,3.3048
16.191,2240.1,44.696,-10.656,68.611,0.038293,250.23,192.95,3.3304
16.241,2242.3,44.163,-10.636,68.754,0.038489,250.34,192.95,3.3366
16.291,2244.5,43.632,-10.616,68.897,0.038685,250.38,192.95,3.3388
16.341,2246.7,43.102,-10.598,69.04,0.038881,249.9,192.95,3.3111
16.391,2248.8,42.572,-10.58,69.183,0.039079,249.52,192.95,3.2888
16.441,2250.9,42.044,-10.561,69.325,0.039276,249.3,192.95,3.2763
16.491,2253,41.516,-10.54,69.468,0.039474,249.8,192.95,3.305
16.541,2255.1,40.99,-10.521,69.61,0.039672,249.86,192.95,3.3089
16.591,2257.1,40.464,-10.506,69.752,0.03987,248.99,192.95,3.2579
16.641,2259.1,39.939,-10.487,69.894,0.040069,248.95,192.95,3.2559
16.691,2261.1,39.415,-10.469,70.036,0.040269,249.04,192.95,3.2612
16.741,2263.1,38.892,-10.451,70.177,0.040468,249.05,192.95,3.2617
16.791,2265,38.37,-10.433,70.319,0.040668,249.18,192.95,3.2692
16.841,2266.9,37.849,-10.416,70.46,0.040869,249.07,192.95,3.2628
16.891,2268.8,37.329,-10.4,70.602,0.04107,248.81,192.95,3.2477
16.941,2270.6,36.809,-10.385,70.743,0.041271,248.29,192.95,3.2174
16.991,2272.5,36.29,-10.368,70.884,0.041472,248.57,192.95,3.2335
17.041,2274.3,35.772,-10.352,71.025,0.041674,248.37,192.95,3.2221
17.091,2276,35.255,-10.335,71.166,0.041876,248.75,192.95,3.2441
17.141,2277.8,34.739,-10.321,71.307,0.042078,248.12,192.95,3.2078
17.191,2279.5,34.223,-10.305,71.448,0.042281,248.19,192.95,3.2118
17.241,2281.2,33.708,-10.29,71.589,0.042484,248.32,192.95,3.2189
17.291,2282.9,33.194,-10.273,71.73,0.042688,248.88,192.95,3.2516
17.341,2284.5,32.681,-10.257,71.87,0.042891,249.13,192.95,3.2663
17.391,2286.2,32.168,-10.243,72.011,0.043095,249.22,192.95,3.2716
17.441,2287.8,31.657,-10.227,72.151,0.0433,249.86,192.95,3.3089
17.491,2289.3,31.146,-10.212,72.292,0.043504,250.07,192.95,3.3212
17.541,2290.9,30.635,-10.196,72.432,0.043709,249.31,192.95,3.277
17.591,2292.4,30.126,-10.181,72.572,0.043914,248.47,192.95,3.228
17.641,2293.9,29.617,-10.167,72.711,0.044119,247.98,192.95,3.1994
17.691,2295.4,29.109,-10.152,72.851,0.044325,246.98,192.95,3.1414
17.741,2296.8,28.602,-10.139,72.99,0.044531,246.72,192.95,3.1261
17.791,2298.2,28.095,-10.128,73.129,0.044737,247.3,192.95,3.1596
17.841,2299.6,27.589,-10.116,73.268,0.044944,247.18,192.95,3.1531
17.891,2301,27.084,-10.104,73.406,0.04515,247.28,192.95,3.1587
17.941,2302.3,26.579,-10.093,73.544,0.045357,247.6,192.95,3.1775
17.991,2303.6,26.074,-10.081,73.682,0.045564,247.32,192.95,3.1608
18.041,2304.9,25.571,-10.07,73.819,0.045772,247.21,192.95,3.1547
18.091,2306.2,25.067,-10.059,73.957,0.045979,246.83,192.95,3.1324
18.141,2307.4,24.565,-10.047,74.094,0.046187,246.01,192.95,3.0848
18.191,2308.6,24.063,-10.036,74.231,0.046395,245.72,192.95,3.0679
18.241,2309.8,23.561,-10.025,74.367,0.046604,244.59,192.95,3.0025
18.291,2311,23.06,-10.014,74.504,0.046812,244.27,192.95,2.9838
18.341,2312.1,22.56,-10.004,74.64,0.047021,243.87,192.95,2.9602
18.391,2313.3,22.06,-9.9956,74.775,0.04723,244.73,192.95,3.0107
18.441,2314.3,21.56,-9.9852,74.911,0.047439,243.62,192.95,2.9461
18.491,2315.4,21.061,-9.9753,75.046,0.047648,242.79,192.95,2.8979
18.541,2316.5,20.563,-9.9661,75.181,0.047858,242.39,192.95,2.8741
18.591,2317.5,20.065,-9.9569,75.316,0.048068,241.6,192.95,2.8282
18.641,2318.5,19.567,-9.9477,75.45,0.048277,240.66,192.95,2.774
18.691,2319.4,19.07,-9.939,75.584,0.048488,239.91,192.95,2.7305
18.741,2320.4,18.573,-9.9297,75.717,0.048698,238.22,192.95,2.6322
18.791,2321.3,18.077,-9.9222,75.851,0.048909,238.41,192.95,2.6429
18.841,2322.2,17.581,-9.9147,75.983,0.049119,238.32,192.95,2.6379
18.891,2323,17.085,-9.9074,76.116,0.04933,238.15,192.95,2.628
18.941,2323.9,16.59,-9.8999,76.248,0.049541,237.59,192.95,2.5952
18.991,2324.7,16.095,-9.8921,76.38,0.049753,236.16,192.95,2.5123
19.041,2325.5,15.601,-9.8854,76.511,0.049964,235.98,192.95,2.502
19.091,2326.3,15.107,-9.8784,76.643,0.050176,235.06,192.95,2.4484
19.141,2327,14.613,-9.8719,76.773,0.050388,234.55,192.95,2.4187
19.191,2327.7,14.12,-9.8651,76.904,0.0506,233.4,192.95,2.3515
19.241,2328.4,13.627,-9.8593,77.034,0.050812,233.16,192.95,2.338
19.291,2329.1,13.134,-9.8533,77.164,0.051024,232.32,192.95,2.2888
19.341,2329.7,12.641,-9.8472,77.293,0.051236,231.18,192.95,2.2227
19.391,2330.3,12.149,-9.8424,77.423,0.051449,231.38,192.95,2.2345
19.441,2330.9,11.657,-9.8376,77.551,0.051662,231.16,192.95,2.2212
19.491,2331.5,11.165,-9.8318,77.68,0.051875,229.62,192.95,2.1318
19.541,2332.1,10.674,-9.827,77.808,0.052088,228.91,192.95,2.0906
19.591,2332.6,10.183,-9.8211,77.936,0.052301,226.89,192.95,1.9734
19.641,2333.1,9.6918,-9.8152,78.064,0.052515,224.93,192.95,1.8594
19.691,2333.5,9.2011,-9.8114,78.191,0.052728,224.45,192.95,1.8313
19.741,2334,8.7106,-9.807,78.318,0.052942,223.39,192.95,1.7697
19.791,2334.4,8.2205,-9.7991,78.444,0.053155,220.18,192.95,1.5829
19.841,2334.8,7.7306,-9.7951,78.571,0.053369,219.24,192.95,1.5285
19.891,2335.2,7.2409,-9.7925,78.697,0.053583,218.74,192.95,1.4997
19.941,2335.5,6.7514,-9.787,78.822,0.053797,216.93,192.95,1.3943
19.991,2335.9,6.2623,-9.7802,78.947,0.054012,214.8,192.95,1.2703
20.041,2336.2,5.7734,-9.7738,79.072,0.054226,212.67,192.95,1.1466
20.091,2336.4,5.2849,-9.7687,79.197,0.05444,210.78,192.95,1.0364
20.141,2336.7,4.7966,-9.7637,79.321,0.054655,209.06,192.95,0.9365
20.191,2336.9,4.3085,-9.7587,79.444,0.054869,207.46,192.95,0.84334
20.241,2337.1,3.8207,-9.7522,79.568,0.055083,205.83,192.95,0.74864
20.291,2337.3,3.3332,-9.748,79.69,0.055298,204.59,192.95,0.67677
20.341,2337.5,2.8459,-9.7434,79.813,0.055513,203.45,192.95,0.61066
20.391,2337.6,2.3589,-9.7376,79.935,0.055727,202.44,192.95,0.5517
20.441,2337.7,1.8705,-9.774,80.057,0.055942,244.4,192.95,2.9912
20.491,2337.8,1.3818,-9.7731,80.178,0.056157,245.91,192.95,3.0791
20.541,2337.8,0.89316,-9.7724,80.3,0.056373,247.68,192.95,3.1822
20.591,2337.9,0.40459,-9.7705,80.421,0.056588,248.99,192.95,3.2582
20.641,2337.9,-0.08389,-9.7686,80.542,0.056804,250.39,192.95,3.3395
20.691,2337.9,-0.57227,-9.7663,80.663,0.057021,251.62,192.95,3.411
20.741,2337.8,-1.0605,-9.7651,80.784,0.057237,253.47,192.95,3.5185
20.791,2337.8,-1.5488,-9.7634,80.905,0.057454,255.18,192.95,3.6178
20.841,2337.7,-2.0369,-9.7617,81.026,0.057671,257.04,192.95,3.7263
20.891,2337.6,-2.5249,-9.758,81.146,0.057889,258.01,192.95,3.7828
20.941,2337.4,-3.0127,-9.7534,81.267,0.058107,258.78,192.95,3.8273
20.991,2337.2,-3.5002,-9.7491,81.387,0.058325,260.02,192.95,3.8993
21.041,2337.1,-3.9876,-9.7429,81.507,0.058543,260.57,192.95,3.9312
21.091,2336.9,-4.4745,-9.7357,81.626,0.058761,261.03,192.95,3.9583
21.141,2336.6,-4.9611,-9.7271,81.746,0.058979,261.3,192.95,3.9738
21.191,2336.4,-5.4473,-9.7197,81.865,0.059198,262.38,192.95,4.0365
21.241,2336.1,-5.933,-9.7081,81.984,0.059417,262.14,192.95,4.0229
21.291,2335.8,-6.4181,-9.6981,82.102,0.059635,262.91,192.95,4.0673
21.341,2335.4,-6.9028,-9.6869,82.22,0.059854,263.58,192.95,4.1066
21.391,2335.1,-7.3868,-9.6726,82.337,0.060072,263.59,192.95,4.1071
21.441,2334.7,-7.8699,-9.6526,82.454,0.06029,262.34,192.95,4.0341
21.491,2334.3,-8.352,-9.6316,82.57,0.060508,261.44,192.95,3.9817
21.541,2333.9,-8.8332,-9.6147,82.685,0.060726,261.87,192.95,4.0072
21.591,2333.4,-9.3132,-9.5863,82.8,0.060943,260.22,192.95,3.9112
21.641,2332.9,-9.7919,-9.5595,82.913,0.06116,259.41,192.95,3.8641
21.691,2332.4,-10.269,-9.5336,83.026,0.061376,259.12,192.95,3.8471
21.741,2331.9,-10.745,-9.5054,83.137,0.061591,258.76,192.95,3.8262
21.791,2331.3,-11.22,-9.4654,83.247,0.061805,257.09,192.95,3.7291
21.841,2330.8,-11.692,-9.4414,83.356,0.062018,257.84,192.95,3.7729
21.891,2330.2,-12.163,-9.4,83.463,0.06223,256.69,192.95,3.7056
21.941,2329.6,-12.632,-9.3586,83.568,0.062441,255.88,192.95,3.6585
21.991,2328.9,-13.099,-9.3117,83.671,0.062649,254.82,192.95,3.5974
22.041,2328.2,-13.563,-9.2614,83.773,0.062857,253.77,192.95,3.5362
22.091,2327.6,-14.025,-9.2171,83.872,0.063062,253.48,192.95,3.5191
22.141,2326.8,-14.485,-9.1572,83.968,0.063265,252.2,192.95,3.4447
22.191,2326.1,-14.941,-9.0963,84.062,0.063465,251.14,192.95,3.383
22.241,2325.4,-15.394,-9.0421,84.153,0.063663,250.72,192.95,3.3585
22.291,2324.6,-15.845,-8.9849,84.24,0.063858,250.25,192.95,3.3315
22.341,2323.8,-16.293,-8.9355,84.324,0.064049,250.26,192.95,3.3317
22.391,2322.9,-16.739,-8.8972,84.405,0.064237,250.76,192.95,3.361
22.441,2322.1,-17.183,-8.8698,84.482,0.064422,251.82,192.95,3.4227
22.491,2321.2,-17.626,-8.8509,84.554,0.064603,253.29,192.95,3.5082
22.541,2320.3,-18.068,-8.8158,84.623,0.06478,253.88,192.95,3.5424
22.591,2319.4,-18.508,-8.7896,84.688,0.064953,254.89,192.95,3.6011
22.641,2318.5,-18.947,-8.7662,84.748,0.065122,256,192.95,3.6655
22.691,2317.5,-19.384,-8.7402,84.804,0.065287,256.94,192.95,3.7202
22.741,2316.5,-19.821,-8.7123,84.856,0.065447,257.75,192.95,3.7672
22.791,2315.5,-20.256,-8.6979,84.904,0.065603,259.16,192.95,3.8495
22.841,2314.5,-20.69,-8.6739,84.947,0.065755,260.07,192.95,3.9023
22.891,2313.5,-21.123,-8.6543,84.985,0.065902,261.15,192.95,3.965
22.941,2312.4,-21.556,-8.6402,85.019,0.066044,262.45,192.95,4.0404
22.991,2311.3,-21.987,-8.6128,85.048,0.066181,263.08,192.95,4.0774
23.041,2310.2,-22.417,-8.6013,85.072,0.066314,264.42,192.95,4.1552
23.091,2309.1,-22.847,-8.5863,85.091,0.066441,265.56,192.95,4.2215
23.141,2307.9,-23.276,-8.5713,85.106,0.066563,266.67,192.95,4.2863
23.191,2306.7,-23.704,-8.5531,85.115,0.06668,267.61,192.95,4.3408
23.241,2305.5,-24.131,-8.5345,85.12,0.066792,268.51,192.95,4.3929
23.291,2304.3,-24.557,-8.4981,85.12,0.066898,268.61,192.95,4.3987
23.341,2303.1,-24.982,-8.4807,85.114,0.066999,269.53,192.95,4.4524
23.391,2301.8,-25.405,-8.4517,85.103,0.067094,269.94,192.95,4.4764
23.441,2300.6,-25.827,-8.4361,85.086,0.067184,270.92,192.95,4.5333
23.491,2299.3,-26.249,-8.4249,85.064,0.067267,272.08,192.95,4.6007
23.541,2297.9,-26.669,-8.4038,85.037,0.067345,272.83,192.95,4.6444
23.591,2296.6,-27.089,-8.3771,85.004,0.067417,273.37,192.95,4.6754
23.641,2295.2,-27.507,-8.3643,84.965,0.067482,274.48,192.95,4.74
24.191,2279.8,-28.376,-0.90222,84.413,0.068053,NaN,NaN,NaN
24.691,2265.5,-28.676,-0.60115,83.837,0.068464,NaN,NaN,NaN
25.191,2251.1,-28.873,-0.39359,83.202,0.068789,NaN,NaN,NaN
25.691,2236.6,-28.999,-0.25162,82.525,0.069038,NaN,NaN,NaN
26.191,2222.1,-29.075,-0.15125,81.796,0.069222,NaN,NaN,NaN
26.691,2207.6,-29.119,-0.089138,81.008,0.06935,NaN,NaN,NaN
27.191,2193,-29.142,-0.046088,80.181,0.069429,NaN,NaN,NaN
27.691,2178.4,-29.151,-0.016893,79.325,0.069466,NaN,NaN,NaN
28.191,2163.9,-29.149,0.0025273,78.457,0.069467,NaN,NaN,NaN
28.691,2149.3,-29.141,0.016176,77.598,0.069437,NaN,NaN,NaN
29.191,2134.7,-29.129,0.024661,76.747,0.069382,NaN,NaN,NaN
29.691,2120.2,-29.114,0.030608,75.9,0.069307,NaN,NaN,NaN
30.191,2105.6,-29.095,0.036547,75.033,0.069215,NaN,NaN,NaN
30.691,2091.1,-29.077,0.03627,74.135,0.069108,NaN,NaN,NaN
31.191,2076.5,-29.058,0.038075,73.226,0.068988,NaN,NaN,NaN
31.691,2062,-29.039,0.039479,72.302,0.068857,NaN,NaN,NaN
32.191,2047.5,-29.019,0.039902,71.363,0.068715,NaN,NaN,NaN
32.691,2033,-28.998,0.040344,70.416,0.068565,NaN,NaN,NaN
33.191,2018.5,-28.978,0.04053,69.465,0.068407,NaN,NaN,NaN
33.691,2004,-28.958,0.040787,68.521,0.068242,NaN,NaN,NaN
34.191,1989.5,-28.937,0.04113,67.595,0.068073,NaN,NaN,NaN
34.691,1975.1,-28.917,0.041173,66.682,0.0679,NaN,NaN,NaN
35.191,1960.6,-28.896,0.04189,65.772,0.067724,NaN,NaN,NaN
35.691,1946.2,-28.874,0.04262,64.879,0.067547,NaN,NaN,NaN
36.191,1931.7,-28.852,0.044355,63.972,0.067368,NaN,NaN,NaN
36.691,1917.3,-28.831,0.041737,63.039,0.067189,NaN,NaN,NaN
37.191,1902.9,-28.81,0.042069,62.098,0.067007,NaN,NaN,NaN
37.691,1888.5,-28.789,0.042091,61.155,0.066823,NaN,NaN,NaN
38.191,1874.1,-28.768,0.043061,60.231,0.066638,NaN,NaN,NaN
38.691,1859.7,-28.747,0.042383,59.339,0.066452,NaN,NaN,NaN
39.191,1845.4,-28.726,0.041911,58.472,0.066267,NaN,NaN,NaN
39.691,1831,-28.705,0.041536,57.615,0.066083,NaN,NaN,NaN
40.191,1816.7,-28.683,0.042631,56.741,0.065901,NaN,NaN,NaN
40.691,1802.3,-28.663,0.041664,55.838,0.06572,NaN,NaN,NaN
41.191,1788,-28.642,0.041908,54.907,0.065538,NaN,NaN,NaN
41.691,1773.7,-28.621,0.040954,53.954,0.065354,NaN,NaN,NaN
42.191,1759.4,-28.601,0.040844,52.991,0.065169,NaN,NaN,NaN
42.691,1745.1,-28.58,0.040842,52.025,0.064982,NaN,NaN,NaN
43.191,1730.8,-28.56,0.040787,51.058,0.064794,NaN,NaN,NaN
43.691,1716.5,-28.54,0.040768,50.097,0.064604,NaN,NaN,NaN
44.191,1702.3,-28.519,0.040602,49.139,0.064413,NaN,NaN,NaN
44.691,1688,-28.499,0.04061,48.174,0.064222,NaN,NaN,NaN
45.191,1673.8,-28.479,0.040412,47.21,0.06403,NaN,NaN,NaN
45.691,1659.5,-28.459,0.040193,46.251,0.063837,NaN,NaN,NaN
46.191,1645.3,-28.439,0.040264,45.286,0.063644,NaN,NaN,NaN
46.691,1631.1,-28.419,0.039978,44.319,0.063451,NaN,NaN,NaN
47.191,1616.9,-28.399,0.039834,43.363,0.063257,NaN,NaN,NaN
47.691,1602.7,-28.379,0.03969,42.408,0.063064,NaN,NaN,NaN
48.191,1588.5,-28.359,0.039505,41.449,0.06287,NaN,NaN,NaN
48.691,1574.3,-28.339,0.039415,40.488,0.062677,NaN,NaN,NaN
49.191,1560.2,-28.32,0.039497,39.518,0.062484,NaN,NaN,NaN
49.691,1546,-28.3,0.039121,38.535,0.06229,NaN,NaN,NaN
50.191,1531.9,-28.281,0.038991,37.547,0.062095,NaN,NaN,NaN
50.691,1517.7,-28.261,0.039143,36.546,0.0619,NaN,NaN,NaN
51.191,1503.6,-28.241,0.038969,35.526,0.061704,NaN,NaN,NaN
51.691,1489.5,-28.222,0.039187,34.482,0.061506,NaN,NaN,NaN
52.191,1475.4,-28.202,0.038845,33.429,0.061307,NaN,NaN,NaN
52.691,1461.3,-28.183,0.039327,32.381,0.061105,NaN,NaN,NaN
53.191,1447.2,-28.163,0.039738,31.331,0.060902,NaN,NaN,NaN
53.691,1433.1,-28.143,0.040001,30.272,0.060697,NaN,NaN,NaN
54.191,1419.1,-28.123,0.040047,29.202,0.060492,NaN,NaN,NaN
54.691,1405,-28.103,0.040219,28.136,0.060285,NaN,NaN,NaN
55.191,1391,-28.083,0.040051,27.09,0.060076,NaN,NaN,NaN
55.691,1376.9,-28.063,0.039711,26.06,0.059868,NaN,NaN,NaN
56.191,1362.9,-28.043,0.039641,25.039,0.05966,NaN,NaN,NaN
56.691,1348.9,-28.023,0.039503,24.024,0.059453,NaN,NaN,NaN
57.191,1334.9,-28.004,0.03945,23.013,0.059247,NaN,NaN,NaN
57.691,1320.9,-27.984,0.039438,22.012,0.059042,NaN,NaN,NaN
58.191,1306.9,-27.964,0.039371,21.025,0.058838,NaN,NaN,NaN
58.691,1292.9,-27.945,0.039423,20.036,0.058635,NaN,NaN,NaN
59.191,1278.9,-27.925,0.038755,19.036,0.058433,NaN,NaN,NaN
59.691,1265,-27.906,0.039174,18.024,0.058232,NaN,NaN,NaN
60.191,1251,-27.886,0.038814,16.99,0.058031,NaN,NaN,NaN
60.691,1237.1,-27.867,0.038306,15.947,0.057829,NaN,NaN,NaN
61.191,1223.2,-27.848,0.038378,14.909,0.057626,NaN,NaN,NaN
61.691,1209.3,-27.829,0.038167,13.877,0.057423,NaN,NaN,NaN
62.191,1195.3,-27.81,0.038118,12.843,0.05722,NaN,NaN,NaN
62.691,1181.4,-27.791,0.03807,11.813,0.057016,NaN,NaN,NaN
63.191,1167.6,-27.771,0.038879,10.806,0.056813,NaN,NaN,NaN
63.691,1153.7,-27.752,0.037794,9.8059,0.05661,NaN,NaN,NaN
64.191,1139.8,-27.734,0.037323,8.7917,0.056409,NaN,NaN,NaN
64.691,1125.9,-27.715,0.037502,7.7828,0.056207,NaN,NaN,NaN
65.191,1112.1,-27.696,0.037165,6.7849,0.056006,NaN,NaN,NaN
65.691,1098.2,-27.677,0.037607,5.8017,0.055806,NaN,NaN,NaN
66.191,1084.4,-27.659,0.036883,4.8319,0.055607,NaN,NaN,NaN
66.691,1070.6,-27.641,0.03698,3.8694,0.055409,NaN,NaN,NaN
67.191,1056.8,-27.622,0.036812,2.9099,0.055213,NaN,NaN,NaN
67.691,1043,-27.604,0.03701,1.9372,0.055019,NaN,NaN,NaN
68.191,1029.2,-27.585,0.036582,0.95,0.054825,NaN,NaN,NaN
68.691,1015.4,-27.567,0.037096,-0.056181,0.054631,NaN,NaN,NaN
69.191,1001.6,-27.548,0.036638,-1.0889,0.054436,NaN,NaN,NaN
69.691,987.83,-27.53,0.036782,-2.1172,0.05424,NaN,NaN,NaN
70.191,974.07,-27.512,0.036631,-3.1188,0.054044,NaN,NaN,NaN
70.691,960.32,-27.493,0.03688,-4.1126,0.053847,NaN,NaN,NaN
71.191,946.58,-27.475,0.037257,-5.1072,0.053651,NaN,NaN,NaN
71.691,932.84,-27.456,0.038088,-6.0863,0.053455,NaN,NaN,NaN
72.191,919.12,-27.437,0.037662,-7.0607,0.05326,NaN,NaN,NaN
72.691,905.41,-27.418,0.037315,-8.0447,0.053066,NaN,NaN,NaN
73.191,891.7,-27.399,0.0374,-9.0312,0.052872,NaN,NaN,NaN
73.691,878.01,-27.381,0.037371,-10.018,0.052678,NaN,NaN,NaN
74.191,864.32,-27.362,0.037878,-10.987,0.052485,NaN,NaN,NaN
74.691,850.65,-27.343,0.037288,-11.934,0.052293,NaN,NaN,NaN
75.191,836.98,-27.325,0.03711,-12.862,0.052102,NaN,NaN,NaN
75.691,823.32,-27.306,0.03681,-13.779,0.051913,NaN,NaN,NaN
76.191,809.67,-27.288,0.037361,-14.679,0.051726,NaN,NaN,NaN
76.691,796.03,-27.269,0.036624,-15.571,0.051541,NaN,NaN,NaN
77.191,782.4,-27.251,0.0368,-16.48,0.051359,NaN,NaN,NaN
77.691,768.78,-27.233,0.036283,-17.397,0.051177,NaN,NaN,NaN
78.191,755.17,-27.214,0.03653,-18.322,0.050996,NaN,NaN,NaN
78.691,741.57,-27.196,0.036966,-19.271,0.050816,NaN,NaN,NaN
79.191,727.97,-27.177,0.037908,-20.26,0.050635,NaN,NaN,NaN
79.691,714.39,-27.159,0.035763,-21.289,0.050452,NaN,NaN,NaN
80.191,700.82,-27.141,0.035954,-22.349,0.050266,NaN,NaN,NaN
80.691,687.25,-27.124,0.034994,-23.427,0.050077,NaN,NaN,NaN
81.191,673.69,-27.106,0.035388,-24.499,0.049885,NaN,NaN,NaN
81.691,660.14,-27.088,0.035189,-25.558,0.04969,NaN,NaN,NaN
82.191,646.6,-27.071,0.035311,-26.621,0.049493,NaN,NaN,NaN
82.691,633.07,-27.053,0.035256,-27.682,0.049295,NaN,NaN,NaN
83.191,619.55,-27.035,0.035268,-28.73,0.049096,NaN,NaN,NaN
83.691,606.04,-27.018,0.035384,-29.759,0.048896,NaN,NaN,NaN
84.191,592.53,-27,0.035394,-30.762,0.048697,NaN,NaN,NaN
84.691,579.04,-26.983,0.034575,-31.746,0.048499,NaN,NaN,NaN
85.191,565.55,-26.965,0.034705,-32.733,0.048303,NaN,NaN,NaN
85.691,552.07,-26.948,0.034632,-33.719,0.048107,NaN,NaN,NaN
86.191,538.6,-26.931,0.034849,-34.71,0.047914,NaN,NaN,NaN
86.691,525.14,-26.913,0.035087,-35.728,0.04772,NaN,NaN,NaN
87.191,511.69,-26.896,0.034087,-36.769,0.047527,NaN,NaN,NaN
87.691,498.25,-26.879,0.03395,-37.813,0.047332,NaN,NaN,NaN
88.191,484.81,-26.862,0.033982,-38.852,0.047137,NaN,NaN,NaN
88.193,484.77,-26.362,301.24,-38.855,0.047136,NaN,NaN,NaN
88.195,484.72,-25.862,289.77,-38.859,0.047136,NaN,NaN,NaN
88.196,484.67,-25.362,278.52,-38.863,0.047135,NaN,NaN,NaN
88.198,484.63,-24.862,267.48,-38.866,0.047134,NaN,NaN,NaN
88.2,484.58,-24.362,256.66,-38.87,0.047134,NaN,NaN,NaN
88.202,484.53,-23.862,246.05,-38.875,0.047133,NaN,NaN,NaN
88.204,484.48,-23.362,235.65,-38.879,0.047132,NaN,NaN,NaN
88.207,484.43,-22.862,225.48,-38.884,0.047131,NaN,NaN,NaN
88.209,484.38,-22.362,215.52,-38.889,0.047131,NaN,NaN,NaN
88.211,484.32,-21.862,205.77,-38.894,0.04713,NaN,NaN,NaN
88.214,484.27,-21.362,196.24,-38.899,0.047129,NaN,NaN,NaN
88.217,484.21,-20.862,186.92,-38.904,0.047128,NaN,NaN,NaN
88.219,484.15,-20.362,177.82,-38.91,0.047127,NaN,NaN,NaN
88.222,484.09,-19.862,168.94,-38.916,0.047127,NaN,NaN,NaN
88.225,484.03,-19.362,160.27,-38.923,0.047126,NaN,NaN,NaN
88.229,483.97,-18.862,151.82,-38.93,0.047125,NaN,NaN,NaN
88.232,483.91,-18.362,143.58,-38.937,0.047124,NaN,NaN,NaN
88.236,483.84,-17.862,135.56,-38.944,0.047123,NaN,NaN,NaN
88.24,483.77,-17.362,127.75,-38.952,0.047122,NaN,NaN,NaN
88.244,483.7,-16.862,120.16,-38.961,0.047121,NaN,NaN,NaN
88.248,483.62,-16.362,112.78,-38.97,0.04712,NaN,NaN,NaN
88.253,483.55,-15.862,105.62,-38.98,0.047119,NaN,NaN,NaN
88.258,483.47,-15.362,98.678,-38.99,0.047117,NaN,NaN,NaN
88.264,483.39,-14.862,91.949,-39.002,0.047116,NaN,NaN,NaN
88.27,483.3,-14.362,85.435,-39.014,0.047115,NaN,NaN,NaN
88.276,483.21,-13.862,79.137,-39.026,0.047114,NaN,NaN,NaN
88.283,483.12,-13.362,73.054,-39.041,0.047112,NaN,NaN,NaN
88.29,483.02,-12.862,67.186,-39.056,0.047111,NaN,NaN,NaN
88.298,482.92,-12.362,61.534,-39.072,0.047109,NaN,NaN,NaN
88.307,482.81,-11.862,56.098,-39.091,0.047108,NaN,NaN,NaN
88.317,482.7,-11.362,50.877,-39.11,0.047106,NaN,NaN,NaN
88.328,482.58,-10.862,45.87,-39.133,0.047104,NaN,NaN,NaN
88.34,482.45,-10.362,41.08,-39.157,0.047103,NaN,NaN,NaN
88.354,482.31,-9.8623,36.505,-39.185,0.0471,NaN,NaN,NaN
88.369,482.16,-9.3623,32.145,-39.217,0.047098,NaN,NaN,NaN
88.387,482,-8.8623,28.002,-39.253,0.047096,NaN,NaN,NaN
88.408,481.82,-8.3623,24.074,-39.295,0.047093,NaN,NaN,NaN
88.433,481.62,-7.8623,20.362,-39.344,0.04709,NaN,NaN,NaN
88.462,481.39,-7.3624,16.864,-39.403,0.047087,NaN,NaN,NaN
88.499,481.13,-6.8624,13.582,-39.477,0.047083,NaN,NaN,NaN
88.547,480.82,-6.3624,10.516,-39.572,0.047079,NaN,NaN,NaN
88.612,480.42,-5.8626,7.6665,-39.702,0.047073,NaN,NaN,NaN
88.711,479.86,-5.3626,5.031,-39.899,0.047065,NaN,NaN,NaN
88.903,478.88,-4.8627,2.6115,-40.279,0.047051,NaN,NaN,NaN
89.403,476.5,-4.6521,0.42106,-41.203,0.047017,NaN,NaN,NaN
89.903,474.12,-4.8775,-0.45076,-42.032,0.046986,NaN,NaN,NaN
90.358,471.95,-4.6406,0.52014,-42.86,0.04696,NaN,NaN,NaN
90.858,469.57,-4.8872,-0.49324,-43.85,0.046929,NaN,NaN,NaN
91.358,467.19,-4.6238,0.52676,-44.766,0.046895,NaN,NaN,NaN
91.858,464.81,-4.9032,-0.55873,-45.635,0.046864,NaN,NaN,NaN
92.358,462.43,-4.599,0.60838,-46.571,0.046835,NaN,NaN,NaN
92.858,460.05,-4.9256,-0.65315,-47.573,0.046803,NaN,NaN,NaN
93.358,457.68,-4.5755,0.70017,-48.519,0.046769,NaN,NaN,NaN
93.858,455.3,-4.946,-0.74103,-49.436,0.046737,NaN,NaN,NaN
94.358,452.92,-4.5534,0.78511,-50.374,0.046706,NaN,NaN,NaN
