5.9812 1045.8 212.03 -22.568 77.797 0.014916 259.57 200.49 3.4348
6.0312 1056.4 210.91 -22.611 78.717 0.015211 259.65 200.43 3.4427
6.0812 1066.9 209.79 -22.625 79.636 0.015506 260.18 200.39 3.4766
6.1312 1077.4 208.67 -22.646 80.551 0.015804 260.12 200.35 3.4752
6.1812 1087.8 207.54 -22.694 81.463 0.016106 259.77 200.32 3.4564
6.2312 1098.1 206.42 -22.759 82.37 0.016414 259.57 200.28 3.4469
6.2812 1108.4 205.29 -22.839 83.272 0.016727 259.52 200.25 3.4461
6.3312 1118.7 204.15 -22.956 84.168 0.017044 259.96 200.21 3.4735
6.3812 1128.9 203.01 -23.074 85.061 0.017365 260.24 200.18 3.4915
6.4312 1139 201.87 -23.166 85.949 0.017691 260.21 200.15 3.4919
6.4812 1149 200.72 -23.216 86.834 0.018021 260.17 200.11 3.4918
6.5312 1159 199.56 -23.267 87.716 0.018357 259.8 200.08 3.4716
6.5812 1169 198.41 -23.304 88.595 0.018696 259.62 200.06 3.4629
6.6312 1178.9 197.25 -23.343 89.471 0.019039 259.43 200.03 3.4531
6.6812 1188.7 196.09 -23.362 90.344 0.019383 259.49 200.01 3.458
6.7312 1198.5 194.93 -23.362 91.216 0.019729 259.82 199.98 3.4788
6.7812 1208.2 193.77 -23.364 92.084 0.020076 259.95 199.96 3.488
6.8312 1217.9 192.61 -23.322 92.948 0.020425 259.81 199.93 3.4813
6.8812 1227.5 191.45 -23.227 93.808 0.020777 259.65 199.91 3.4732
6.9312 1237 190.3 -23.13 94.663 0.021131 259.37 199.89 3.4577
6.9812 1246.5 189.15 -23.052 95.514 0.021489 259.3 199.88 3.4548
7.0312 1255.9 188 -23.002 96.36 0.021851 259.62 199.86 3.4748
7.0812 1265.3 186.86 -22.949 97.201 0.022218 259.83 199.84 3.488
7.1312 1274.6 185.72 -22.905 98.039 0.022588 259.72 199.82 3.4826
7.1812 1283.9 184.58 -22.855 98.873 0.022962 259.55 199.8 3.4738
7.2312 1293.1 183.45 -22.812 99.705 0.023336 259.32 199.78 3.4612
7.2812 1302.2 182.31 -22.75 100.53 0.023712 259.4 199.77 3.4668
7.3312 1311.3 181.18 -22.646 101.36 0.024086 259.71 199.75 3.4859
7.3812 1320.3 180.06 -22.533 102.18 0.02446 259.66 199.73 3.4843
7.4312 1329.3 178.94 -22.437 103 0.024833 259.61 199.72 3.482
7.4812 1338.2 177.82 -22.346 103.82 0.025205 259.55 199.71 3.4794
7.5312 1347.1 176.71 -22.263 104.63 0.025579 259.57 199.69 3.4809
7.5812 1355.9 175.6 -22.183 105.43 0.025955 259.59 199.68 3.4831
7.6312 1364.7 174.5 -22.101 106.24 0.026334 259.48 199.67 3.4776
7.6812 1373.4 173.4 -22.034 107.04 0.026716 259.63 199.65 3.4868
7.7312 1382 172.3 -21.931 107.83 0.027103 259.62 199.64 3.4868
7.7812 1390.6 171.21 -21.792 108.62 0.027493 259.53 199.63 3.4825
7.8312 1399.1 170.13 -21.664 109.41 0.027887 259.42 199.62 3.4769
7.8812 1407.6 169.05 -21.564 110.2 0.028284 259.55 199.61 3.485
7.9312 1416 167.98 -21.469 110.98 0.028681 259.17 199.6 3.4632
7.9812 1424.4 166.91 -21.347 111.76 0.02908 259.31 199.59 3.4721
8.0312 1432.7 165.85 -21.214 112.54 0.02948 259.51 199.59 3.484
8.0812 1441 164.79 -21.086 113.31 0.02988 259.01 199.58 3.4558
8.1312 1449.2 163.75 -20.976 114.08 0.030281 258.78 199.57 3.4427
8.1812 1457.4 162.7 -20.893 114.84 0.030683 259.03 199.56 3.4577
8.2312 1465.5 161.66 -20.822 115.6 0.031086 259.48 199.55 3.4843
8.2812 1473.5 160.63 -20.932 116.36 0.031491 259.44 199.54 3.4829
8.3312 1481.5 159.58 -22.397 117.11 0.031897 259.06 199.53 3.4607
8.3812 1489.5 158.47 -22.796 117.86 0.032304 258.8 199.53 3.4459
8.4312 1497.4 157.33 -22.577 118.61 0.032715 258.92 199.52 3.4532
8.4812 1505.2 156.21 -22.381 119.35 0.033127 258.68 199.52 3.4395
8.5312 1513 155.1 -22.174 120.09 0.033543 258.7 199.52 3.4406
8.5812 1520.7 153.99 -21.956 120.83 0.03396 258.99 199.52 3.4575
8.6312 1528.4 152.9 -21.736 121.57 0.034379 259.42 199.52 3.4825
8.6812 1536 151.82 -21.532 122.3 0.0348 259.41 199.52 3.4818
8.7312 1543.6 150.75 -21.33 123.02 0.035222 259.14 199.52 3.4657
8.7812 1551.1 149.69 -21.129 123.75 0.035643 258.77 199.52 3.4447
8.8312 1558.5 148.63 -20.941 124.47 0.036064 258.59 199.52 3.434
8.8812 1565.9 147.59 -20.765 125.18 0.036484 258.6 199.52 3.4348
8.9312 1573.3 146.56 -20.599 125.89 0.036903 258.78 199.52 3.4448
8.9812 1580.6 145.53 -20.443 126.6 0.037322 259.12 199.52 3.4646
9.0312 1587.9 144.51 -20.304 127.3 0.03774 259.13 199.52 3.4652
9.0812 1595.1 143.5 -20.15 128 0.038159 258.88 199.52 3.4511
9.1312 1602.2 142.5 -19.992 128.69 0.03858 258.8 199.52 3.4463
9.1812 1609.3 141.5 -19.852 129.39 0.039002 258.36 199.52 3.4209
9.2312 1616.4 140.51 -19.698 130.08 0.039426 258.26 199.52 3.4146
9.2812 1623.4 139.53 -19.518 130.77 0.039853 258.76 199.52 3.444
9.3312 1630.3 138.56 -19.357 131.46 0.040282 258.93 199.52 3.4538
9.3812 1637.2 137.6 -19.205 132.14 0.040714 258.96 199.52 3.4554
9.4312 1644.1 136.64 -19.042 132.82 0.041147 259.31 199.52 3.476
